,APOGEE_ID_1,source_id,LOGG,TEFF,ALPHA_M,M_H,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,ALPHA_M_ERR,M_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68u,distKpc_68l,distErrKpc,logDistKpc,logDistKpcErr
128,2M19070896+3803201,2099209697362981504,2.7759395000000002,4854.7570000000005,0.054095976,-0.18185708,-0.062296197000000005,0.2916608,12.779407,13.342972,12.08877,11.179,10.64,10.534,0.058577914,77.76939,0.014068637,0.035288036,0.038058504,0.05547611,0.0001663945762953034,0.001979733781404258,0.0008112262525106217,0.022000000000000002,0.02,0.017,4.3506,5.4307,3.4491,0.9907999999999999,0.6385491555109565,0.0985750131486145,1.8079861000000002,1.8343713,1.7807381,0.026816599999999993,0.257195087247473,0.006443598069485024
129,2M19072576+3804419,2099207223461872896,2.4437827999999997,4657.372,0.17082132,-0.3560743,0.029907644,0.09221664,13.083956,13.672054000000001,12.36554,11.419,10.827,10.720999999999998,0.06157263,70.39285,0.0163235,0.03455461,0.03589128,0.052826818,0.00032862618770113095,0.0010700009757869111,0.0008342698423902117,0.021,0.02,0.017,12.7035,14.8146,10.8393,1.9876500000000004,1.103923391922263,0.06784434670156347,2.2778377,2.3094441000000003,2.245846,0.03179905000000008,0.35752277658878845,0.0060637408541391324
130,2M19075631+3804160,2099207635778802688,2.8846173,4899.2390000000005,0.024420325,-0.18620473,-0.1429955,0.3151645,12.925435,13.476192000000001,12.245055,11.337,10.802999999999999,10.718,0.05900533,79.89581,0.014116482,0.036270164,0.039764516,0.05765289,0.00022705003521195088,0.0014449909745728462,0.0006786672625924695,0.02,0.022000000000000002,0.017,3.511,4.4146,2.8048,0.8049,0.5454308294653513,0.09849473010144999,1.9799635,2.0094946,1.9520909999999998,0.028701800000000048,0.2966571842541071,0.006293392152873112
131,2M19080077+3803579,2099207562757945984,2.6365297,4707.3843,-0.012911418000000001,-0.024346007000000003,-0.11014998,0.25392,12.047931,12.653647,11.329079,10.354000000000001,9.779,9.651,0.05435008,70.81711999999999,0.012419401000000002,0.029848697,0.030077374,0.04492255,0.00015325806549171261,0.0013729963642561405,0.0009268088397051955,0.02,0.022000000000000002,0.02,7.3267,9.5491,5.8210000000000015,1.8640499999999989,0.8649084092253797,0.10748242104720279,1.3301452999999999,1.3504766,1.3085788999999999,0.020948849999999995,0.12389908423139413,0.006843575088482559
132,2M19082467+3805588,2099166816409705728,2.4592058999999997,4634.295,0.034120932,0.30017632,-0.027162254,0.42247272,11.285366,11.927706,10.548511999999999,9.536,8.969,8.825,0.033588007,67.15143,0.009603216999999999,0.02409704,0.02294194,0.035071738,0.00044330768703360057,0.0017659186470209143,0.0008390568694660594,0.02,0.042,0.018000000000000002,5.016,5.4304,4.4926,0.46889999999999965,0.70035752782266,0.04116703393191984,1.2272396,1.237321,1.2186247000000001,0.009348149999999918,0.08892936044454955,0.0033062037081509343
133,2M19095805+3801201,2099526253631443328,2.582021,4589.6562,0.003285084,0.25756338,-0.016634747,0.36711523,13.306557999999999,13.974203,12.534342,11.482000000000001,10.884,10.755999999999998,0.05131985,69.53103,0.010388675,0.023741415,0.023994707,0.035987075,0.00028269597835084426,0.0013978974353678897,0.0010554818470709382,0.021,0.022000000000000002,0.02,8.9867,10.4251,7.8523,1.2864000000000004,0.953600244025209,0.061541672947652615,2.208551,2.2309094,2.1863514,0.022278999999999997,0.34410743246597064,0.0043809842317960035
134,2M19202786+3800415,2051311191287335168,2.9221573,4725.018,0.1742604,-0.2341813,0.06195976,0.13997775,12.016157000000002,12.642918,11.277797,10.3,9.737,9.613999999999999,0.064981446,80.15052,0.015871035,0.03300346,0.038749266,0.05499238,0.00016285987867070695,0.0010835591422597712,0.0005225606448977516,0.022000000000000002,0.021,0.018000000000000002,10.3992,12.984000000000002,8.0353,2.474350000000001,1.016999930745981,0.1042032054597567,0.9419917,0.9560986,0.9268936999999999,0.014602450000000032,-0.025952923810180197,0.006736375974500327
135,2M19224052+3802014,2052616723907385984,2.6179485000000002,4660.6167,-0.0010221264999999999,0.1863455,-0.11550821,0.40201175,12.971667,13.644886999999999,12.199819,11.152000000000001,10.55,10.419,0.0578193,79.4833,0.011738166999999999,0.025207342999999997,0.029234002999999998,0.04194552,0.00034080148082704653,0.0015851662892618634,0.0008199731322078296,0.022000000000000002,0.021,0.019,3.6883,4.4144,3.3136,0.5503999999999998,0.5668262385870451,0.06228580079286644,2.3859227,2.4070419000000003,2.3652661,0.02088790000000017,0.3776563691301037,0.0038018214382775084
138,2M19292444+3801077,2051898467938224384,2.701117,4999.039000000001,-0.016336072,0.14513709,-0.23554777,0.6292022,11.31285,11.872662,10.639921000000001,9.767999999999999,9.276,9.157,0.0421903,84.03969000000001,0.010854477,0.03215512,0.035411175,0.05152587,0.0004617864416545103,0.0015130715644007253,0.0007173619171108037,0.022000000000000002,0.022000000000000002,0.019,0.6294,0.6609999999999999,0.6095,0.02574999999999994,-0.20107326142279855,0.017613874765619708,1.236049,1.2430853,1.2280608,0.007512249999999995,0.09203568758758957,0.002640530985616625
139,2M19304793+3800478,2051872040994614144,2.5073469,4807.844,-0.019080068999999998,0.20987271,-0.170276,0.42335397,10.69572,11.3121,9.979055,8.999,8.505,8.363999999999999,0.037668012,74.747734,0.010313788,0.027885918,0.02849702,0.042520672,0.0001864099497128624,0.001575132291893322,0.0006545947561631404,0.026000000000000002,0.026000000000000002,0.017,2.2084,2.2707,2.1135,0.0786,0.3440777384681007,0.015578753895930914,0.9904745,0.9965636,0.9829465000000001,0.006808549999999968,-0.004156700995545409,0.0029875698411218456
140,2M19320975+3800165,2051863249205564672,2.644733,5013.6226,-0.015643828000000002,0.092680395,-0.21545336,0.5128566,11.495992999999999,12.062272,10.814896000000001,9.935,9.43,9.321,0.043318845,84.90695,0.011315156000000002,0.033339403999999996,0.037090737,0.053749897000000005,0.00034620292755360715,0.0012501251740004715,0.0011664161009738994,0.021,0.02,0.017,1.0199,1.1347,0.9721,0.08130000000000004,0.008557591784246987,0.03358505586623296,1.3509404999999999,1.3598313,1.3340434,0.012893950000000019,0.13063622164178113,0.004157537390714824
141,2M19040919+3810112,2099962209991763456,2.6460185000000003,4609.670999999999,0.15105405,-0.065958016,0.090730265,0.22302225,10.007305,10.597873,9.309517,8.373,7.82,7.6770000000000005,0.054469675,66.84375,0.012837326999999999,0.028880296,0.028208615,0.04253071,0.00024105650702765935,0.0008974481614265617,0.0009085881752335379,0.023,0.027000000000000003,0.02,11.5838,14.7618,8.6099,3.0759499999999997,1.0638510506101326,0.11707060482291015,0.49087189999999997,0.5000411,0.4825031,0.008768999999999976,-0.309031828409878,0.0077527969593221
142,2M19051644+3806264,2099947018687895680,3.1073207999999997,4886.554,0.0026639663,0.19349912,-0.15949406,0.504726,12.607892,13.185676,11.907017,10.995999999999999,10.482999999999999,10.382,0.051481012,78.419304,0.010447588,0.02940884,0.030962996,0.045745987,0.00013481517753710648,0.0014548170112338443,0.0008287389423644598,0.021,0.019,0.019,3.8452,4.8405,3.1074,0.8665499999999997,0.5849189336400377,0.09624653152902424,1.1793608,1.1956616,1.1627862,0.01643769999999995,0.07164668845228636,0.006054206358408198
143,2M19064769+3809487,2099223196438899328,3.0737967,4922.389,-0.009683398499999999,0.04766916,-0.12561844,0.37470156,12.287980000000001,12.841805,11.609521,10.742,10.237,10.105,0.054465026,80.461,0.011727392,0.0324333,0.035067312,0.051253207,0.000152333194720633,0.001164945050059485,0.0005684272155470627,0.024,0.022000000000000002,0.017,2.9867,3.6458,2.3174,0.6641999999999999,0.47519160195204313,0.09839591898570305,1.2692358,1.2896796,1.2512091,0.01923524999999995,0.10354231328905902,0.0065759679681065
146,2M19244988+3807300,2052624214330903168,2.6567523,4979.2314,-0.013436298999999999,0.1300182,-0.19151269,0.5566373,12.095443,12.644721,11.422419,10.544,10.083,9.945,0.04203875,83.07593,0.010985601000000001,0.03205425,0.03509949,0.051154688,0.00016508778767243548,0.0016787202058454742,0.0007884894301746215,0.022000000000000002,0.019,0.018000000000000002,0.7038,0.8579,0.6531,0.10239999999999999,-0.15255073750082712,0.059228492032761856,1.7955942,1.8173665,1.7721483,0.022609100000000014,0.2542081939048975,0.0054712279328546914
147,2M19250923+3808230,2052630021126719744,2.5060390999999997,4719.6016,-0.01688736,0.19899201,-0.16102335,0.38635665,10.81767,11.426752,10.105742,9.158999999999999,8.597999999999999,8.507,0.036295317,70.89196,0.010404182,0.026683804,0.026444278999999998,0.03984426,0.0002995349944856507,0.0011779133498912575,0.0005853784339904244,0.022000000000000002,0.021,0.018000000000000002,4.5607,4.896,3.9355,0.48024999999999984,0.6590315055604691,0.04742074620262943,1.0468542,1.0550385000000002,1.0387238,0.008157350000000065,0.019886199783241576,0.0033841126989212923
149,2M19280531+3806147,2051914204698232192,2.4814173999999998,4871.57,0.02153403,-0.13175026,-0.14612423,0.30115575,9.468428999999999,9.995725,8.824876,7.944,7.501,7.364,0.044094503,78.44298,0.013520537,0.034682944,0.03745303,0.054612935,0.00030990810146902525,0.0008728457134998813,0.0009235021416742484,0.018000000000000002,0.034,0.02,2.2184,2.354,2.1135,0.12024999999999997,0.34603985656980524,0.023402103171189098,0.6391223,0.6441749,0.6345997999999999,0.00478755000000001,-0.19441602895749024,0.0032519339108775525
150,2M19292894+3808438,2051923413108633600,2.5331056,4806.318,-0.014428878000000001,0.152428,-0.08573371,0.33088028,12.764355,13.375815,12.03135,11.062000000000001,10.505,10.373,0.03845667,74.79672,0.01079431,0.028726462,0.02949825,0.04390759,0.0002971785615180078,0.0014892902638985461,0.0008039576911200719,0.022000000000000002,0.022000000000000002,0.019,2.3405,2.5071,2.2131,0.14700000000000002,0.3693086454634609,0.027085309354397097,2.5274551,2.5437927,2.5106137,0.016589500000000045,0.4026834491313106,0.0028509111560371947
152,2M19332416+3808373,2052243130474281344,2.8863854,4782.7609999999995,0.01475225,-0.058325417000000004,-0.038005248,0.27065676,12.585555000000001,13.194920000000002,11.862171,10.892000000000001,10.332,10.235,0.056567743,79.23601,0.012058886000000001,0.029082716,0.032390274,0.04695633,0.0001624728247862084,0.001328984447092063,0.0006997007692077784,0.02,0.02,0.018000000000000002,5.6849,7.1623,4.5373,1.3125,0.7547228296516938,0.09912750637191142,1.3503728000000002,1.3693121000000001,1.3290457,0.0201332000000001,0.1304536815558118,0.006481265587713003
153,2M19012952+3812423,2099927193118380672,2.5086274,4587.6963,0.027037919,-0.035999656,-0.03714869,0.21939229999999998,11.838107,12.4942,11.081721,10.074,9.451,9.338,0.053741082999999995,65.90488,0.012536376,0.0280714,0.027125617,0.04105866,0.00020241641334961535,0.0014167437580969722,0.0009573064747048221,0.019,0.021,0.017,9.9534,12.7357,7.8832,2.4262499999999996,0.9979714575308811,0.10416013770786059,1.3567925,1.3773617,1.3350573,0.021152199999999993,0.13251343425106968,0.00677404833941328
154,2M19035980+3815152,2099963515661837184,2.9619765,4801.3413,0.09147498,-0.20573327,0.013646677,0.20186567,12.285311,12.847204,11.598252,10.695,10.187000000000001,10.057,0.058672246,75.35777,0.014338313,0.03467943,0.036774956,0.053879138,0.00018121282052807608,0.0015421345120214536,0.0007909805443107043,0.021,0.02,0.017,9.6545,12.3328,7.6736,2.3296,0.9847297868814613,0.10303126577830207,1.0080765,1.0244249,0.9933449000000001,0.015539999999999964,0.0034934907079342365,0.006690029822614732
155,2M19062088+3816069,2099227564427374336,2.499914,4573.9404,0.08099708,0.0468914,-0.009661231,0.18159677,13.118794,13.767710999999998,12.357146,11.335999999999999,10.708,10.592,0.0520905,65.20297,0.011739314499999999,0.026649276,0.025424182000000004,0.03869127,0.00029932543631927544,0.0017813607041550217,0.0007051496314025574,0.02,0.02,0.017,9.6902,11.515,6.6834,2.4158000000000004,0.9863327407246577,0.11813324398539249,2.2605340000000003,2.3066627,2.2156441,0.04550929999999994,0.3542110435098126,0.008742046088920152
156,2M19071698+3812351,2099213197755032192,2.461136,4555.238,0.04067056,0.034505892999999996,-0.021480512,0.113439485,12.0615,12.712794,11.310792999999999,10.312000000000001,9.676,9.552999999999999,0.052194178,64.49409,0.0118554,0.026543925,0.025183487999999997,0.038386513,0.00016532419477299776,0.0012275697157193566,0.0009253709143985933,0.022000000000000002,0.02,0.018000000000000002,11.1556,14.2852,8.9681,2.65855,1.047492933623129,0.1010929414151352,1.5564427,1.5794462,1.5312637999999998,0.024091200000000073,0.19213313688369574,0.006727410823412466
157,2M19095722+3813515,2099541711213565952,2.978759,4823.491,0.19309205,-0.35926762,-0.00752604,0.11273298,11.457546,11.978397,10.805644000000001,9.947000000000001,9.446,9.35,0.062140577,76.74168399999999,0.016193565,0.038126636,0.04135929,0.06001257,0.00024381333600498323,0.00172173423908073,0.001355256548113415,0.021,0.022000000000000002,0.017,11.1069,14.2828,8.995,2.6439000000000004,1.0455928617529038,0.10040609359591796,0.7063299,0.7166853999999999,0.6958248,0.010430299999999988,-0.15099240902540179,0.006414326929345127
158,2M19100327+3817519,2099542471428110720,2.448011,4713.998,0.0054406969999999995,0.24110302,-0.07411519,0.4773988,11.768285,12.390459,11.039508999999999,10.08,9.526,9.354,0.035636567,70.57195,0.01006268,0.026010536,0.025624092999999997,0.03870752,0.0001985069946530693,0.0013655809984680634,0.0006601356107449607,0.024,0.022000000000000002,0.017,4.3397,4.6287,3.7584,0.43515000000000015,0.637459708119001,0.04522801716344216,1.5673336,1.5804627,1.5541749,0.013143900000000031,0.19516144396027385,0.003642179923038724
159,2M19114745+3817475,2099369298348398208,2.6314027,4675.01,0.17250124,-0.39486733,0.08453384,0.12992686,12.714275,13.325451999999999,11.982208,11.01,10.415999999999999,10.305,0.062086258,70.657684,0.016731977,0.03569343,0.037090596,0.054545905,0.00020053972817346555,0.0011329120758873934,0.0006693132177360006,0.021,0.022000000000000002,0.017,10.0208,13.3353,8.0353,2.6500000000000004,1.0009023943572326,0.11000034721093666,1.7860657000000002,1.8149282,1.7559007999999998,0.029513700000000084,0.2518974302651044,0.007179735988134289
160,2M19183941+3815099,2051363040133788160,2.680544,4564.8936,0.008946586,0.2914448,0.00796172,0.3335844,11.421673,12.095488000000001,10.656932000000001,9.62,9.011000000000001,8.892999999999999,0.047707125999999996,64.4116,0.009670685,0.023278207000000002,0.021633994,0.03332657,0.00044578476997569894,0.0014559675326286659,0.000706932156544493,0.021,0.018000000000000002,0.017,8.7142,10.6875,7.8524,1.4175499999999999,0.9402275232264992,0.06693685667666538,0.9256038,0.9343064000000001,0.9156088,0.009348800000000039,-0.03357487108780688,0.004389682854495411
161,2M19194889+3816529,2051365956407920896,2.5330098,4664.6416,0.06037764,-0.11205218,-0.025910474,0.14113453,12.240442999999999,12.848113,11.516786,10.515,9.923,9.812000000000001,0.060151823,74.918335,0.014119484,0.030045867,0.033032015,0.047955452999999995,0.00015282749002420992,0.0014712361327806622,0.0006556320488004808,0.019,0.013999999999999999,0.017,8.9434,10.5938,7.6560000000000015,1.4688999999999992,0.9515026553198742,0.070524922438509,1.5699632,1.5866817000000002,1.5528875,0.016897100000000023,0.1958894726485698,0.004674909361873605
162,2M19195432+3815128,2051365617114403456,2.6955842999999997,4672.6445,0.0012668967,0.3029179,-0.053573265999999994,0.51853275,12.305974,12.958085,11.556067,10.525,9.964,9.847999999999999,0.052929527999999997,75.84621,0.010306561,0.024102136,0.026142936000000002,0.03837086,0.00017194536420128692,0.0012090399456798906,0.000755452081563357,0.02,0.016,0.018000000000000002,3.2612,4.368,2.6607,0.8536500000000002,0.513377433651993,0.10764336003966013,1.678243,1.7041263,1.6538268,0.025149749999999926,0.22485484440591472,0.006505876849423872
163,2M19210162+3814188,2052815662490506112,2.8360152000000003,4704.8354,0.00984323,0.23768565,-0.042048722999999996,0.45792127,12.491977,13.175649,11.714421000000002,10.654000000000002,10.068999999999999,9.916,0.04950892,70.18923000000001,0.010090080999999999,0.025923286,0.025462312999999997,0.03849808,0.00014767803046100703,0.0013205485418599228,0.0008606967913216135,0.018000000000000002,0.019,0.017,5.3632,6.6287,4.217,1.2058500000000003,0.7294239926141637,0.09821238162972346,1.376561,1.3957696000000002,1.3567502,0.019509700000000067,0.13879546118987493,0.006156920422389162
165,2M19224315+3816298,2052808623044103680,2.6313272,4583.1396,0.018382773,0.22863808,0.021757677000000003,0.42143768,11.624758,12.279732000000001,10.872629,9.825,9.227,9.121,0.048895963,65.23463000000001,0.010164124,0.024317593999999998,0.02288239,0.035075083,0.0002029955089521973,0.0015723568549363964,0.0007758530166401822,0.022000000000000002,0.019,0.017,7.4637,8.4113,6.4136,0.9988500000000005,0.8729541748216461,0.05888062617117257,1.1000648000000002,1.1104203,1.0894316,0.010494350000000053,0.041418268297808515,0.004143712217664859
166,2M19225602+3816041,2052621018874916224,2.8292756000000003,4641.2104,0.013131637,0.26451779999999997,-0.01838547,0.30191454,12.941182000000001,13.595975,12.180952,11.14,10.533,10.415,0.048640188,67.49631,0.009878455,0.024653962,0.023608902,0.03600417,0.000300859770296924,0.0012534778017847525,0.0008255186207384302,0.022000000000000002,0.018000000000000002,0.019,8.7187,10.8346,6.9631,1.93575,0.9404517343688761,0.09600512501616804,1.5409752,1.5645132000000002,1.5187981,0.02285755000000006,0.18779564936746582,0.006439593262962479
167,2M19251454+3815181,2052631700454233600,2.8726814,4767.6606,0.002767913,0.18109891,-0.11044579,0.44937417,11.920905,12.518881,11.209685,10.286,9.735,9.618,0.05092254,73.014114,0.010552223000000001,0.027680400000000004,0.02795666,0.041854646,0.00021364529390832665,0.0012759436559806048,0.001131531565228272,0.021,0.019,0.018000000000000002,3.3038,4.1198,2.6194,0.7501999999999998,0.5190137488404184,0.09833715504338084,1.1812295,1.1980712,1.163322,0.0173746000000001,0.07233428448948122,0.006391343587184441
168,2M19255276+3814075,2052585490904746496,2.663278,4982.5166,-0.007201429499999999,0.16638175,-0.20988098,0.5108191,13.108135999999998,13.673103,12.412897000000001,11.517999999999999,10.992,10.918,0.04307549,88.30185,0.011157396000000002,0.031117400000000003,0.03650278,0.05210168,0.00023740200460919958,0.0013226885475325911,0.000602431559065808,0.024,0.022000000000000002,0.019,0.7925,0.9365,0.7328,0.10185,-0.10100072911021091,0.0532611605257311,2.6756987,2.7007692000000003,2.6408874,0.029940900000000055,0.42743720764042675,0.004868793851217357
169,2M19282605+3813491,2051916747319096448,2.4308112,4874.294,0.029946074,-0.11878803,-0.08602539999999999,0.3074156,12.061395,12.654653999999999,11.351271,10.408,9.863999999999999,9.726,0.04423806,79.4326,0.01349429,0.03441776,0.037656985,0.054697699999999995,0.00011822777116643479,0.001989961537134377,0.0008283594642977121,0.021,0.02,0.018000000000000002,3.8769,4.4041,3.5075,0.4482999999999999,0.588484599044793,0.0494297459258084,1.8625823000000001,1.8788099999999999,1.8471404,0.015834799999999972,0.2701154715659369,0.0036914779537906006
170,2M19282751+3817054,2052667851198093824,2.873484,4719.5186,-0.009615418,0.19404319,-0.09129532,0.42308867,12.126833999999999,12.74808,11.396711,10.423,9.874,9.726,0.05037615,70.89805,0.010445082,0.026752876000000002,0.026524244,0.039956134,0.00015978560537144304,0.0011635670609921878,0.000781883670452066,0.021,0.02,0.018000000000000002,5.3747,6.7949,4.3152,1.2398500000000001,0.7303542282191481,0.09859107026478142,1.224353,1.2412904,1.2064237,0.017433350000000018,0.08790664971292735,0.006186768181782841
171,2M19291841+3812145,2051935885690224256,3.0651402,4859.3867,-0.010844903000000001,0.22793756,-0.103852764,0.50006723,11.744492999999999,12.316996000000001,11.057322000000001,10.14,9.654,9.531,0.050678633,77.071846,0.010166551999999999,0.02843543,0.029551902999999997,0.04386763,0.00026757733091020697,0.0012650070297937077,0.0012777329982927021,0.021,0.02,0.019,2.3514,2.9532,1.9724,0.49039999999999995,0.3713265138617462,0.08764893294566362,0.9926589,1.0060213,0.9783627,0.013829299999999989,-0.0031999592554911686,0.006053644510952101
172,2M19301247+3814040,2051924993656739840,3.116739,5002.332,0.084808975,-0.45150888,-0.009367108,-0.002775997,12.947121000000001,13.470795,12.281911000000001,11.411,10.912,10.822000000000001,0.06570848,85.743126,0.017418401,0.044319738,0.05172767,0.07320136,0.0002549581756794428,0.0010887868329656492,0.000536508043420536,0.022000000000000002,0.02,0.018000000000000002,8.5439,10.8344,6.9887,1.9228500000000004,0.9316561566200683,0.09520423364919411,1.3393521000000002,1.3575608,1.3197753,0.01889274999999998,0.12689476296086843,0.006129646475880893
173,2M19305546+3815037,2051928738868317440,2.7573516,5031.4243,-0.0103635015,0.20082131,-0.25572968,0.5849704000000001,11.158735,11.714554,10.489631,9.606,9.151,9.033,0.04468987,94.96974,0.011216821,0.031128263,0.03903511,0.05459026,0.0004169495544947832,0.001377874811840929,0.0007203068719741079,0.022000000000000002,0.02,0.018000000000000002,0.6196,0.6341,0.6095,0.012299999999999978,-0.20788859091283157,0.00859202161628038,1.1644368999999999,1.1708069,1.1576571,0.006574900000000071,0.06611595940200411,0.002452666776148728
174,2M19321799+3813169,2052252613761979392,2.841042,4923.590999999999,0.088902235,-0.39607117,-0.0047721267,0.19188187,13.050932000000001,13.623485,12.344533,11.42,10.9,10.773,0.06864745,88.16856,0.017649633999999997,0.040509917,0.050094035,0.06971167,0.0002443408741281683,0.0012891143382642856,0.0008057117450410711,0.021,0.022000000000000002,0.017,7.6616,9.6572,6.2144,1.7213999999999996,0.8843194744119444,0.0957260109088589,1.683982,1.7079925,1.6605809,0.02370580000000007,0.22633744503628306,0.006112960478385318
175,2M19365334+3812505,2052022059919650048,2.7096364,4922.443,-0.0020344332,0.34598678,-0.122408465,0.5679215,12.618808,13.232623,11.892972,10.927999999999999,10.388,10.257,0.038965605,84.00876,0.00961492,0.027389986,0.030601747000000002,0.044487864,0.00015435670291719106,0.0011637350118964829,0.0005368786610182585,0.022000000000000002,0.016,0.018000000000000002,0.9997,1.0349,0.8947,0.07009999999999994,-0.00013030789173217684,0.03161047480145251,2.1213563,2.1438053,2.1013580000000003,0.021223649999999906,0.3266136181291467,0.004342646267746636
177,2M19380803+3813394,2052113143278832256,3.1690202000000003,4974.7065,0.064418904,-0.19971451,-0.09411441,0.2294466,12.137450999999999,12.621792,11.501646000000001,10.679,10.161,10.095,0.059867962999999996,83.653076,0.014267233999999998,0.038124256,0.04300169,0.06176427,0.00014465333227242638,0.001582631531409362,0.0010696248579111778,0.021,0.024,0.02,6.9732,8.8109,5.559,1.62595,0.8434321214863981,0.10001179908630942,0.9464138000000001,0.9604811,0.9326526,0.013914249999999982,-0.023918935729919873,0.006384459061042264
178,2M19023660+3820586,2099924483000530816,2.582913,4554.4453,0.111343056,-0.059011213,0.061694123,0.20334712,12.642778999999999,13.280342999999998,11.896746,10.909,10.299000000000001,10.189,0.061891157,74.65348,0.01420103,0.027087313999999998,0.030741412000000003,0.044249125,0.00019338959934001032,0.0012708998372590319,0.0008447245158005323,0.021,0.018000000000000002,0.019,9.7946,11.3472,8.2623,1.5424500000000005,0.9909867046145807,0.06889387482075171,1.7555885,1.7734291,1.7358014000000002,0.018813850000000003,0.24442272733191278,0.004656898083751249
179,2M19030505+3820112,2099920943947527808,2.4691706,4654.4259999999995,-0.016209887,0.30676082,-0.028721302999999997,0.39231366,11.355799000000001,12.014211,10.603891,9.609,9.049,8.9,0.03382203,67.96051999999999,0.009553001,0.024287593,0.023276987000000002,0.035511464,0.0004041345369298899,0.0011115733465005828,0.0007912220790862179,0.021,0.016,0.017,5.2201,5.6866,4.8417,0.42245,0.7176788227402324,0.03492740219654189,1.2446668,1.2537708,1.237371,0.008199899999999956,0.09505310541663851,0.00285910883878273
181,2M19060064+3822289,2099980489372762752,2.5943441000000003,4611.8687,0.043633755,0.13019948,-0.017846487,0.29600853,13.036464,13.691181,12.275392,11.27,10.659,10.520999999999999,0.050820767999999995,66.555565,0.01098865,0.026044412000000003,0.024991179,0.038009483,0.0003120964226432932,0.0018190568170683985,0.00048540761475757144,0.022000000000000002,0.022000000000000002,0.017,7.49,8.6857,6.2373,1.2242000000000002,0.8744818176994665,0.07190409591176705,2.1659382000000003,2.1897291,2.1453594,0.022184850000000096,0.3356460608849259,0.004445166178019239
182,2M19071083+3822171,2099227083391088000,2.5978146,4769.3640000000005,0.081746526,-0.31826764,-0.054771334000000005,0.26369768,12.78854,13.364059,12.089016,11.144,10.579,10.495,0.06081601,74.17845,0.015676718,0.036174588,0.038334135,0.05607994,0.00020238638158587285,0.0011519354568934048,0.0005652573019165885,0.022000000000000002,0.022000000000000002,0.017,6.0817,7.9439,4.8417,1.5511,0.7840249933224227,0.10751794609580445,2.1965861,2.2268881,2.1602297,0.03332920000000013,0.341748231057764,0.0065992309039016595
183,2M19091282+3821391,2099545971821121536,2.82746,4767.124,0.035300903,-0.018456897,-0.013756521,0.24649689,12.775221,13.376895000000001,12.055332,11.095,10.527000000000001,10.425,0.055005915,73.898315,0.012422137,0.030734465,0.031876594,0.04717678,0.0001863803261947794,0.0016375399129486823,0.0007377770646566084,0.02,0.022000000000000002,0.017,6.1773,7.6898,4.8417,1.4240499999999998,0.7907986933209865,0.10045858414893555,1.6236447,1.6476023,1.5977175,0.02494240000000002,0.21049099922082853,0.006676198722375903
184,2M19092441+3818002,2099544704811020672,2.9758299999999998,4764.6320000000005,0.006142162,0.2530542,-0.08002187,0.42467612,11.344141,11.934314,10.644919999999999,9.718,9.184,9.077,0.049620394000000005,72.73858,0.009967223,0.02659585,0.026652096,0.0400462,0.0003146107573381851,0.0015483361407675478,0.0009342269142753601,0.02,0.022000000000000002,0.018000000000000002,7.0215,8.4901,5.4325,1.5288,0.8464299001831234,0.09695653529309362,0.7247589999999999,0.7353407999999999,0.71374,0.010800399999999967,-0.13980638290491618,0.00647431335880376
186,2M19113725+3823205,2099558276908006656,3.0333113999999997,4751.6987,0.07585418,0.00037162937000000004,-0.0009593784300000001,0.18640162,12.102404,12.687502,11.398328999999999,10.48,9.99,9.829,0.058854055,79.26990500000001,0.012983628,0.029678056,0.033593952999999996,0.048401188,0.0001499636578106145,0.001536022776847945,0.0007266374393921637,0.022000000000000002,0.023,0.017,10.4355,13.421,8.414,2.5035,1.018513262413331,0.10139118434059691,0.8183633,0.8308187,0.806102,0.01235835000000003,-0.08705385505942115,0.006558132183241201
188,2M19232529+3821466,2052644963313237888,2.408316,4707.2476,0.004114438,0.17044874,-0.14853661,0.51927334,11.998584,12.615426,11.273566,10.270999999999999,9.693,9.586,0.036473036,70.42049,0.010642421,0.02690365,0.026615134,0.040107142,0.00018359628606856582,0.001501003411544799,0.0008172568452124995,0.022000000000000002,0.019,0.019,4.6595,5.3505,4.217,0.5667500000000003,0.6683393160695463,0.05169538368958593,1.7486491000000002,1.7639454,1.7336042999999999,0.015170550000000048,0.24270266869933932,0.0037675813052109874
189,2M19252562+3818092,2052633731978534656,2.513128,4969.384,0.059437364000000006,-0.22318733,-0.08680005,0.37305295,12.792299,13.350615,12.104726,11.187000000000001,10.684000000000001,10.554,0.051853199999999995,95.54397,0.016064296999999998,0.037448492,0.049602627999999996,0.067744724,0.0002862623733324021,0.0013739439145310506,0.0010687054305902333,0.021,0.022000000000000002,0.018000000000000002,2.804,3.1252,2.5107,0.30725,0.447778009294621,0.047541496529661026,2.7500754,2.7707442,2.7321212999999998,0.01931145000000015,0.4393446012320912,0.003048227834885897
