,APOGEE_ID_1,source_id,LOGG,TEFF,ALPHA_M,M_H,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,ALPHA_M_ERR,M_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68u,distKpc_68l,distErrKpc,logDistKpc,logDistKpcErr
1937,2M19464436+4441040,2079714424192187392,2.594055,4947.3784,-0.018747903,-0.0342306,-0.2805585,0.43272153,11.109308,11.670088,10.429126,9.549,9.051,8.936,0.04404238,81.87735,0.012513651,0.034363143,0.037780575,0.05485299,0.00042939392001950516,0.0012473254114686583,0.000705596854926327,0.02,0.018000000000000002,0.015,1.0139,1.1289,0.8414,0.14375,0.005995123054691285,0.0638264826792746,1.1492470000000001,1.1686708000000001,1.1310973,0.0187867500000001,0.0604133787393834,0.007096113672991754
1938,2M19471461+4438144,2078962603059705088,2.91728,4780.515,0.06026297,-0.018689265,-0.033342823,0.20111918,12.685095,13.294173,11.960646,11.003,10.462,10.33,0.06073889,82.506935,0.013397599,0.030337392999999997,0.035681345,0.050777297,0.00020162287110991883,0.0009086751197040499,0.0008713450353170504,0.022000000000000002,0.018000000000000002,0.015,10.8968,13.9598,8.7036,2.6281,1.037298979924027,0.10259013637460956,1.2075125,1.2259898,1.1888029,0.018593450000000074,0.0818916352023698,0.0066885005511922654
1939,2M19481444+4436464,2078960468449300864,2.5798337000000005,4909.1406,-0.016489344,0.11122799,-0.21793199,0.330278,11.969744,12.592917,11.236137,10.245999999999999,9.722999999999999,9.584,0.040972497000000004,79.67679,0.011151348,0.031119632999999997,0.033287212000000004,0.04886785,0.00015836545143588232,0.0015734068225903286,0.000768159812085667,0.024,0.018000000000000002,0.016,1.6098,1.6401,1.5318,0.05414999999999992,0.20677192305558262,0.014834131711662812,1.6897116,1.7025261,1.6768719,0.012827099999999973,0.22781258555044645,0.0032969456476342335
1940,2M19521009+4441355,2079271565824672000,3.0776777,4773.6074,0.0038760602000000003,0.35219115,-0.07640371,0.56124526,12.786263,13.452404999999999,12.021144,10.92,10.405,10.280999999999999,0.047962587,72.942604,0.009213832,0.025360294,0.025261857000000002,0.038088284,0.0002059648142460624,0.0018140675088362812,0.0009428741259287499,0.019,0.017,0.016,4.3491,5.4306,3.5075,0.9615500000000001,0.6383993936273719,0.09492506778894849,1.1993278,1.2175382,1.1839406,0.016798800000000027,0.078937900591974,0.006076341120501386
1941,2M19522495+4437414,2079268228625885312,3.1913784,4919.9624,0.037941188,-0.17016101,-0.08586466,0.16480735,12.106189,12.682306,11.406274,10.443,9.986,9.863999999999999,0.05882663,80.86162,0.013937757,0.036383647000000005,0.040125515,0.058079474000000006,0.00015333165280240202,0.0011897007239625168,0.0004299459708434483,0.021,0.017,0.016,11.2007,14.0058,8.8105,2.5976500000000007,1.0492451652271044,0.10065368244600686,0.7137409,0.7252497,0.7038333999999999,0.01070814999999999,-0.14645941584589123,0.006508842825588945
1942,2M19534119+4439270,2079104336982015360,2.5301147,4819.977,-0.012839753,0.10200164,-0.20501426,0.28965572,10.828676,11.501667999999999,10.064497,9.008,8.433,8.309,0.039438374,75.522125,0.011234357,0.029736731000000002,0.030831687000000003,0.045714565,0.00022185184435086214,0.0013910540750072808,0.0005466219905425618,0.021,0.02,0.013999999999999999,3.3871,3.8447,3.0953,0.37470000000000003,0.5298280188492608,0.04707985498430933,0.9514148,0.9582703,0.9449959,0.006637200000000007,-0.021630097073843522,0.0030290519272337686
1943,2M19562835+4439582,2079140272964840704,3.0181706000000004,4782.447,0.18063918,-0.24666817,0.052916795,0.1800008,12.64792,13.271481,11.906222999999999,10.872,10.29,10.205,0.059387468,74.59804,0.014811521999999999,0.03507143,0.03708416,0.054348655,0.00017804014711630956,0.001059618928206385,0.0008034911014531687,0.024,0.032,0.018000000000000002,9.5763,12.4412,7.7144,2.3634,0.9811977429020882,0.10378005896967762,1.0108247,1.0267982,0.9951763,0.01581094999999999,0.004675845577359965,0.0067925369357398745
1944,2M19574303+4437216,2079129660106169984,2.574214,4914.954000000001,-0.010966225,0.13304183,-0.19560333,0.40185666,10.681782,11.344191,9.925298,8.908999999999999,8.408,8.208,0.040750444,79.90812,0.010960108999999999,0.030861472999999997,0.033012364,0.048479802999999995,0.0002769928867063509,0.0007016112832536336,0.0005696184953318806,0.044000000000000004,0.049,0.033,2.8168,4.4588,1.7179,1.37045,0.44975601206212784,0.2071100563851203,0.7988209000000001,0.8235375,0.7735706999999999,0.024983400000000017,-0.09755058096216297,0.013591683877587697
1945,2M20003789+4439288,2076151181880602368,2.6669092,4534.544,0.05063464,0.31744662,0.060171902,0.3740619,10.381461,11.073802,9.613169000000001,8.549,7.975,7.81,0.047085162,63.19899399999999,0.009473725,0.022568687999999996,0.020696884,0.03203317,0.0004985440230187432,0.0008289045588361077,0.0008576317109709741,0.018000000000000002,0.023,0.027000000000000003,12.3816,13.73,8.414,2.6580000000000004,1.0927767695849144,0.10633401477788873,0.5121704,0.5229847999999999,0.5051264,0.008929199999999981,-0.29058552443870733,0.007544499802590143
1946,2M20011735+4439452,2076139877526679040,2.7076156000000005,4956.2393,-0.019467374,0.22906476,-0.11823581,0.6009642,10.872478,11.444621000000001,10.186076,9.27,8.785,8.649,0.040081248,81.70886,0.010156343,0.030016655,0.03229676,0.047408677999999996,0.0003625415499486362,0.0014395103842324009,0.0007853014362591004,0.021,0.017,0.02,0.9862,1.0347,0.8902,0.07224999999999998,-0.006035001804881087,0.03266342957027471,1.0098645,1.0197283,0.9994244,0.01015195,0.004263105614271686,0.004367262049546128
1947,2M20045602+4439587,2082106038083789184,2.8564005,4614.738,0.075132385,0.4442457,0.06414628,0.46076334,11.002602,11.686394,10.250096000000001,9.246,8.644,8.516,0.04548392,66.11695999999999,0.008566996,0.022078766,0.020596135,0.031763177000000004,0.0010266188953889088,0.001139920583455023,0.0008282726150610209,0.018000000000000002,0.018000000000000002,0.016,4.9149,6.1610000000000005,3.9355,1.1127500000000001,0.6915146859748683,0.09732564603058186,0.7357966,0.7455651,0.7254874,0.010038850000000024,-0.13324222330653632,0.005927848134352792
1948,2M20045775+4438155,2082105793259249024,2.8422928,4895.823,0.020447686,-0.14343959,-0.25745344,0.52757657,12.302773,12.9754,11.52909,10.465,9.887,9.752,0.064897016,89.44234,0.014869499999999999,0.034558076,0.043248784000000005,0.06021654,0.00014982705383581596,0.0017385294286542674,0.0012889737402810297,0.018000000000000002,0.017,0.016,1.5573,1.8831,1.2394,0.32184999999999997,0.19237228359851166,0.09083094577835657,1.6409997,1.6652660000000001,1.6181547,0.023555650000000015,0.21510850165738543,0.00623178804270387
1951,2M18543545+4442464,2106692217586237696,2.4591746,4901.4976,0.05178761,-0.19409505,-0.11760959,0.3373804,10.618103,11.143803,9.969076,9.129,8.642000000000001,8.531,0.045773447,80.02412,0.0142050125,0.03647009,0.040046364,0.05802522,0.00026621680325189523,0.0010704524559024264,0.001096060465947124,0.022000000000000002,0.023,0.013999999999999999,4.9451,5.686,4.432,0.6269999999999998,0.6941750783415038,0.05410355181702503,1.0627345,1.0727236,1.0528098,0.009956900000000019,0.02642477949325663,0.004068958176476924
1952,2M18545673+4442479,2106691629170560768,3.1364145,4986.5779999999995,0.05007136,-0.24252713,-0.109595865,0.27410412,10.658799,11.137898,10.049926,9.261000000000001,8.8,8.716000000000001,0.06087874,84.366035,0.014759533,0.039270345,0.044666502999999996,0.063940756,0.00020997634057939862,0.0007921322729975699,0.000619335025066059,0.022000000000000002,0.018000000000000002,0.013000000000000001,4.4286,5.5573,3.5942,0.9815499999999999,0.6462664557108608,0.09463080105365429,0.5649708000000001,0.5734404,0.5577632,0.007838599999999986,-0.24797399771432987,0.006019214756796593
1954,2M19030792+4445468,2106308518087769344,2.9812863,4793.2505,0.036971733,-0.09570856400000001,-0.0047377422,0.19399376,12.00031,12.538039999999999,11.338107,10.466,9.958,9.862,0.059378732000000004,78.93914000000001,0.013682268000000001,0.03219058,0.035933163,0.051906347,0.00015649358027003402,0.001180060083569856,0.0007879560323997836,0.026000000000000002,0.033,0.023,9.9329,12.6122,7.8523,2.37995,0.9970760632109029,0.10289698270029674,1.0534698,1.070246,1.0379345,0.01615575000000001,0.022622090127938078,0.006656832803155235
1955,2M19050322+4442289,2106313740768003712,2.579967,4907.634,0.050806023,-0.14226206,-0.0654711,0.28800392,10.2309,10.742360000000001,9.600634,8.788,8.291,8.192,0.045020014000000004,80.19433000000001,0.013633098,0.03559618,0.038979616,0.056574202999999997,0.00038869387712581194,0.000742586293367431,0.001081459689199482,0.023,0.016,0.013999999999999999,2.326,2.8511,1.8184,0.5163500000000001,0.3666097103924296,0.09766151369167006,0.7001812,0.7103701,0.6895089000000001,0.01043059999999997,-0.1547895543048782,0.006472398536886401
1956,2M19052141+4442370,2106313401470133888,2.4166803,4634.906,0.21556735,-0.41171908,0.03641799,0.14110699999999998,13.114592000000002,13.673993,12.414521,11.470999999999998,10.902000000000001,10.825,0.07137496,79.80398000000001,0.018880296,0.03418886,0.04166627,0.058302495999999995,0.00023704393812384872,0.0019129459160549533,0.001161542497793988,0.02,0.017,0.016,11.5424,14.9632,9.2961,2.8335500000000007,1.062296120638269,0.10336184697302386,2.3275504999999996,2.3632081,2.2917645,0.035721799999999804,0.36689911248191315,0.006665989360388591
1959,2M19065492+4445073,2106130229705715456,3.0164707,4859.9478,0.013775226000000002,0.13151403,-0.13858446,0.44312558,10.883125999999999,11.416394,10.232175,9.38,8.912,8.789,0.052445393,77.30216999999999,0.010974082,0.02994157,0.031405933,0.04641287,0.0003590506884898481,0.0011009004227291452,0.0010430057182397867,0.024,0.034,0.015,2.8251,3.4968,2.2646,0.6160999999999999,0.4510338251393673,0.0943396452515575,0.7156572,0.7268294,0.7055049,0.010662249999999972,-0.14529495506443943,0.006466225806443848
1960,2M19065639+4442441,2106128507418465280,3.1509478,4854.7397,-0.014175378,0.048736583,-0.113462925,0.19706708,11.016444,11.545900999999999,10.36377,9.529,9.049,8.94,0.053972362999999995,77.23983,0.011718387,0.031199489,0.032919805,0.048496082,0.0003299857597149902,0.001967180289376147,0.0006623849736187015,0.024,0.018000000000000002,0.015,9.3396,11.887,7.4628,2.2121000000000004,0.9703282764963959,0.10108522992248531,0.531586,0.5389524,0.5229978999999999,0.007977250000000026,-0.2744264652816191,0.006525232585739255
1961,2M19080362+4445483,2106208947865702528,3.1554031000000005,4917.779,0.0036830771999999995,-0.03670804,-0.23633194,0.39254808,11.557373,12.068132,10.918151,10.088,9.638,9.507,0.056087665,80.43365,0.012538677,0.03383808,0.03681833,0.053633764,0.00023411728144573374,0.0014614267658863422,0.0005440822093139008,0.022000000000000002,0.027999999999999997,0.018000000000000002,5.5829,6.996,4.4259,1.28505,0.7468598489077215,0.09942410183666678,0.7586297,0.7699811999999999,0.7477733,0.011103949999999998,-0.11997015887337699,0.006355083658492668
1962,2M19162938+4443263,2127122827257864576,2.5876517000000003,4762.8794,0.060283965999999994,-0.21046925,-0.01325129,0.19323172,13.096126,13.674126000000001,12.387819,11.474,10.889000000000001,10.775,0.06537626,82.773,0.015691264,0.033223666,0.039926328,0.056266632000000004,0.00025255955700465016,0.0014338663483226544,0.0007619868342312319,0.026000000000000002,0.021,0.016,6.3537,7.6713,5.3137,1.1787999999999998,0.8030267050740043,0.07973596775291325,2.7511976,2.7818936,2.7195681,0.03116274999999996,0.4395217839584717,0.004920288513391241
1963,2M19175337+4442006,2126956315665753472,2.7376568,4795.0509999999995,0.033631902000000005,-0.16138989999999998,-0.0060295463,0.22242185,12.111635,12.683857000000001,11.419147,10.49,9.96,9.847999999999999,0.05770831,74.97043599999999,0.013843174,0.033746354,0.03555367,0.05223449,0.00014717405800501737,0.001212488436378445,0.0008355911412838424,0.021,0.018000000000000002,0.011000000000000001,7.0825,9.0904,5.6885,1.7009500000000002,0.8501865831924748,0.10179261562370423,1.4083476000000001,1.4304835,1.3879056,0.02128895,0.14870985802396053,0.006561462345208546
1964,2M19182893+4443217,2126958789566914176,2.9160388,4827.9355,0.033099353,-0.123223335,-0.058630972999999996,0.26508403,12.542146,13.096513,11.860374,10.967,10.427,10.347999999999999,0.05717264,76.38481999999999,0.013430124,0.033684692999999995,0.03578006,0.052458885999999996,0.00015342434961818086,0.0016874378141740198,0.0006373463523601242,0.02,0.019,0.011000000000000001,8.2031,10.349,6.4729,1.93805,0.9139780058559175,0.10189974465158236,1.3481832,1.3683315999999999,1.3289232,0.019704200000000015,0.12974891099980917,0.00634573665172726
1965,2M19190884+4446426,2126948004910921472,2.686212,5048.3096,-0.00973117,-0.034282148,-0.14045978,0.37281024,9.804985,10.289432000000001,9.200353,8.347000000000001,7.947,7.858,0.046167176,87.019745,0.012512714,0.036380257,0.041475844,0.059516698,0.00024207124024844262,0.0011350947900001795,0.001549920943354488,0.018000000000000002,0.021,0.02,1.1183,1.1457,1.0116,0.06704999999999994,0.04855832489848174,0.027031046210306536,0.694985,0.7022418,0.6892552,0.006493300000000033,-0.15802456877323726,0.0040533127118472095
1966,2M19205030+4446535,2126997620371856896,3.034577,4825.8237,0.014212251,0.16280364,-0.04959677,0.3827232,12.919622,13.495811999999999,12.222837,11.300999999999998,10.776,10.663,0.053573187,78.63584,0.011015068999999999,0.028659955,0.030991925,0.04539817,0.0003238865163901483,0.001446103514559649,0.0011935300296517237,0.022000000000000002,0.019,0.013999999999999999,5.5053,6.9967,4.434,1.2813499999999998,0.7407809899371273,0.09904878206678264,1.4463403000000001,1.4671752,1.4249181000000002,0.021128549999999906,0.1602704873046432,0.006346037142561045
1967,2M19205548+4443413,2126990885862550784,2.44192,4838.6235,0.023274902000000004,-0.1350927,-0.17665647,0.33480352,11.208012,11.772026,10.533284,9.616,9.127,9.006,0.043476302,76.90657,0.013556915,0.034104336,0.036406375,0.053281907,0.0005116326119636305,0.002798965891328553,0.0014283538758386172,0.021,0.02,0.011000000000000001,4.5876,5.225,4.121,0.5519999999999996,0.6615855440666529,0.05154184012925167,1.3226121,1.3336813,1.3106898,0.01149574999999993,0.12143249155652573,0.0037760710656740623
1968,2M19213144+4442406,2126993394123513728,2.9053435000000003,4803.596,0.030131314,0.11329527,-0.010183163,0.32415855,13.051406,13.622876999999999,12.356813,11.46,10.918,10.793,0.05562093,79.57636,0.011660529,0.028917572000000002,0.032062106,0.0465685,0.0002796958739281763,0.0013993125944511409,0.0007940117843596717,0.021,0.022000000000000002,0.011000000000000001,6.8096,8.4143,5.3407,1.5368000000000004,0.8331216019429165,0.09870990441425642,1.6372088,1.6624906000000002,1.6125006000000002,0.024995000000000003,0.21410407031306194,0.006629656751600349
1969,2M19241947+4446427,2126258267523106688,2.70344,5066.0474,0.03221544,-0.049908365999999996,-0.04524608,0.3658309,10.88903,11.409464999999999,10.24342,9.43,8.943,8.836,0.046829347,87.99732,0.012671389,0.03706023,0.04258548,0.060938846,0.0004168792234471308,0.0013637566503377219,0.0006456324843284733,0.026000000000000002,0.019,0.013999999999999999,1.0146,1.1346,0.889,0.12280000000000002,0.006294857981385356,0.05297050912923483,1.0997407000000001,1.1155895,1.0851754,0.01520704999999998,0.04129029803625285,0.006002238944870286
1970,2M19252254+4444461,2126244008231554688,2.9210279999999997,4846.911,-0.009143159,0.041354463,-0.17762348,0.3240365,12.861568,13.448432999999998,12.154919999999999,11.195,10.685,10.56,0.054059446,76.89201,0.011787262,0.031184295,0.032834202,0.04839761,0.0002603131347189702,0.0016591149273870176,0.0010056420856141557,0.021,0.018000000000000002,0.013999999999999999,4.1307,5.2833,3.3497,0.9667999999999999,0.616023654653256,0.09894967927251813,1.7292342,1.755809,1.7041188,0.025845100000000003,0.23785381622340196,0.006488701583608855
1971,2M19255036+4445066,2126615810661157504,2.5668607000000003,4651.338,0.18828359,-0.27590242,0.092872724,0.14248772,12.242723,12.860106,11.512449,10.485999999999999,9.925,9.817,0.05900374,68.98675,0.015161046999999999,0.03308204,0.033464696,0.049728807,0.0001830873094521568,0.0011234724297215504,0.0012214067891602731,0.021,0.017,0.012,12.1157,15.5205,9.0157,3.2523999999999997,1.0833485111152907,0.11795312806877056,1.3727865,1.4004909,1.3505169000000001,0.024986999999999968,0.13760299966813988,0.007890134021993317
1972,2M19261434+4446271,2126616502153822976,2.578332,4566.447,0.020554971000000002,0.25681436,-0.010216534000000001,0.3936605,12.896363000000001,13.573834,12.124075,11.038,10.498,10.342,0.052507385999999996,70.43127,0.010603388,0.023314249,0.024124011,0.035920005,0.0002295040504474155,0.0010755290492436842,0.0008527167367200494,0.02,0.017,0.013999999999999999,6.7424,7.8498,4.8809,1.4844500000000003,0.8288145139280062,0.10317934093257847,1.91435,1.943068,1.8913418,0.02586310000000003,0.28202134262185036,0.005858989321043229
1973,2M19261525+4442020,2126614784166871424,2.6662988999999997,5038.960999999999,-0.015236793,-0.00051620323,-0.19301538,0.36483459999999995,11.724267999999999,12.291211,11.036719,10.084,9.652999999999999,9.536,0.045388788,86.44513,0.012182371,0.035542533,0.040255967999999996,0.057918392,0.00023024346273436969,0.0010197777806741914,0.0005641429441416435,0.021,0.017,0.012,0.9468,1.0593,0.8387,0.11029999999999995,-0.023741750742954877,0.050706164632650194,1.4789385,1.4976156,1.4638617999999999,0.01687690000000009,0.16995011472308338,0.004950138704277726
1974,2M19331543+4442526,2126430680388886528,2.4360604,4742.3820000000005,0.0045687333,0.15478325,-0.07944338,0.40335566,11.941854,12.557910000000001,11.218287,10.267000000000001,9.697000000000001,9.574,0.03764319,73.07729,0.010898213,0.027586492,0.028187357000000003,0.04203413,0.00017453020025315347,0.0013325787133489087,0.0005463787740378478,0.02,0.017,0.022000000000000002,4.8525,5.6867,4.4895,0.5986000000000002,0.6859655440604004,0.05133117094857387,1.7176709000000001,1.7328301,1.7002001,0.01631499999999994,0.2349399580952108,0.004127972921236692
1975,2M19351905+4443429,2126440163676674944,2.4399447,4787.9023,0.034915846,-0.04828772,-0.029299102999999996,0.2301819,12.146175,12.744419,11.434225,10.495999999999999,9.926,9.808,0.041099735,74.39542,0.012656184,0.031639405,0.03289234,0.048616596,0.00013251626185151189,0.0012630688998360728,0.0009539650441303671,0.024,0.018000000000000002,0.015,4.9324,5.7866,4.5186,0.6339999999999999,0.6930582890811606,0.053709782357176605,1.9110209999999999,1.9293833,1.8945233000000001,0.01742999999999995,0.28126545949562476,0.0039592821284422375
1976,2M19362561+4445061,2078404497826534528,2.580564,4582.4624,0.034662634,0.12318282,-0.02498693,0.24532808,13.155104000000001,13.832726999999998,12.375505,11.309000000000001,10.705,10.540999999999999,0.058952755999999995,76.519554,0.012409751,0.024905745,0.028500499999999998,0.041034877000000004,0.00031938510166917844,0.0012348894498093177,0.0009182983832345393,0.021,0.019,0.012,7.0598,8.1001,6.0954,1.0023499999999999,0.8487923979177103,0.06174408489895411,2.1656576,2.1882871,2.1453584,0.02146434999999997,0.3355897938473631,0.004302222546387874
1977,2M19431678+4443307,2079659860925056256,2.6979724999999997,5055.4707,0.00512195,-0.03381537,-0.13187009,0.4134099,11.986105,12.543787,11.303903,10.398,9.93,9.797,0.0463141,87.395454,0.012508257,0.03651917,0.041739754,0.059846856,0.00016634142516736006,0.0014150761157272207,0.0006544942151298638,0.021,0.021,0.012,1.4073,1.7574,1.102,0.3277,0.1483866876668208,0.10134451377473802,1.5700238999999998,1.5996736,1.5434758,0.028098900000000072,0.19590626359338276,0.007765776465540053
1979,2M20020328+4442573,2082141767905316352,3.0063944,4910.4595,0.0059162880000000004,0.051702045,-0.14098784,0.33669215,12.58847,13.222204000000001,11.844164,10.856,10.295,10.176,0.054303672000000004,79.874596,0.011690125,0.03214629,0.03459514,0.050642467999999996,0.00017864726156058275,0.0015017191774890915,0.0008539015107655867,0.02,0.017,0.02,2.677,3.3488,2.1667,0.5910500000000001,0.42764837118693266,0.09454521383462283,1.2996704,1.3182298000000001,1.2808548,0.0186875,0.11383322799107555,0.006245612487725913
1981,2M20030374+4445205,2082101365159012864,3.019703,4858.4929999999995,-0.0021737777,0.10226822,-0.17501828,0.44997174,11.330910000000001,11.906789,10.64021,9.732999999999999,9.216000000000001,9.105,0.05298243,77.2976,0.011231486,0.03038651,0.031943712,0.0471527,0.0003069163913460571,0.0016089347520942265,0.0010050691384877464,0.02,0.019,0.016,2.3004,2.8946,1.9275,0.48355000000000004,0.3618033589256874,0.08829708552427235,0.817327,0.8288769,0.8062691,0.011303899999999999,-0.0876041541372027,0.006005010256145457
1982,2M18480557+4448510,2105430150035757696,2.4555029999999998,4800.8496,-0.023425877,-0.008359969,-0.12865192,0.34658808,11.026116,11.587776,10.353315,9.469,8.986,8.854,0.040735077,74.89143,0.012261706,0.031199683,0.03246337,0.047998223,0.0004042796899450529,0.0014156619060712305,0.0006136455539251795,0.028999999999999998,0.033,0.022000000000000002,3.6954,4.2445,3.4277,0.4084000000000001,0.5676614544738979,0.04641186671581865,1.2505697,1.2632449,1.2398525999999999,0.011696149999999989,0.09710790196961672,0.004058748241159829
1984,2M19004734+4452598,2106366590345193088,2.7928238,4723.7495,0.014619149,0.23540041,-0.012462676,0.6601663000000001,10.562542,11.135052,9.882213,8.966000000000001,8.443,8.305,0.049669835999999995,70.99947,0.010108159,0.026233621000000002,0.02594841,0.039142955,0.00027865073614408153,0.0010086914708140604,0.0009736335351784309,0.022000000000000002,0.017,0.013000000000000001,3.7643,4.6227,2.9221,0.8503000000000001,0.575684227707583,0.09960031781053871,0.7295891,0.7404325,0.7189688,0.010731850000000008,-0.1369216629543304,0.006387714365036351
1988,2M19045608+4451289,2106319272685872896,2.4759402,4874.4023,0.00982767,-0.057310205,-0.1527836,0.38739640000000003,10.118444,10.644421000000001,9.477747,8.6,8.122,8.012,0.0429375,78.40292,0.012745756,0.03338417,0.035832606,0.052411754000000005,0.00031621573266860104,0.0010134243383419506,0.0007654751559826867,0.024,0.024,0.018000000000000002,2.6795,2.9015,2.541,0.18025000000000002,0.42805376137963064,0.02880895492508992,0.8654834,0.8711582,0.8600028999999999,0.005577650000000005,-0.06274125749111344,0.0027985565819099688
1989,2M19050455+4450492,2106316631285556352,2.5022395,4802.795,0.017070312,0.12603328,-0.118243456,0.36606652,12.482335,13.059946,11.787107,10.824000000000002,10.353,10.218,0.039050378,75.57346,0.011118456,0.029006017000000002,0.030238377,0.044779632,0.00017208460288409277,0.001623446772157644,0.0008753761002799898,0.019,0.017,0.012,4.3363,4.6224,3.8646,0.3789,0.6371193205408405,0.03888148748028353,2.3312836000000003,2.3468375,2.3160077,0.015414899999999988,0.36759510853697075,0.0028715101094172746
1990,2M19055454+4450579,2106134073696077312,2.6380063999999996,4761.3594,0.030658782000000002,-0.04188974,-0.12225775400000001,0.37793228,11.286366000000001,11.847058,10.607925,9.705,9.187000000000001,9.065,0.055070932999999996,73.19943,0.012592543000000001,0.031062275,0.031966407,0.047407683,0.0004038498698255566,0.0013294712838518574,0.0009484045057228663,0.021,0.017,0.012,3.8358,4.8405,3.0054,0.9175499999999999,0.5838559548175081,0.1034939711932141,1.1971981,1.2158267,1.1789626,0.018432050000000005,0.07816601892644783,0.006685824072235419
1991,2M19064468+4451510,2106132012111774848,2.4325016,4502.512,0.052252054000000006,0.052571602,0.016517483,0.23699048,12.456064,13.091629,11.713427000000001,10.732000000000001,10.133,9.972000000000001,0.05150981599999999,62.4418,0.011687538999999999,0.025518006,0.023715245,0.036400437,0.00016585215239617312,0.0012734452034501853,0.0012306255972716063,0.022000000000000002,0.019,0.012,9.9219,12.8605,8.0353,2.4126000000000003,0.9965948455920186,0.10212787891940867,2.0517473,2.0829537,2.0206907000000003,0.03113149999999996,0.31212387058517177,0.006589886928939415
1992,2M19201353+4449518,2127039981628175488,3.2184939999999997,4795.708,0.0011476204,0.36510858,-0.038646877,0.5445941,12.273185,12.850067999999998,11.583049,10.665,10.156,10.047,0.047879606,73.89735999999999,0.009119738,0.025503547999999997,0.025576472000000003,0.03848629,0.0001592879226663957,0.001320197837839654,0.0009504333837717649,0.02,0.017,0.012,4.3742,5.4041,3.5075,0.9482999999999999,0.6408986362486326,0.09386284855632704,1.0194918,1.0339544,1.0050784,0.014438000000000045,0.008383737000795968,0.006150722985443841
1993,2M19203972+4451197,2127045071170558080,3.1582627,4977.67,-0.018596005,-0.012002238,-0.22670336,0.32645667,10.575999000000001,11.074694000000001,9.956698,9.187999999999999,8.683,8.601,0.05602814,83.333855,0.012294662,0.034544032,0.03831436,0.05548922,0.0002748859666945602,0.0014530137442614333,0.0009639749645184992,0.032,0.017,0.013999999999999999,2.3293,2.8368,1.8836,0.47660000000000013,0.3672254266858307,0.08892001824307888,0.5938679,0.6018488,0.5855446,0.008152100000000018,-0.22631014875838965,0.005963709377839979
1994,2M19221914+4453434,2127019163927494528,2.7048330000000003,4785.686,0.091466226,-0.35456717,0.040036917000000005,0.05852893,12.557702,13.136917,11.856504,10.92,10.364,10.261,0.062390573,75.83438000000001,0.016266514,0.03714379,0.04025576,0.05844193,0.00018883250986756472,0.001387637767402694,0.0008300707414188313,0.02,0.019,0.013999999999999999,9.3752,12.4466,7.6489,2.39885,0.971980541249879,0.10572587481702034,1.8023897,1.8301361999999999,1.7737804000000001,0.02817789999999991,0.25584869688824163,0.006791779863662709
1995,2M19222575+4453496,2127008856005999232,2.4902985,4863.842000000001,0.012849757,-0.032943964,-0.17375313,0.36488688,10.777655000000001,11.333451,10.104327,9.193999999999999,8.718,8.595,0.042338192000000004,77.84908,0.012502092,0.03275677,0.034945145,0.051233564,0.00028195690004118035,0.0010418766866182594,0.0008626657572285978,0.026000000000000002,0.021,0.013999999999999999,2.4431,2.6369,2.2646,0.18614999999999982,0.38794124370669897,0.03305107861952161,1.1230878,1.1294855,1.1155781999999999,0.006953650000000039,0.050413709569543524,0.0026903205046265068
1996,2M19234377+4449419,2126259156578424576,3.0145047000000003,4844.905,-0.010434832,0.056026198,-0.065095425,0.29171759999999997,13.028315,13.629456,12.307081,11.347000000000001,10.805,10.692,0.05476555599999999,78.26629,0.011818700500000001,0.030785384,0.03309564,0.048480055999999994,0.0003060951122813016,0.001063083555368216,0.0008749634996196853,0.021,0.017,0.013999999999999999,5.7566,7.3255,4.6206,1.3524500000000002,0.7601660533515988,0.10006944945710639,1.5451660000000005,1.5673852,1.5222987000000001,0.022543249999999945,0.18897514331510748,0.0063379325655418955
1997,2M19241596+4450244,2126260088589251456,3.0646389,4848.3794,-0.02370381,0.18792753,-0.12105404,0.38186595,13.118919,13.711484,12.402071000000001,11.440999999999999,10.907,10.815999999999999,0.056755695,85.16450999999999,0.011344064,0.02825675,0.033263586,0.047469754,0.00027309262963237657,0.0013073060637491807,0.0005867095421219215,0.021,0.017,0.016,4.7811,5.9546,3.7818,1.0864,0.6795278273590416,0.09857701778807082,1.4435348,1.4668195000000002,1.4239672,0.02142615000000001,0.15942725809259317,0.006438344547226166
1998,2M19260281+4448306,2126617528648073344,2.7273939,5118.1494,0.05091653,-0.26510337,-0.08218810000000001,0.3217079,12.929521000000001,13.444657999999999,12.274716,11.427999999999999,10.962,10.855,0.053475194000000004,95.60088,0.015547372,0.04245854,0.05351727,0.07412983,0.00023817727806574318,0.0012051095905285525,0.001023203706058684,0.021,0.017,0.013999999999999999,2.6452,3.3048,2.1627,0.5710500000000001,0.42245851403194407,0.0920744508626524,1.6442402,1.6653377,1.6215489,0.02189440000000002,0.2159652620571529,0.005786131899799832
