,Unnamed: 0,APOGEE_ID_1,source_id,LOGG,TEFF,ALPHA_M,M_H,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,ALPHA_M_ERR,M_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68u,distKpc_68l,distErrKpc,logDistKpc,logDistKpcErr
227,302,2M19412154+3843123,2076159569965114624,2.8788552000000003,4841.8115,0.064925514,-0.28775343,-0.039784163,0.17662983,10.5688,11.106754,9.905801,9.026,8.487,8.411,0.060723357,77.41837,0.015300801,0.03707429,0.04020546,0.058407564,0.000205008299883902,0.0009405655179051119,0.0006253291647906334,0.021,0.017,0.018000000000000002,7.3244,9.2231,5.8939,1.6646,0.8647720539596887,0.09723707719886072,0.6052862999999999,0.6140436,0.5963482,0.008847699999999974,-0.21803915576155275,0.006349648234196259
365,464,2M19282346+3924283,2053168816185494144,2.5794022,4972.5083,0.0009669587,0.0054543130000000006,-0.22655484,0.42195517,11.217482,11.782956,10.539677,9.651,9.18,9.025,0.043904692,83.0326,0.012125778,0.034124207000000004,0.037716217,0.05469937,0.00047373588196841787,0.0016149328435288712,0.0009704993497905433,0.021,0.022,0.018000000000000002,1.3396,1.3641,1.3044,0.029850000000000043,0.1269751388678292,0.009717709395425649,1.2681076,1.2778791,1.2583456000000002,0.00976675,0.103156105362475,0.003344916168040661
2924,3184,2M19045044+5011175,2133605238575768064,3.0563083,4862.714,0.206148,-0.37506044,0.008855075,0.08408895,12.846565,13.349918,12.205154,11.378,10.85,10.779000000000002,0.07053336,88.794464,0.01793929,0.038354594,0.048813824000000006,0.067364424,0.00019259533959758993,0.0014652512276369654,0.0008349496168436055,0.027000000000000003,0.03,0.021,9.1664,11.637,7.3282,2.1544000000000003,0.9621988049055372,0.10042186040316793,1.2293888000000002,1.2487754999999998,1.2116577,0.018558899999999996,0.08968925228544562,0.006552211527268655
2501,2743,2M19425864+4750350,2080649799347029632,3.0529745,4686.2637,0.08037111,0.21296999,0.014722332,0.28553832,11.430192,12.021005,10.728574,9.816,9.27,9.157,0.049825437,69.45336,0.010289934,0.02599202,0.025418654,0.03847182,0.00027764672316799016,0.0016000217577494258,0.0008484434938216268,0.021,0.018000000000000002,0.016,9.4485,11.7179,7.4989,2.1095,0.975362867405554,0.09692611262137728,0.6509855999999999,0.6614293000000001,0.6415639,0.009932700000000013,-0.18642861805194225,0.0066217553144333205
2001,2211,2M19430881+4544039,2080005141938797440,2.613571,4663.5977,-0.0046732146,0.18186009,-0.15110435,0.33191565,11.439212,12.064994,10.711782,9.744,9.162,9.023,0.050231382000000005,68.56801,0.010547116,0.026089456,0.025380794,0.0384613,0.0003140328759398958,0.0018416772255436253,0.0008503115026825547,0.021,0.017,0.012,3.6928,4.298,3.3497,0.4741500000000001,0.5673557871396187,0.05413024895163676,1.2434287,1.2632826000000001,1.2254623,0.018910150000000046,0.09462088724621427,0.006600279581860193
1811,2015,2M19163704+4456013,2127149937091515776,2.561172,4600.838,0.17103471,-0.11691855,0.08137588,0.18235388,13.002666,13.611172,12.280242,11.289,10.755,10.640999999999998,0.057293005,68.97648000000001,0.013718963999999998,0.029319663,0.029907502,0.044451967,0.0003586444319436666,0.0011894900871434186,0.0007874972450128138,0.022,0.017,0.012,13.7009,16.3997,11.5319,2.4338999999999995,1.136749096513753,0.0764675179292027,1.9637623,1.9883316000000002,1.9426738,0.02282889999999997,0.2930889182544706,0.005044465807899717
2112,2323,2M19521782+4615586,2079529156482334848,2.5900548,4921.6553,-0.0074331537,-0.07275654,-0.18520103,0.313909,12.897192,13.512152,12.164964,11.144,10.659,10.53,0.046520818,87.9797,0.013751115,0.03397206,0.041138146,0.057928514,0.00028971067563610115,0.0011777604524432215,0.0008221841035815912,0.022,0.018000000000000002,0.016,1.8209,2.2639,1.4962,0.38385,0.2602860959098593,0.08993379453339201,1.9975542000000002,2.026462,1.9701531000000003,0.02815445,0.3004985719367552,0.00611924397232097
407,513,2M19035057+3946161,2100666889566326144,2.5213678,4658.55,0.012701206,-0.057033956,-0.05267533,0.25026667,12.364121,13.016154,11.605021,10.572,9.942,9.812,0.05788224,73.11679000000002,0.0133283865,0.0291878,0.031141723,0.045676845999999986,0.00019970915508205067,0.0017950087980700413,0.0006793307598307319,0.02,0.02,0.018000000000000002,5.7203,7.3251,4.4906,1.41725,0.7574188058783455,0.10625459294858296,1.8895717,1.9197805,1.8599444,0.029918049999999995,0.2763633759162036,0.0068758070828307824
1987,2197,2M19010868+4542564,2106417507178996736,2.514297,4866.324000000001,0.03164497,-0.05084208,-0.0503792,0.2702248,12.52915,13.065733,11.866285,11.003,10.501,10.397,0.04267241,78.00678,0.012680691,0.03311762,0.035421714,0.05187474,0.00021952079991449655,0.0022757522998317907,0.00104406098082932,0.022,0.016,0.014,2.8176,3.0539,2.6206,0.21665,0.4498793386232017,0.03322703764460255,2.5742133,2.591132,2.5579376000000003,0.01659719999999993,0.41064452981584376,0.002799795999097854
2922,3182,2M19474410+5000056,2087241646435921536,2.496403,4796.15,0.0064390674,0.05182397,-0.09025686,0.36955014,11.662681,12.298202,10.923731,9.9,9.355,9.22,0.039740738,74.54982,0.011690532,0.030134143,0.031124175,0.046170194000000005,0.00019580609887048797,0.0013550721795985154,0.0008467626674713014,0.021,0.018000000000000002,0.016,4.9956,5.9552,3.2539,1.35065,0.6985876569344022,0.13124607476780648,1.4640534,1.4740343,1.4514431,0.011295600000000036,0.16555691750269233,0.0033537871563400212
2506,2748,2M19522994+4749092,2086455087605596672,2.547371,4880.8076,-0.014880928,0.09184497,-0.13336644,0.31610358,11.811296,12.39065,11.117224,10.188,9.688,9.559,0.04072821,78.36861400000002,0.011324375,0.030943299,0.03282312,0.04830252,0.00016447029878574604,0.0017319091082934612,0.000644530869226001,0.022,0.018000000000000002,0.015,1.9651,2.0648,1.7239,0.17045,0.2933846556494368,0.039182960936492484,1.7235643,1.7438367,1.7080083,0.01791420000000005,0.23642749001509294,0.004507918297013844
2849,3108,2M19413366+4931288,2134923381222242560,2.8645027,4888.2754,0.017087162,-0.07381461,-0.12675327,0.35219672,12.292876,12.822884,11.638879,10.748,10.279000000000002,10.203,0.06117098,85.78893000000002,0.013711383999999998,0.033390857,0.039715476,0.056245238,0.00014877170787852556,0.0013518300545989348,0.0007676189948990776,0.022,0.018000000000000002,0.014,6.7432,8.6076,5.4051,1.6012499999999998,0.8288660408286899,0.10103917180875888,1.128363,1.1441443999999998,1.1105291000000002,0.016807649999999966,0.0524488368246225,0.0064754480600022965
2436,2677,2M18553980+4741393,2131629961639115776,2.5468497,4664.677,0.020700693,-9.6164644e-05,-0.11659082,0.38189918,11.508507,12.101802,10.805162,9.854,9.328,9.188,0.053588785,68.96645,0.012183544,0.028762635,0.02847609,0.042789742,0.0003062217421501145,0.0017341146266258713,0.0008735659718361878,0.021,0.018000000000000002,0.013,4.6939,5.5597,4.0907,0.7345000000000002,0.671533833044678,0.06662686350901542,1.3423559999999999,1.3560596999999999,1.3289236999999998,0.013567999999999985,0.1278677083308864,0.004389381453024235
1933,2142,2M19554378+4527330,2079245276320641280,2.5232513,4857.884,-0.0052882824,0.007435818,-0.0021409458,0.32193607,11.820183,12.577065,10.990992,9.828,9.227,9.079,0.041587148,77.47853,0.012108333999999998,0.03195088,0.0338827,0.04980224,0.00025688375219101717,0.0014433987753903474,0.0007749414303437341,0.027000000000000003,0.03,0.02,2.249,2.4269,2.0184,0.20424999999999985,0.3519894554356322,0.040022322080567614,1.3403429999999996,1.3504701000000001,1.3317726,0.009348749999999996,0.1272159505629448,0.0030274488609906697
7,10,2M19265417+3702187,2051703785658841600,3.0057554,4725.7114,-0.0059442353000000005,0.26675865,-0.05527991,0.49632612,10.14762,10.730017,9.466419,8.538,8.046,7.942,0.04913313,71.02375,0.009859969,0.02582868,0.02549116,0.038499158,0.0005158959597528766,0.0007682159202093697,0.0012528055450700124,0.02,0.02,0.018000000000000002,7.2086,9.0134,5.7637,1.6248500000000003,0.8578509275054726,0.09709363851441356,0.3870614,0.3930844,0.3814433,0.005820549999999997,-0.4122201368775408,0.006527908859375514
903,1043,2M19080585+4131023,2100910774992571264,2.9438756,4976.906,0.047728866,-0.24100892,-0.19483733,0.39848268,12.615949,13.137259,11.960416,11.105,10.616,10.504,0.06212234,85.82973,0.0149954865,0.03884252,0.045240276,0.0642899,0.0001606568656575824,0.0014878492030390154,0.0005838184949136237,0.021,0.021,0.019,4.3435,5.452999999999999,3.5075,0.9727499999999992,0.6378398258490054,0.09581890899321184,1.4720010000000001,1.492797,1.4504407,0.021178149999999958,0.16790810503839196,0.0062503879359149936
1255,1410,2M19042897+4250200,2105556074177246208,3.1303697,4929.835,0.0014598629999999998,0.059599075,-0.22433889,0.43988112,12.717882,13.242296,12.064518,11.208,10.715,10.617,0.059139904000000014,88.388504,0.012413835,0.031779833,0.038276553,0.05410428,0.00013279307267799467,0.0014249777434038882,0.0007724824435617618,0.023,0.018000000000000002,0.011,3.5101,4.4163,2.8386,0.7888499999999998,0.5453194893517355,0.09597718449401572,1.3426956,1.3612935,1.3228178,0.01923784999999998,0.1279775657405844,0.006225870310891335
869,1008,2M19150275+4125281,2102218815871666816,2.827312,4623.7817,0.030550178,0.33713263,-0.04294482,0.4066412,12.619188,13.260075,11.87313,10.91,10.339,10.211,0.05331657,75.58643000000002,0.01023313,0.022898404,0.025116673,0.036764443,0.00018963103293523356,0.0011927286489188393,0.0006319384781072745,0.019,0.022,0.018000000000000002,7.6397,9.421,6.0954,1.6627999999999998,0.8830763047926199,0.0945473965431078,1.4149249,1.4341792,1.3947616000000003,0.0197088,0.15073338941427167,0.006051718778090617
415,521,2M19163133+3942485,2101220635410805632,2.4868312,4784.293,-0.0068767853,0.10274304,-0.10173342,0.3657266,11.329431,11.930777,10.623517,9.667,9.146,8.999,0.038776334,73.91153,0.011228214,0.02913178,0.029817522000000006,0.04439582,0.0006107577870206883,0.0017526639920106837,0.0007583795349996869,0.018000000000000002,0.018000000000000002,0.017,3.5607,4.2078,3.4277,0.3900499999999998,0.5515353845607982,0.04452614239806696,1.3379070000000004,1.3474326,1.3262027,0.010614950000000022,0.12642592599492172,0.003448571391109705
1037,1181,2M19065794+4200310,2105437979759290368,2.6631615,4635.636,-0.0020548403,0.20235603,-0.11738697,0.39887303,11.843898,12.459028,11.120839,10.163,9.595,9.472,0.05117111,69.49344,0.010616642,0.025243843,0.025168747,0.037866578,0.00015487497140975748,0.0011354052866630047,0.0005138652239211616,0.02,0.019,0.012,6.4779,7.1596,4.2825,1.4385500000000002,0.8114342394778937,0.11159569386550333,1.3262644,1.3606121,1.3076751999999998,0.026468450000000074,0.12263011231493046,0.008617220703209076
1801,2003,2M19452536+4448318,2079707930201630336,2.485926,4901.662,0.006529811999999999,-0.06568295,-0.22876403,0.31949598,12.088121,12.695475,11.362976,10.388,9.844,9.725,0.043623812000000005,79.723076,0.012830234,0.034054108,0.03694084,0.053841412000000005,0.00015610150370104492,0.0011652092091452015,0.0006509133166143767,0.021,0.017,0.014,2.2662,2.426,2.1355,0.1452500000000001,0.35529823521116866,0.027695610383855682,1.8623925,1.8727879,1.8519101000000002,0.010438899999999987,0.2700712140355307,0.002434347239655216
2874,3133,2M19061800+4943561,2132079425674472320,2.4375181,4788.1997,0.009585522,0.018874552,-0.12711084,0.35840917,11.369985,11.93572,10.690399,9.816,9.3,9.165,0.04008464,74.26325,0.011999999,0.030530775,0.031541906,0.04676257,0.0003562335585849397,0.001459728096468993,0.0008573517090915138,0.021,0.024,0.02,4.4921,5.3072,4.2063,0.5504500000000001,0.6524494156581621,0.0504826050739558,1.4343903,1.4470633999999998,1.4230493999999998,0.012006999999999948,0.15666733966712254,0.0036337913492255213
2776,3031,2M19293915+4909490,2129708015313795968,2.4802592,4680.7056,0.056568798,-0.20347112,-0.012119234,0.19325797,12.115957,12.702479,11.413569,10.474,9.914,9.79,0.057721894,70.062035,0.014314608,0.032355897,0.032848400000000014,0.04880989,0.00018735168666572652,0.0014511578225695487,0.0008285323356094222,0.027000000000000003,0.029,0.02,7.0645,8.4221,4.8417,1.7902,0.8490814294648007,0.12021125870442252,1.8039197,1.8425456000000002,1.7721474999999998,0.03519904999999994,0.2562172013749497,0.008459189169522735
199,267,2M19271321+3838527,2052691314601113728,3.1458366,4835.641,0.012440151000000002,0.1512394,-0.08571726,0.36868477,11.904481,12.462527,11.226877,10.379,9.842,9.734,0.051917017,76.13474000000002,0.010804125,0.029224776,0.030331254,0.044991665,0.00017478977627938264,0.0013109981337655616,0.0006418043130962393,0.026,0.03,0.019,6.9587,8.6078,5.4916,1.5580999999999996,0.8425281138117281,0.09759663568459837,0.8152236999999999,0.8271684000000001,0.8026015999999999,0.01228340000000003,-0.08872320310662883,0.006546956853796596
283,363,2M19115665+3901274,2099684922604622208,3.0528343,4750.758,0.11846927,0.025473064,0.06057389,0.2780759,12.191219,12.790287,11.45299,10.504,9.941,9.839,0.053696293,72.59018,0.01193791,0.029786805,0.03034308,0.045194782,0.0004162850687738917,0.0015019006330996287,0.0010329018728250094,0.02,0.022,0.02,10.6123,13.6417,8.5723,2.5347,1.0258095185910103,0.10088556658082933,0.8716722,0.8854976999999999,0.8580249,0.013736400000000005,-0.05964680462707018,0.0068437730850705964
231,306,2M19024540+3853198,2100046734948661760,2.531972,4728.69,0.042666588,-0.22000702,-0.11604248,0.2908875,11.957232,12.579298,11.215634,10.227,9.661,9.528,0.058421772,72.15724,0.01450268,0.03354037,0.034697982999999995,0.05123283,0.00014398634105572405,0.0017829650125678054,0.0008702036985985817,0.022,0.02,0.017,4.6012,5.4025,3.9355,0.7334999999999998,0.6628711111193081,0.06879742941151651,1.6370269000000002,1.6538203000000002,1.6185641000000002,0.017628100000000018,0.21405581589671716,0.004679207488413675
1623,1798,2M19170821+4413014,2126918210716341248,2.5192106,4844.92,-0.004897831,0.055784203,-0.17674142,0.38161856,10.066072,10.600287,9.413794,8.527000000000001,8.072000000000001,7.937,0.040595386,76.768,0.011653236,0.030910553,0.032478437,0.047915865,0.0002704611573289828,0.0009373952472868652,0.0007210550111280688,0.021,0.026,0.033,2.2912,2.4821,2.1602,0.16094999999999993,0.36006300062776153,0.030162656416005962,0.8375777000000001,0.8442835,0.8312852000000001,0.006499149999999986,-0.07697489400336736,0.003369126677880342
990,1131,2M19083481+4148585,2102427658659750016,2.6049562,4668.219,0.0036685243,-0.02381584,0.0018190704,0.17048907,12.602708,13.233521,11.863634,10.87,10.286,10.165,0.054066587,69.161835,0.012414741000000002,0.02918732,0.028998438,0.04350946,0.00016094092625151823,0.0011790564754066144,0.0009391594934182734,0.022,0.022,0.018000000000000002,11.9679,14.2831,8.7518,2.76565,1.07801795170775,0.10636254620461633,1.6259495000000002,1.6533126,1.6050924,0.024110099999999992,0.2111070528128334,0.006427468574176365
96,140,2M19320975+3800165,2051863249205564672,2.644733,5013.6226,-0.015643828000000002,0.092680395,-0.21545336,0.5128566,11.495993,12.062272,10.814896,9.935,9.43,9.321,0.043318845,84.90695,0.011315156000000002,0.033339404,0.037090737,0.053749897000000005,0.00034620292755360715,0.0012501251740004715,0.0011664161009738994,0.021,0.02,0.017,1.0199,1.1347,0.9721,0.08130000000000004,0.008557591784246988,0.03358505586623296,1.3509405,1.3598313,1.3340433999999999,0.01289395000000002,0.13063622164178113,0.004157537390714824
2859,3118,2M19051753+4936070,2132074890188933376,2.4419537,4767.6035,-0.0008073411999999999,0.1046408,-0.12212455,0.35693544,12.290598,12.871762,11.593214,10.646,10.128,10.018,0.03978589,77.411835,0.011688508,0.028501641,0.030995568,0.045291744,0.00014828427966184776,0.0013110353187362198,0.0006510183724350861,0.026,0.031,0.021,5.2589,5.819,4.6142,0.6023999999999998,0.720894912615872,0.05037597117062586,2.1002296,2.1205832,2.0820921,0.01924555000000009,0.3222667750017333,0.0039776900584802535
2602,2849,2M18591190+4822500,2131569969534691584,2.8794186,4574.976,0.029072143,0.48455223,0.06999326,0.5096231999999999,12.050915,12.704883,11.301018,10.291,9.718,9.579,0.044610362,64.48394,0.008297979,0.021132244,0.019361315,0.030051434,0.00016931435650735516,0.0015777746802447812,0.0009049551346829166,0.024,0.016,0.013,4.9877,6.2965,4.0272,1.1346500000000002,0.6979003236632048,0.09704800474576973,1.2082461000000002,1.2255252,1.1926141000000001,0.016455550000000017,0.08215540198909893,0.005911153153042123
1436,1601,2M19475373+4330069,2078753386611780992,2.6619844,4958.8306,-0.02206096,0.21052565,-0.2187679,0.5776521,11.261925,11.832245,10.545492,9.604,9.137,8.995,0.04040807,81.87782,0.010306669,0.03035837,0.032751586,0.048021425,0.000839839333784953,0.0016263610648237226,0.00105649099065519,0.021,0.017,0.016,1.3174,1.3642,1.2323,0.06595000000000006,0.11971765910549492,0.022080798357015284,1.2184818000000002,1.2316472,1.2083422,0.011652500000000031,0.08581904667741026,0.0041481904361651
736,874,2M18555805+4055455,2103637705563916288,2.5750985,4901.3574,0.02888209,-0.19340225,0.2173284,0.36040843,12.241457,12.8222,11.540306,10.622,10.094,9.968,0.04782025,86.047195,0.014980243,0.035920735,0.042983383,0.060637172,0.00014719970552912187,0.0011888618018274233,0.0006922164821021592,0.022,0.021,0.019,5.4108,6.8217,4.3152,1.25325,0.7332614813541954,0.0994458436402233,1.1865678,1.2036167,1.1685302,0.01754325000000006,0.0742925586718699,0.0064241319562302
2825,3082,2M19423836+4926376,2134919666069572736,2.554384,4609.1865,0.12807894,-0.06786825,0.020307284,0.30045927,12.804208,13.398838,12.090982,11.114,10.552,10.461,0.060331557,74.343254,0.013909865,0.028284363,0.031343277999999995,0.045434725,0.00017119800204801194,0.0013024213566181775,0.0007644047561128352,0.019,0.018000000000000002,0.017,15.0352,17.5713,10.4496,3.5608500000000003,1.1771092095112736,0.11285211361616587,1.7461756999999998,1.7826662,1.7198871999999998,0.0313895,0.24208794022946745,0.007785032922577359
1745,1936,2M19424828+4440202,2079658009802581504,2.4954240000000003,4817.3906,0.020664757,-0.011131151,-0.14893077,0.31437925,10.335393,10.91482,9.643944,8.726,8.175,8.079,0.041093327,75.64885,0.012288432,0.03153917,0.033020917000000004,0.04872277,0.00031212102729161195,0.0013886480062241804,0.0010186413214963164,0.024,0.017,0.018000000000000002,3.3626,3.6578,3.0549,0.30145,0.5266752086394345,0.039111478544869516,0.8725141,0.8783129999999999,0.8659643,0.006174350000000004,-0.059227546027561126,0.003074661275955043
2898,3158,2M19005640+4955254,2132135844364939392,2.5062773,4719.979,0.010600511000000002,-0.13440365,-0.07002328,0.27864373,12.989763,13.568884,12.290394,11.394,10.806,10.697,0.0656125,83.580986,0.015193584,0.03089701,0.03796504,0.05320919,0.00034210837128290095,0.0019910666425437817,0.0009448280880042236,0.025,0.017,0.021,4.1026,5.819,3.4754,1.1718,0.6130591756895171,0.11192178020624594,2.9406962,2.9886898,2.8864900000000002,0.05109990000000016,0.4684501603525013,0.007555392064314188
2620,2868,2M19554347+4823414,2086859742243760640,2.442776,4931.5815,0.08074239,-0.23587893,-0.11247705,0.31036294,12.799784,13.394831,12.08422,11.137,10.601,10.46,0.051620066,94.72312,0.016393578,0.036804244,0.048942942,0.06675806,0.00019922066297306531,0.001336926100331537,0.0009465418588672224,0.023,0.03,0.022,4.3371,4.9527,3.9201,0.5163,0.6371994357405334,0.05077243821523497,2.5856538,2.6090887,2.561769,0.02365985000000001,0.4125703756044106,0.0039744389593973925
1453,1619,2M19431187+4339204,2078054608306989696,3.0777397,4935.9224,-0.0016049631,-0.07426925,-0.13799077,0.25471923,11.884931,12.42835,11.217636,10.338,9.833,9.73,0.05697362,81.40921,0.012917348,0.03487912,0.038335726,0.055630825,0.00014880580559761825,0.0009240128859755448,0.0006165408430991447,0.026,0.022,0.016,4.6523,5.8211,3.6966,1.06225,0.6676677121062192,0.09860130043315724,0.8971243,0.9100108,0.8840972,0.012956799999999987,-0.047147379626848895,0.00627326571253424
1423,1588,2M18453956+4335021,2117259619541337984,2.801952,4763.0303,0.22231396,-0.505888,0.07822555,0.042042553,12.020312,12.548182,11.35832,10.462,9.973,9.886,0.06482195,74.33404,0.018104197,0.03973636,0.04275766,0.062071353,0.00017755831602017658,0.0010611585153197376,0.0009165613309591867,0.021,0.023,0.011,12.5118,15.4522,9.8855,2.7833499999999995,1.097319793612944,0.09699584010051987,1.1705267,1.1881901,1.154782,0.016704050000000054,0.06838132450886343,0.006192961878022762
104,152,2M19332416+3808373,2052243130474281344,2.8863854,4782.761,0.01475225,-0.058325417,-0.038005248,0.27065676,12.585555,13.194920000000002,11.862171,10.892,10.332,10.235,0.056567743,79.23601,0.012058886,0.029082716,0.032390274,0.04695633,0.0001624728247862084,0.001328984447092063,0.0006997007692077785,0.02,0.02,0.018000000000000002,5.6849,7.1623,4.5373,1.3125,0.7547228296516938,0.09912750637191142,1.3503728000000002,1.3693121,1.3290457,0.0201332000000001,0.1304536815558118,0.006481265587713003
2258,2476,2M19495143+4643188,2080304350840625408,2.4966075,4821.698,0.04377962,0.11275959,-0.1344104,0.40032956,11.428421,12.0191,10.728395,9.809,9.271,9.165,0.039311733,75.57775,0.011138934,0.029595597,0.030673282000000007,0.04549291,0.00034736759383369176,0.0009299401774265359,0.0009085194496682992,0.02,0.016,0.016,2.4659,2.6192,2.3174,0.15090000000000006,0.391975460609762,0.02658382971956144,1.4499343999999998,1.4579403999999998,1.4404556999999998,0.008742349999999987,0.16134835370912018,0.002619932052421045
1091,1237,2M19093404+4215361,2102457345473944576,2.6645403,4528.8955,0.067041755,0.21686748,0.068970546,0.28197855,13.076291,13.708195000000002,12.329223,11.314,10.719,10.618,0.050321534,65.278564,0.010513956,0.023573142,0.022648053,0.034493074,0.00023495592710531812,0.0013190054960099395,0.0007868872482852397,0.021,0.018000000000000002,0.011,11.1516,14.1907,9.8855,2.1526,1.0473371831975953,0.07850258922826814,1.9393398999999998,1.9610293,1.9171668999999998,0.02193119999999999,0.287653932728815,0.004912080151711906
1125,1271,2M19101634+4221543,2102552345849168640,2.5730894,4675.1074,-0.008242441,0.078393385,-0.12577063,0.34923938,11.116157,11.719604,10.407694,9.447,8.885,8.771,0.05218659,69.24571999999999,0.0114484755,0.027746832000000003,0.027369900000000003,0.0412254,0.0003879574185050583,0.0012791215346386053,0.0007567016800202887,0.021,0.026,0.011,4.1069,4.7589,3.5892,0.5848499999999999,0.6135141282305885,0.06125445993655315,1.1105163999999998,1.1207006000000002,1.0999933000000002,0.010353649999999902,0.04552497655122964,0.004049782271985526
2870,3129,2M19463967+4939064,2086855241117496704,2.5609338,4753.895,0.04824053,-0.27104002,-0.077314645,0.29259235,11.440087,12.015992,10.746475,9.832,9.239,9.142,0.05968446,73.37971999999998,0.015100946,0.03496378,0.036678705,0.05387214,0.00035078189914439234,0.0015236120263228956,0.0009304975924828707,0.023,0.03,0.019,4.0125,4.7299,3.4914,0.6192499999999999,0.6034150454129286,0.06592617568108873,1.4289483,1.4437840000000002,1.4128303999999998,0.015476800000000025,0.1550165161031537,0.004706096784503844
2194,2407,2M19403595+4635530,2080472747917175552,2.9201734,4828.5405,0.08529274,-0.08986595,-0.06427011,0.20149289,12.413828,12.990157,11.717058,10.783,10.252,10.127,0.058764473,79.543396,0.013483388,0.03282604,0.036501385,0.052787762,0.0001512488046540028,0.0012696785243671016,0.0006966131772989659,0.023,0.024,0.016,8.0429,10.1165,6.3241,1.8962000000000003,0.9054126690111116,0.10201577862803407,1.3634492,1.3850984000000002,1.3435072,0.02079560000000004,0.13463896144106896,0.006620314694151211
809,947,2M19182613+4107271,2101461394098828032,3.1934679,5014.348,0.034671884,-0.16238514,-0.07293059,0.20066242,12.692146,13.229152,12.021242,11.159,10.669,10.555,0.06434269,93.096146,0.014739194,0.037570428,0.047321837,0.06570294,0.00017620166902765355,0.001497161471911701,0.0009374063056188929,0.021,0.021,0.019,5.4723,6.9346,4.4157,1.2594499999999995,0.7381698980638874,0.09801092761988556,1.1359082,1.1520951000000001,1.1197471,0.016173999999999977,0.05534323468098717,0.0061841915850014565
812,950,2M19343487+4107568,2077384288477306368,2.9942217,4914.125,-0.005207982,0.016570697,-0.14936301,0.326237,12.633058,13.196889,11.944078,11.045,10.556,10.436,0.057300795,83.63460500000002,0.01240613,0.032538652,0.03700841,0.053219225,0.00017883541313823412,0.0014279187681653926,0.0007234556069257714,0.02,0.02,0.018000000000000002,3.0919,3.8977,2.4831,0.7073,0.490225439272648,0.09790709958412576,1.4154028,1.4362467,1.3947616000000003,0.020742549999999936,0.15088005040683028,0.006364530893049558
226,300,2M19403284+3847210,2052145548820783104,2.4286933,4899.636,0.034882203,-0.20668238,-0.14770147,0.31839854,12.795636,13.408945,12.063202,11.122,10.525,10.432,0.04595046,79.96522,0.014347491,0.036677953,0.040296186,0.05836594,0.00021692719129884352,0.0014738499717747988,0.0009538043795054297,0.022,0.02,0.018000000000000002,3.3845,3.7588,3.1117,0.32355,0.5294945184332773,0.04102574915920204,2.5470716,2.5639897,2.5263875,0.018801100000000133,0.4060411534629642,0.0032081561674663084
789,927,2M19323899+4104346,2077567906916332800,2.6488504,4713.1323,0.006979699999999999,-0.0007271692,-0.13262436,0.39684564,11.644259,12.249071,10.926753,9.931,9.387,9.265,0.053936154000000014,71.01427,0.012188965,0.029570749,0.029792182,0.044515047,0.00022257915915480098,0.0011559989256160195,0.0005398048795668409,0.02,0.019,0.017,4.4649,6.4561,3.7584,1.34885,0.6498117364755105,0.11748362460925073,1.2899396,1.310691,1.2590410000000003,0.025824999999999817,0.11056937541488823,0.008730222201581053
2519,2761,2M19312090+4759077,2128871634861993984,3.0450525,4927.8013,0.037113268,-0.18465656,-0.10220301,0.203987,12.703715,13.234151999999998,12.040273,11.149,10.674,10.583,0.05919008,81.280975,0.014098709,0.03682955,0.040788304,0.05894577,0.00016188214095880227,0.0014117797665047507,0.0010687486840477156,0.022,0.018000000000000002,0.016,5.5185,6.9777,4.4157,1.2809999999999997,0.7418210468868083,0.0993563666955576,1.3588546000000001,1.3787471000000002,1.3391833,0.019781900000000064,0.13317298889147808,0.006322293532943364
1576,1749,2M19403753+4402338,2078127760194888064,2.7313259,4877.1426,0.06384212,-0.27356482,-0.07809907,0.23941192,12.62185,13.248814,11.880217,10.876,10.311,10.209,0.06653163599999999,87.046425,0.016245067,0.03680943,0.045252953,0.06322794400000001,0.0002061366558592237,0.001634493169809792,0.0008098353459473628,0.025,0.018000000000000002,0.016,5.5055,6.942,4.4157,1.26315,0.7407967669735624,0.09824252465883804,1.6055697,1.6299247,1.5830692,0.02342775000000006,0.2056291636355271,0.006333820867617371
2366,2600,2M19370036+4713469,2128588441899682048,2.5043740000000003,4643.5044,0.0006945655,0.016340392,-0.12747058,0.32741946,11.290483,11.914295,10.560034,9.583,9.014,8.844,0.05313204,68.05842,0.012026126000000002,0.028172582,0.027637504,0.04166313,0.0004588090658652622,0.0009451970204354954,0.0006334726252665844,0.021,0.017,0.012,4.3874,5.1838,3.8459,0.6689499999999999,0.6422072309113461,0.06482512485176628,1.159717,1.1708011999999999,1.1479686999999998,0.011416250000000105,0.06435202342247913,0.0042765559713477215
962,1103,2M19014745+4142142,2103883755652055296,2.906544,4941.243,0.049089648,-0.20796463,-0.14355162,0.29352835,12.827871,13.357646,12.165844,11.333,10.815,10.712,0.06686548,92.21627,0.015662483999999997,0.0366925,0.047028977,0.06491443,0.00017692143240433114,0.0010637009795499974,0.0008176513827684584,0.018000000000000002,0.021,0.019,3.5737,4.5166,2.8827,0.8169500000000003,0.5531180921503053,0.0975060910448258,1.7787879,1.8050529,1.7531136999999999,0.025969599999999902,0.2501241665487072,0.006339925253597556
