,APOGEE_ID,KIC,RA,DEC,FE_H,A_FE,age,age_68L,age_68U,mass,mass_68L,mass_68U,dist,dist_68L,dist_68U,Av,Av_68L,Av_68U,evstate
1382,2M18444591+4247598,7173885,281.19132,42.79996,-0.09149,0.04197,7.6004,6.0298,9.657,1.1058,1.0303,1.1694,1733.3721,1708.3226,1759.8706,0.2386,0.165,0.3116,1
1383,2M18462545+4243415,7174636,281.60606,42.72822,0.00674,0.04547,6.9485,5.5514,8.8068,1.1458,1.0764,1.2208,1487.8095,1466.3918,1511.7713,0.2175,0.1547,0.3049,1
1384,2M18485526+4242570,7175826,282.23026,42.71585,-0.02382,-0.00787,4.3636,3.5075,5.5334,1.2927,1.2133,1.3758,796.9304,784.7655,808.1732,0.2006,0.125,0.2666,1
1385,2M18510504+4245361,7177015,282.77104,42.76003,0.19684,0.00043,3.7884,2.9854,4.7069,1.3838,1.3243,1.5035,715.1454,705.5049,726.6691,0.1683,0.1043,0.2449,1
1386,2M18531782+4247031,7178170,283.32427,42.7842,-0.38049,0.17618,11.1104,8.8105,13.9768,0.9627,0.8953,1.016,975.3364,961.5899,989.6623,0.3513,0.285,0.4194,1
1387,2M19053808+4247041,7184978,286.4087,42.7845,0.12194,0.0894,9.5113,7.4886,11.8868,1.0767,1.0127,1.1533,1804.3333,1776.2328,1832.4089999999999,0.1678,0.095,0.2419,1
1388,2M19054010+4245098,7185001,286.41708,42.75272,0.40676,0.03994,8.6382,6.8533,10.8354,1.1267,1.0567,1.2016,1154.4727,1136.3184,1171.4169,0.2162,0.1543,0.2948,1
1389,2M19090889+4246493,7187059,287.28705,42.78038,0.08054,0.03369,8.8585,7.4989,10.9221,1.0854,1.0279,1.1434,1312.9298,1298.6736,1327.9360000000001,0.106,0.055,0.1543,1
1390,2M19111646+4243315,7188323,287.8186100000001,42.72543,-0.11077,0.02301,4.5313,3.6075,5.687,1.2613,1.1818,1.3364,1306.491,1287.6269,1325.8201,0.1977,0.115,0.2571,1
1391,2M19115103+4245521,7188662,287.96263,42.76448,0.05526,-0.00798,4.363,3.5075,5.5273,1.3122,1.2355,1.3994,1269.4544,1251.6994,1289.4015,0.1012,0.045,0.1883,1
1392,2M19130263+4243262,7189418,288.2609700000001,42.72396,0.11662,0.01651,10.3185,8.414,13.2914,1.0283,0.9727,1.1029,1345.6307,1325.1343,1366.1225,0.1336,0.055,0.2007,1
1393,2M19164681+4242250,7191945,289.1950700000001,42.70697,-0.08997000000000001,0.023180000000000003,1.455,1.3763,1.5305,1.8161,1.7946,1.8901,1463.6522,1452.5794,1477.3395,0.1204,0.075,0.1662,2
1394,2M19250380+4244221,7198587,291.26584,42.73949,0.18437,-0.02282,5.0973,4.121,6.4659,1.2814,1.1967,1.3525,1315.6935,1296.4625,1335.0198,0.1961,0.115,0.257,1
1395,2M19265165+4246356,7200117,291.7152200000001,42.77657,0.22867,-0.02424,3.2776,2.5864,4.1196,1.4555,1.3739,1.5674,748.0604,736.2579,759.4291,0.1043,0.045,0.1905,1
1396,2M19314653+4246022,7204026,292.94391,42.7673,0.12133,0.01846,9.1791,7.3282,11.6111,1.0794,1.0138,1.151,1263.9646,1245.9482,1281.9465,0.3507,0.2773,0.4149,1
1397,2M19344062+4244103,7206531,293.66928,42.7362,0.11277,-0.02953,2.4403,1.9404,2.661,1.5761,1.5275,1.713,1729.0922,1715.9314,1739.9161,0.2367,0.195,0.2652,2
1398,2M19405011+4246167,7212057,295.20882,42.77133,-0.00932,0.00107,4.1930000000000005,3.1989,5.3915,1.3195,1.2188,1.4059,1516.2722,1493.0697,1539.8893,0.3199,0.2564,0.4049,1
1399,2M19405364+4247311,7212114,295.2235,42.79199000000001,0.18881,0.00836,7.2672,5.3901,8.8109,1.1739,1.1065,1.268,1546.6074,1523.5963,1572.1173,0.4091,0.335,0.4881,1
1400,2M19443015+4242042,7215938,296.12564,42.70117,-0.1905,0.0151,2.9901,2.3983,3.759,1.4154,1.3121,1.4891,1888.6367,1860.8015,1916.4058,0.7322,0.675,0.8111,1
1401,2M19460854+4242485,7217665,296.5356,42.71349,0.1507,-0.03007,0.8757,0.6683,1.1483,2.2225,1.9929,2.3985,1921.4506,1881.4812,1963.4829,0.659,0.565,0.7716,1
1402,2M19471364+4244589,7218915,296.80685,42.74972,-0.22969,0.02983,4.9048,4.0272,6.3262,1.1814,1.1271,1.2762,1621.7276,1597.7175,1644.6844,0.6619,0.6093,0.7448,1
1403,2M18434420+4249026,7255313,280.93421,42.81741,0.09002,0.0119,8.5149,6.847,10.8361,1.0952,1.0264,1.1640000000000001,1322.0987,1302.2072,1341.1845,0.1689,0.1117,0.2548,1
1404,2M18504991+4253073,7258771,282.70799,42.88538,0.0537,0.00086,3.3899,2.7227,4.3001,1.4093,1.3208,1.4995,1267.6265,1245.9482,1283.944,0.27899999999999997,0.205,0.3486,1
1405,2M18514218+4248475,7259237,282.92578,42.81322,0.28523000000000004,0.02026,7.2909,5.821000000000001,9.0701,1.1601,1.1015,1.2454,570.001,561.6944,578.2869,0.1006,0.0364,0.1749,1
1406,2M18522902+4249485,7259653,283.12095,42.83017,-0.14472000000000002,0.026000000000000002,4.5238,3.8468,5.3076,1.2599,1.1974,1.3242,1404.6025,1390.5285,1420.6303,0.3409,0.2862,0.3749,1
1407,2M19021042+4251452,7264736,285.54343,42.86258,-0.18305,0.14803,9.0365,7.2444,11.6118,1.0448,0.9745,1.1065,1373.7382,1352.4774,1394.7168,0.1993,0.1174,0.265,1
1408,2M19024628+4252418,7265067,285.69285,42.87828,-0.14903,0.00595,4.0841,3.1989,5.1575,1.2618,1.2091,1.3802,1796.4934,1768.0724,1824.5898,0.2016,0.1343,0.285,1
1409,2M19025811+4251431,7265189,285.74212,42.86199000000001,-0.97418,0.17206,11.0506,8.9433,13.9593,0.9162,0.8629,0.9768,1231.704,1214.7864,1250.5054,-0.0864,-0.145,-0.0154,1
1410,2M19042897+4250200,7265993,286.12074,42.83891,0.0596,0.00146,3.5101,2.8386,4.4163,1.3943,1.3061,1.4721,1342.6956,1322.8178,1361.2935,0.1296,0.0582,0.1949,1
1411,2M19062674+4248099,7267119,286.61143,42.80275,-0.20285,0.17957,11.4442,9.0698,14.6165,0.9731,0.9124,1.0375,1424.0610000000001,1403.9445,1447.0666,0.1654,0.095,0.2484,1
1412,2M19065180+4252522,7267370,286.71584,42.88118,-0.05245,0.033780000000000004,2.6459,2.4294,2.8511,1.4975,1.4628,1.5344,2315.2744,2302.1307,2330.7195,0.1105,0.075,0.14,2
1413,2M19071273+4248197,7267593,286.80308,42.80547,0.052320000000000005,0.008759999999999999,7.5061,6.3826,8.7583,1.1256,1.0777,1.1856,1758.8761,1740.5237,1776.1618,0.1472,0.105,0.1904,1
1414,2M19112283+4249489,7270142,287.84515,42.83025,0.16035,0.02146,7.3895,6.457999999999999,8.808,1.1584,1.1015,1.2078,1114.7217,1104.1548,1125.8711,0.3146,0.265,0.3537,1
1415,2M19114715+4248116,7270385,287.94648,42.80323,-0.26081,0.05281,5.2162,4.217,6.6168,1.1612,1.1065,1.2532,1603.5402,1579.4288,1625.7917,0.1005,0.0418,0.1749,1
1416,2M19265016+4249252,7281777,291.70903,42.82369,0.23993,-0.02782,5.0463,4.553,5.4302,1.2656,1.2359,1.3169,1521.9865,1511.8197,1532.2756,0.2422,0.2247,0.275,2
1417,2M19285388+4250513,7283405,292.22453,42.8476,0.0047,-0.00201,1.9415,1.5667,2.3807,1.6401,1.5559,1.7537,1012.9659,998.2974,1026.8419,0.2225,0.155,0.2883,1
1418,2M19312210+4251564,7285374,292.84211,42.86569,0.22678,-0.01947,1.8486,1.8055,1.883,1.7567,1.7331,1.7782,2460.5015,2444.4433,2474.5799,0.3798,0.345,0.4045,2
1419,2M19315517+4250120,7285830,292.97988,42.83669,-0.11148,0.00608,3.6268,3.3045,4.1196,1.3233,1.2822,1.3751,2904.355,2884.1635,2927.4032,0.4121,0.365,0.439,2
1420,2M19345080+4252450,7288241,293.71167,42.87918,-0.41658,0.23783,9.5465,7.6419,12.1568,0.9762,0.935,1.0616,1842.0957,1814.7632,1868.4707,0.2668,0.1874,0.3247,1
1421,2M19414675+4248424,7294715,295.4448,42.81178,0.00024,-0.00511,2.5411,2.3714,2.7485,1.5246,1.4927,1.5597,1458.6429999999998,1450.4407,1469.1070000000002,0.4325,0.385,0.4527,2
1422,2M19424715+4251273,7295725,295.6964700000001,42.8576,0.07216,-0.01848,2.3539,1.9275,2.9788,1.5758,1.4722,1.6640000000000001,1021.5167,1006.3288,1036.3034,0.2687,0.1831,0.3249,1
1423,2M19450280+4253512,7298034,296.26169,42.89757,0.1433,-0.00678,2.5948,2.136,3.2721,1.5586,1.4392,1.6217,1515.4666,1492.2444,1536.3287,0.56,0.485,0.6231,1
1424,2M19485170+4250471,7302117,297.21544,42.84644,-0.0341,0.01559,3.1399,2.4712,3.846,1.4346,1.3365,1.5057,892.6686,880.035,904.8193,0.2418,0.175,0.3081,1
1425,2M19513384+4251494,7305252,297.89103,42.86373,0.10905,0.04442,9.1537,8.0186,11.3442,1.0729,1.0238,1.1322,974.1176,963.8511,985.1082,0.3028,0.2544,0.3548,1
1426,2M19013623+4257412,7345128,285.40096,42.96145,-0.00556,0.03688,8.4846,6.6589,10.5926,1.0897,1.0138,1.1498,1502.0981,1480.7439,1525.7592,0.2348,0.1675,0.3148,1
1427,2M19015743+4257491,7345308,285.4893,42.96365,-0.05906,0.006,4.7733,4.4157,5.6652,1.2318,1.1697,1.2646,2759.7159,2733.1282,2789.2253,0.2321,0.195,0.2808,2
1428,2M19035276+4255340,7346365,285.96987,42.92611,0.11004,0.00451,6.7603,5.6195,8.2198,1.1679,1.1146,1.2415,1231.0951,1217.643,1243.0858,0.1601,0.1051,0.195,1
1429,2M19040211+4259540,7346442,286.0088,42.99834,-0.16759000000000002,0.05961,9.1507,6.8454,10.8355,1.0547,0.9917,1.1219,1184.08,1168.1535,1201.0219,0.0698,0.003,0.1251,1
1430,2M19071839+4258365,7348314,286.82664,42.97681,0.11422,0.02387,7.3832,5.9566,9.4129,1.143,1.0714,1.2152,1229.9629,1211.7135,1248.7898,0.1392,0.065,0.2102,1
1431,2M19083818+4255262,7349134,287.1591200000001,42.92397,0.32987,0.01837,9.6125,6.9711,11.3474,1.1006,1.0471,1.2023,1787.8841,1764.0058,1820.1070000000002,0.2335,0.1635,0.3049,1
1432,2M19112644+4254411,7350897,287.8602,42.91143,-0.28823000000000004,0.05295,5.2863,4.217,6.5474,1.1827,1.1037,1.2472,1531.6498,1510.8798,1554.1278,0.0817,0.017,0.1449,1
1433,2M19135062+4256096,7352442,288.46095,42.93601,0.03497,0.10801,9.7073,7.7804,12.4455,1.0522,0.9862,1.1223,1667.8175,1644.2958,1692.3473,0.20800000000000002,0.1352,0.2748,1
1434,2M19274923+4254290,7363339,291.95515,42.90807,0.25682,0.00566,4.9933,4.3152,5.5244,1.2955,1.2416,1.3463,2072.0678,2054.4704,2091.6376,0.2031,0.1727,0.2449,2
1435,2M19290099+4254058,7364232,292.25415,42.90163,-0.25974,0.06731000000000001,8.4051,6.5313,10.6668,1.021,0.9727,1.111,924.3843,909.6408,938.6475,0.1686,0.105,0.2498,1
1436,2M19313409+4255245,7366321,292.89206,42.92347,-0.12502,0.043910000000000005,2.7263,2.2187,2.9845,1.4638,1.4362,1.5774,1717.4635,1684.7676,1735.7397,0.2108,0.145,0.2931,2
1437,2M19321125+4258545,7366820,293.0469,42.98183,-0.037860000000000005,-0.0058,4.9506,4.5311,5.8187,1.2176,1.1640000000000001,1.2679,1818.3717,1805.0942,1832.4122,0.2671,0.225,0.2923,2
1438,2M19322522+4256343,7367035,293.10512,42.94288,-0.25152,0.06254,9.7757,7.6736,12.8598,0.9957,0.9218,1.0568,2051.2419,2016.0439999999999,2083.6454,0.2771,0.195,0.3482,1
1439,2M19333246+4255329,7368013,293.38529,42.92583,0.06667999999999999,-0.013619999999999998,3.8335,3.0549,4.8305,1.3694,1.2731,1.4454,1316.7919,1298.6736,1337.1909,0.2733,0.2044,0.3448,1
1440,2M19341484+4256292,7368584,293.56187,42.94146,-0.1424,-0.01231,1.5503,1.4962,1.6229,1.7268,1.706,1.7619999999999998,1108.7698,1100.2716,1115.6395,0.2002,0.1691,0.2349,2
1441,2M19341567+4257343,7368594,293.56531,42.95955,0.02559,0.01283,4.9141,4.4157,5.6688,1.2433,1.1891,1.2881,2817.2023,2789.3306,2843.0554,0.3064,0.265,0.3452,2
1442,2M19342765+4255435,7368754,293.61523,42.92877,0.22953,0.02667,5.3853,4.8989,6.5316,1.2494,1.1714,1.2821,2350.5055,2328.7345,2374.0205,0.2404,0.205,0.2881,2
1443,2M19410937+4258421,7374869,295.28906,42.97839000000001,0.034480000000000004,-0.02186,3.3914,2.7227,4.2743,1.3937,1.3139,1.4857,980.191,966.1176,994.2283,0.23,0.155,0.2931,1
1444,2M19413027+4256314,7375225,295.37615,42.94206,0.17609,-0.00281,3.5564,2.8721,4.5172,1.4072,1.3233,1.4995,1321.025,1303.2565,1341.1792,0.5134,0.445,0.5805,1
1445,2M19423036+4257031,7376259,295.62653,42.95089,0.08058,0.02138,6.8576,5.559,8.7695,1.1439,1.0957,1.2415,1240.4953,1222.2496,1260.3295,0.4152,0.3368,0.485,1
1446,2M19425711+4259371,7376659,295.73796,42.99365,0.02514,0.04159,9.0221,7.1614,11.3786,1.0645,0.9999,1.1339,813.5745,801.1798,825.0666,0.1677,0.1018,0.2449,1
1447,2M19444566+4254189,7378432,296.19025,42.90525,-0.08308,0.03435,2.9904,2.3361,3.6713,1.4327,1.3551,1.5319,1407.5834,1387.3309,1427.2104,0.4329,0.3697,0.5049,1
1448,2M19452399+4256525,7379100,296.34998,42.94793,0.22967,0.0030800000000000003,4.4832,3.9373,4.8418,1.3241,1.2822,1.3746,2391.7265,2374.105,2410.2673,0.6589,0.6328,0.6949,2
1449,2M19474549+4257371,7381710,296.93955,42.96031,-0.06402000000000001,-0.00043,0.9896,0.8414,1.0955,2.0646,1.9768,2.1605,793.2764,785.7239,802.5825,0.2381,0.1877,0.2948,2
1450,2M19482119+4257211,7382407,297.0883,42.95588,-0.0144,0.00557,5.4842,4.7315,6.4482,1.2275,1.1587,1.2748,904.2262,894.3344,913.0621,0.2205,0.1668,0.2548,1
1451,2M19484645+4258133,7382908,297.19355,42.97038,-0.22098,0.08245,5.4017,4.2875,6.8373,1.1921,1.1129,1.2646,1769.4737,1743.8129999999999,1796.7364,0.6714,0.6132,0.7549,1
1452,2M19511062+4257540,7385745,297.79429,42.96501,0.27833,0.02295,8.924,8.0353,10.9501,1.102,1.0543,1.1533,1397.4367,1381.9746,1411.1796,0.4698,0.425,0.5166,1
1453,2M18440675+4302134,7417186,281.02816,43.03708,-0.46365,0.23441,11.8295,9.4406,15.5592,0.9139,0.8669,0.9932,2304.4785,2267.2532,2341.5652,0.0704,-0.015,0.133,1
1454,2M19034631+4304216,7428217,285.94297,43.07267,-0.08488,0.16487000000000002,11.1643,9.5808,13.3293,1.0045,0.9593,1.0575,1847.5452,1827.4688,1868.4789,0.1017,0.065,0.1676,1
1455,2M19040591+4301431,7428418,286.02463,43.02866,0.02405,0.00133,5.1614,4.7315,6.0918,1.2124,1.1633,1.2646,726.9695,720.0954,733.6418,0.1071,0.0676,0.1449,2
1456,2M19051309+4302119,7429055,286.30454,43.03665,0.13527999999999998,0.07186000000000001,11.8074,10.3514,14.7527,1.0146,0.9505,1.0536,853.1394,842.4223,861.9616,0.1328,0.0684,0.1748,1
1457,2M19065914+4305103,7430104,286.74646,43.0862,0.04633,-0.02367,0.9924,0.9281,1.0117,2.0018,1.9951,2.0515,2496.8654,2480.2758,2510.0977,0.1673,0.145,0.1877,2
1458,2M19081804+4300143,7430868,287.07518,43.00399,-0.11245,0.15987,11.1945,9.367,13.6402,0.9935,0.9505,1.0587,585.214,577.9362,592.226,0.1422,0.0873,0.1949,1
1459,2M19093039+4300341,7431665,287.37663,43.00949,-0.00936,-0.0016600000000000002,5.7745,4.5186,7.9266,1.1951,1.1047,1.2822,917.7212,900.5338,933.8239,0.1274,0.0418,0.2148,1
1460,2M19122494+4302507,7433485,288.10392,43.04744,-0.05939,0.01949,2.5381,2.3714,2.833,1.5117,1.4722,1.56,2616.8554,2603.1541,2632.9949,0.132,0.115,0.1848,2
1461,2M19135492+4303577,7434436,288.4788700000001,43.06603,0.20608,0.07582,2.8366,2.5102,4.4144,1.5393,1.3664,1.5994,2689.6945,2629.117,2738.3559,0.1921,0.0879,0.2849,1
1462,2M19145847+4305450,7435143,288.74365,43.09585,0.34164,0.03177,10.0781,7.6015,12.1579,1.0821,1.0279,1.1718,1108.2338,1092.8234,1123.3334,0.3233,0.255,0.3719,1
1463,2M19214065+4305320,7440390,290.41941,43.09224,-0.06708,0.01269,3.1256,2.5258,3.9357,1.4133,1.3248,1.4926,1071.2382,1056.0148,1085.1874,0.2351,0.165,0.2981,1
1464,2M19275408+4302092,7445517,291.97534,43.03591,0.1579,0.04188,2.3858,1.9275,2.9895,1.5883,1.4927,1.6924,2261.3115,2225.8712,2295.8576,0.2968,0.20800000000000002,0.3548,1
1465,2M19285267+4303230,7446296,292.21948,43.0564,-0.33179000000000003,0.05587,4.7322,3.8459,5.9476,1.2216,1.1375,1.2886,1290.3799,1271.1593,1307.6787,0.3763,0.2988,0.4249,1
1466,2M19291952+4304497,7446648,292.33134,43.08049000000001,0.11187,0.00533,6.5024,5.1713,8.2187,1.1862,1.1151,1.2646,1188.1259,1170.8465,1205.4132,0.3174,0.2529,0.3948,1
1467,2M19310346+4305388,7448051,292.76445,43.09413,0.07232000000000001,0.02839,7.632000000000001,6.2058,9.882,1.1297,1.0519,1.1963,1063.9562,1048.0692,1080.1481,0.2308,0.145,0.2878,1
1468,2M19322083+4302115,7449159,293.0868,43.03655,0.14361,-0.01761,3.779,3.0549,4.8353,1.3782,1.2959,1.4721,1550.1081,1525.8081,1572.1691,0.2753,0.2029,0.3449,1
1469,2M19333399+4302096,7450230,293.39166,43.03603,-0.05042,0.06735,12.4685,9.8628,15.6685,0.9663,0.9075,1.0279,190.4085,187.2837,193.4541,0.0466,-0.0308,0.1248,1
1470,2M19410681+4303056,7457184,295.27838,43.05156,0.34218000000000004,0.00656,1.7845,1.4368,2.1631,1.7629,1.6748,1.8956,1230.8448,1213.6122,1248.8457,0.3529,0.295,0.4261,1
1471,2M19415922+4303503,7458106,295.49677,43.06399999999999,-0.05183,0.02599,4.7764,4.0272,5.6093,1.2794,1.2077,1.3351,1653.1914,1635.2341,1669.1144,0.5298,0.495,0.5832,1
1472,2M19441082+4304241,7460447,296.04512,43.07339,-0.18086,0.015069999999999997,1.974,1.8836,2.1177,1.6008,1.5630000000000002,1.6244,2725.6088,2704.5805,2744.7349,0.4902,0.445,0.5166,2
1473,2M19472597+4304310,7464220,296.85821,43.0753,0.07547000000000001,0.00698,1.9002,1.5304,2.3164,1.7080000000000002,1.5848,1.7892,1864.6571,1838.6541,1891.1433,0.6614,0.6089,0.7448,1
1474,2M19481556+4304509,7465221,297.06486,43.08083,0.16712,0.01015,3.8116,3.5892,4.4065,1.3736,1.3182,1.4137,1255.7822,1245.9482,1265.3132,0.4727,0.4414,0.5049,2
1475,2M19482845+4302580,7465477,297.11856,43.04945,-0.13526,0.02168,3.9722,3.1391,4.9528,1.3046,1.2245,1.3869,841.5688,829.1059,854.0443,0.2739,0.205,0.3504,1
1476,2M19492417+4300029,7466616,297.35072,43.00082,0.26596,-0.00541,0.8288,0.6839,0.9976,2.4157,2.2903,2.6179,1537.2486,1511.8197,1564.6733,0.7061,0.6202,0.775,2
1477,2M19501503+4305506,7467630,297.56266,43.09741,0.13842000000000002,-0.01403,0.7845,0.6119,0.9438,2.5715,2.3429,2.6788,837.6708,822.1101,850.1329,0.301,0.2233,0.375,2
1478,2M19505066+4302010,7468404,297.71112,43.03361,-0.0232,-0.02283,1.1426,0.8845,1.1612,2.1051,1.9919,2.2384,908.0973,894.1078,923.6019,0.2903,0.18899999999999997,0.3549,2
1479,2M19511346+4301124,7468893,297.80609,43.02011,0.015119999999999996,-0.0102,2.17,1.7730000000000001,2.7230000000000003,1.5877,1.4913,1.6824,1178.0144,1161.2613,1195.3293,0.3174,0.2567,0.3949,1
1480,2M18414542+4308496,7499531,280.43926,43.14712,0.09092,0.07998,1.7301,1.325,2.0177,1.7436,1.6681,1.8964,2149.0371,2115.9233,2182.6002,0.1654,0.085,0.2336,1
1481,2M18433632+4308157,7500388,280.90136,43.1377,-0.33395,0.21627,10.1611,8.414,13.5199,0.9748,0.9078,1.03,1340.5973,1323.6098,1356.6954,0.1693,0.1215,0.2348,1
1482,2M18460645+4307485,7501516,281.52689,43.13015,0.30592,0.0014,5.9647,4.8417,7.5506,1.2483,1.1665,1.3181,1968.6014,1940.6622,1997.4876,0.1689,0.1007,0.2351,1
1483,2M18462535+4311114,7501667,281.60566,43.1865,0.25232,0.04405,10.2486,8.2224,12.86,1.0428,0.9992,1.1322,1104.7388,1087.7521,1120.7311,0.1019,0.0438,0.185,1
1484,2M18463409+4308006,7501722,281.6420700000001,43.13353,0.32162,-0.0116,8.6088,6.8313,10.5895,1.1076,1.0629,1.2022,1074.9949,1059.083,1090.2008,0.1486,0.0687,0.2049,1
1485,2M18472500+4308044,7502157,281.85418,43.13458,-0.11517,0.02579,3.972,3.1261,4.9529,1.3194,1.2326,1.3994,2061.9115,2030.0179999999998,2092.993,0.10099999999999999,0.0272,0.175,1
1486,2M19073771+4309197,7513379,286.90713,43.1555,-0.08375,-0.00621,1.9404,1.6032,2.4135,1.6167,1.5204,1.7066,1329.8164,1310.6898,1347.5942,0.0728,0.0016,0.1348,1
1487,2M19102313+4311562,7515137,287.59641,43.19897,0.25687,0.04632,15.2632,12.0531,18.832,0.9743,0.9026,1.0231,1181.0194,1166.4064,1198.0833,0.0974,0.0266,0.1449,1
1488,2M19105851+4309459,7515516,287.74379,43.16275,0.06089,-0.00957,0.6337,0.6095,0.8898,2.4685,2.1422,2.5,880.4607,848.7895,888.1387,0.1673,0.1127,0.2649,2
1489,2M19115856+4307490,7516156,287.99403,43.13028,-0.16053,0.01504,2.9042,2.3654,3.6715,1.4149,1.3304,1.4992,1575.7429,1554.1033,1597.6655,0.0893,0.025,0.1567,1
1490,2M19124729+4311297,7516687,288.19707,43.1916,0.00361,0.00796,11.4035,8.9064,14.2836,0.9896,0.9332,1.0621,1189.9965,1170.8465,1206.7242,0.0835,0.015,0.1594,1
1491,2M19145760+4308359,7518143,288.74003,43.14331,0.20774,-0.01431,4.7589,3.8459,6.0438,1.2924,1.2261,1.3866,1036.2515,1020.3048,1050.7552,0.1615,0.085,0.2268,1
1492,2M19151355+4306241,7518352,288.80648,43.10672,-0.4717,0.05014,6.325,5.0699,7.8484,1.1084,1.0382,1.1748,769.1275,759.1367,780.6957,0.027999999999999997,-0.025,0.099,1
1493,2M19223251+4311289,7523875,290.63549,43.19137,-0.02267,0.0008699999999999999,3.2828,2.6092,4.1199,1.3997,1.3213,1.4995,1023.4877,1008.7187,1038.6777,0.1254,0.045,0.185,1
1494,2M19290456+4307142,7529215,292.26902,43.12061,-0.18194,0.03672,5.5315,4.4208,6.9955,1.1646,1.1065,1.2522,980.6719,965.8062,994.2641,0.1304,0.065,0.2045,1
1495,2M19310232+4308020,7530849,292.75968,43.1339,0.02978,-0.016,2.6759,2.0898,3.2724,1.506,1.419,1.6067,1562.3201,1539.5363,1586.6698,0.2374,0.165,0.3091,1
1496,2M19312198+4310412,7531119,292.8416,43.17812,0.03128,0.03671,7.3477,5.821000000000001,9.3226,1.1437,1.0574,1.2021,1395.1071,1373.5988,1414.1837,0.2998,0.22399999999999998,0.3651,1
1497,2M19313658+4309553,7531332,292.90243,43.16537,-0.13095,0.01573,2.8560000000000003,2.2646,3.5819,1.435,1.3515,1.5344,844.6284,832.6835,858.0268,0.0991,0.025,0.1658,1
1498,2M19321347+4306177,7531908,293.0561600000001,43.10492,0.02601,0.008,4.8443,4.0588,5.0701,1.2546,1.2301,1.3181,2353.5724,2336.1458,2373.6452,0.2226,0.195,0.2727,2
1499,2M19331823+4308005,7532885,293.32599,43.13348,0.00624,0.00606,4.7448,4.3152,5.4753,1.2535,1.1967,1.2882,2872.1097,2847.7379,2898.8168,0.2414,0.215,0.2983,2
1500,2M19335960+4306028,7533496,293.49836,43.1008,-0.16452999999999998,0.05669,3.5789999999999997,3.2188,4.1199,1.3376,1.2822,1.3867,2298.4998,2282.9684,2319.8007,0.2404,0.2035,0.2849,2
1501,2M19341949+4311463,7533804,293.58121,43.1962,0.0374,-0.02045,2.1311,1.7579,2.7303,1.6083,1.5044,1.7059,1325.4242,1304.8481,1344.271,0.0817,0.005,0.1457,1
1502,2M19343332+4306202,7533995,293.63887,43.10563,0.11086,0.07426,10.2695,8.2224,13.0206,1.0344,0.9835,1.1167,415.04900000000004,408.7897,421.2182,0.1021,0.045,0.1872,1
1503,2M19434962+4310036,7543102,295.9567600000001,43.16769,-0.12971,-0.00225,3.9227,3.1485,4.9523,1.3026,1.2245,1.3882,569.3380000000001,560.4025,577.6003,0.2098,0.135,0.28,1
1504,2M19442121+4310595,7543694,296.0884,43.18321,-0.39763,0.18139,9.7978,7.7321,12.7309,0.9922,0.9204,1.0547,1709.01,1681.628,1735.7572,0.4101,0.3286,0.4751,1
1505,2M19463186+4309352,7546098,296.63277,43.15979,-0.10708,0.05122,6.9499,5.559,8.8569,1.139,1.0489,1.1857,635.0158,625.8929,644.6784,0.2055,0.125,0.273,1
1506,2M19480954+4307589,7547964,297.03978,43.13305,-0.035160000000000004,0.04087,3.9528,3.1261,4.9712,1.3258,1.2531,1.4240000000000002,1146.6274,1128.6257,1162.752,0.3712,0.295,0.4384,1
1507,2M19500402+4307043,7550235,297.51677,43.11788,0.02474,-0.01998,0.9649,0.8385,1.1087,2.0661,1.986,2.1974,1729.7803,1711.5909,1751.8761,0.5918,0.5598,0.6648,2
1508,2M19504130+4306095,7550955,297.6721,43.10265,0.18071,0.00877,5.334,4.3152,6.8084,1.2571,1.1856,1.3426,1136.3164,1119.2574,1152.128,0.3455,0.265,0.4054,1
1509,2M18403209+4317133,7581214,280.13374,43.28704000000001,-0.27503,0.18009,8.8147,7.0388,11.3549,1.0438,0.9638,1.0948,1529.9053,1507.1275,1554.1231,0.1702,0.1086,0.2549,1
1510,2M18410298+4315506,7581399,280.26243,43.26407,0.0215,-0.01467,0.5005,0.4732,0.5726,2.6709,2.5904,2.7161,1645.128,1631.5483,1657.6175,0.1709,0.1352,0.2049,2
1511,2M18420846+4315092,7581822,280.53527,43.25256,0.19153,0.08138,9.613999999999999,7.7625,12.1627,1.0927,1.0136,1.148,849.2534,836.5657,860.6592,0.0617,-0.005,0.1346,1
1512,2M18500383+4316049,7585122,282.51599999999996,43.26805,0.23914,-0.003820000000000001,3.7741,3.4277,4.0277,1.4022,1.3662,1.4453,553.0139,548.9086,556.8456,0.1119,0.085,0.1386,2
1513,2M19022506+4315255,7591451,285.60446,43.25711,-0.00159,0.10981,8.7381,6.9984,11.0945,1.0859,1.0177,1.1534,1302.5453,1283.4822,1322.7806,0.1701,0.1097,0.2548,1
1514,2M19074946+4314241,7594337,286.9561,43.24005,-0.55243,0.19859,10.3002,8.2224,12.8451,0.963,0.9074,1.0279,927.9067,915.1662,942.1142,-0.0042,-0.075,0.0557,1
1515,2M19095280+4316024,7595572,287.4700200000001,43.26734,0.14898,0.02362,2.046,1.7881,2.1619,1.6936,1.6595,1.7996,1236.157,1226.7891,1248.77,0.0972,0.0629,0.1549,2
