,APOGEE_ID,KIC,RA,DEC,FE_H,A_FE,age,age_68L,age_68U,mass,mass_68L,mass_68U,dist,dist_68L,dist_68U,Av,Av_68L,Av_68U,evstate
681,2M19251657+3923443,4261269,291.31904,39.39565,0.05222,0.0040100000000000005,2.8707,2.2709,3.5896,1.4792,1.3867,1.5743,1592.9083,1568.5559,1616.4869,0.3817,0.315,0.4564,1
682,2M19255330+3918050,4261881,291.47211,39.30141,-0.14182999999999998,0.16822,13.4351,9.4406,16.2731,0.9444,0.9032,1.0422,1514.1367,1485.97,1543.4236,0.3523,0.2354,0.4349,1
683,2M19260302+3920314,4262061,291.5126,39.342079999999996,0.22576999999999997,-0.009909999999999999,2.897,2.2626,3.5882,1.5291,1.4255,1.6249,2176.8985,2145.3584,2214.2569,0.3515,0.277,0.4249,1
684,2M19261400+3923283,4262239,291.55836,39.39121,0.13058,-0.0047,6.8362,4.4926,7.4968,1.1878,1.1455,1.3181,2073.5271,2044.0897,2120.2013,0.3002,0.225,0.4092,1
685,2M19261457+3918088,4262252,291.56072,39.302459999999996,-0.18791,0.04009,4.6194,3.7102,5.8212,1.1993,1.1534,1.304,1521.3002,1499.3049,1543.4169,0.4135,0.3367,0.475,1
686,2M19263055+3919247,4262505,291.62732,39.32353,-0.14002,0.01236,3.6506,2.9336,4.6227,1.32,1.2473,1.414,637.9907,628.7819,647.4807,0.0718,-0.005,0.1341,1
687,2M19275160+3921030,4263884,291.96502999999996,39.35083,-0.26299,0.04083,5.0865,4.121,6.3506,1.1621,1.0914,1.2585,2092.3653,2072.9553,2110.9732,0.23,0.1948,0.2749,2
688,2M19341734+3920444,4270423,293.57227,39.34567,-0.40387,0.24991999999999998,14.1872,11.0586,18.4023,0.8893,0.8441,0.9637,1219.1209,1198.7812,1240.1864,0.201,0.115,0.2891,1
689,2M19345154+3921379,4271039,293.71479,39.36054,-0.24958000000000002,0.05414,9.9531,7.8181,12.4405,0.9903,0.9429,1.0714,1297.3722,1279.0576,1316.704,0.1298,0.075,0.2124,1
690,2M19384992+3922582,4275434,294.70804,39.38285,0.03451,-0.014430000000000002,1.8259,1.1382,1.679,1.9185,1.7946,2.1009,2087.4282,2048.8019,2124.391,0.5072,0.415,0.5727,2
691,2M19385957+3918194,4275625,294.74821000000003,39.305409999999995,0.11854,0.0083,3.807,3.3497,4.9307,1.3721,1.2602,1.432,1122.8639,1103.4175,1141.5785,0.5531,0.4738,0.615,2
692,2M19392245+3920266,4276070,294.84358,39.340720000000005,0.31203000000000003,-0.013330000000000002,2.5997,2.5305,2.8513,1.5751,1.5476,1.6141,1611.3722,1599.8527,1623.7053,0.5187,0.4788,0.5351,2
693,2M19400531+3918560,4276837,295.02214,39.31556,-0.13672,0.09752000000000001,4.4554,3.5892,5.6767,1.2826,1.196,1.3551,1767.9311,1740.1232,1792.6976,0.4667,0.3916,0.5349,1
694,2M19403703+3919491,4277451,295.15432000000004,39.33033,0.25806,0.00586,4.5202,3.4277,5.985,1.3469,1.2416,1.4492,1566.2333,1539.9265,1592.4823,0.518,0.435,0.5925,1
695,2M19422931+3920196,4279700,295.62214,39.33878,0.08102000000000001,-0.0071400000000000005,5.0251,3.9355,6.3514,1.2816,1.1912,1.3619,1481.2767,1458.2433,1504.8146,0.4097,0.3259,0.4751,1
696,2M19430400+3922395,4280424,295.76668,39.37765,0.37766,0.0411,3.4298,2.7861,4.3456,1.4654,1.3739,1.558,1769.9906,1743.8137,1795.1841,0.66,0.605,0.7327,1
697,2M19435178+3921158,4281490,295.96578999999997,39.354420000000005,0.10807,-0.030910000000000003,1.6792,1.5977,1.7175,1.7843,1.7538,1.8369,863.5667,857.4919,869.9352,0.2782,0.225,0.2998,2
698,2M19440356+3918311,4281702,296.01486,39.30867,-0.27956,0.08201,10.8578,7.6736,14.2614,0.9486,0.8749,1.0149,1605.4632,1587.8521,1623.6054,0.5585,0.505,0.5992,2
699,2M19441050+3921211,4281847,296.04377999999997,39.35589,0.06415,-0.01061,0.8809,0.7582,0.9442,2.2061,2.1182,2.3347,1909.5486,1881.4812,1927.8324,0.5099,0.455,0.5632,2
700,2M19442200+3923091,4282111,296.09168999999997,39.385870000000004,0.060320000000000006,0.03802,0.9609,0.5188,1.1427,2.9674,2.2581,2.9919,3560.178,3462.342,3660.0053,0.3795,0.235,0.509,2
701,2M19452669+3921273,4283517,296.36122,39.35759,-0.32738,0.07174,8.375,5.5808,10.1178,0.9836,0.9342,1.1116,2877.7498,2828.1337,2950.256,0.5107,0.425,0.5792,2
702,2M19455453+3919263,4284099,296.47724,39.32399,0.00735,0.035210000000000005,1.0305,0.7401,1.396,2.5653,2.0242,2.5938,1790.073,1746.5461,1838.5984,0.5848,0.4492,0.7248,2
703,2M19460242+3920092,4284281,296.51011,39.3359,0.16572,-0.01048,2.1982,1.5667,2.6495,1.6391,1.5413,1.7945,1223.1625,1199.2783,1243.0383,0.4143,0.3258,0.4949,1
704,2M19461579+3919057,4284581,296.56582000000003,39.31827,-0.14324,0.017830000000000002,2.3008,2.0654,2.5897,1.5361,1.4858,1.5965,647.6087,643.0725,652.3871,0.3301,0.295,0.3698,2
705,2M18593517+3926488,4345370,284.89658,39.446909999999995,-1.01106,0.24289000000000002,11.3164,9.4885,13.3313,0.9094,0.8669,0.9586,1308.1468,1294.0466,1322.7631,0.2001,0.1603,0.2448,1
706,2M19011998+3924387,4346319,285.33329,39.41077,0.23315,-0.030969999999999998,2.4607,2.1787,2.7215,1.6001,1.5487,1.6844,1360.8822,1350.5163,1372.1415,0.3027,0.265,0.3482,2
707,2M19022272+3925218,4346893,285.59469,39.42273,0.37222,0.0033200000000000005,8.137,6.4224,8.8112,1.1619,1.0775,1.1911,696.775,689.2074,705.4767,0.2986,0.2596,0.3349,2
708,2M19023044+3924283,4346953,285.62687,39.40788,0.1775,0.00831,3.1096,2.4831,3.9687,1.5015,1.3867,1.5864,1578.7208,1554.1749,1604.9895,0.4475,0.375,0.5247,1
709,2M19050155+3926453,4348513,286.25646,39.44594,-0.43633,0.24156999999999998,10.997,8.8105,13.8876,0.9474,0.8953,1.0149,1265.2515,1246.235,1283.7624,0.3207,0.2569,0.3949,1
710,2M19051568+3926328,4348666,286.31535,39.44247,-0.00117,0.0033299999999999996,3.1851,2.654,4.121,1.3997,1.3247,1.4926,799.9482,788.0795,810.0317,0.3757,0.3041,0.435,1
711,2M19163037+3924154,4356390,289.12658,39.40428,-0.03967,0.03419,5.6447,4.9739,6.2348,1.1814,1.1406,1.2246,1787.9995,1773.454,1800.9488,0.2765,0.2501,0.3248,2
712,2M19171479+3925223,4356964,289.31165,39.42288,-0.04857,-0.0039700000000000004,4.9073,4.4617,5.3066,1.2185,1.1912,1.255,2338.2367,2322.0411,2352.3613,0.3405,0.305,0.37,2
713,2M19172843+3927028,4357170,289.36849,39.45078,0.24928000000000003,0.01415,8.3862,6.8281,10.8361,1.139,1.052,1.1966,1465.6031,1443.6768,1487.605,0.3885,0.3197,0.4648,1
714,2M19174537+3926515,4357390,289.43906,39.44766,0.010209999999999999,0.00927,3.6055,2.851,4.7296,1.3751,1.2822,1.4822,3220.3657,3165.1191,3277.0891,0.3009,0.215,0.3782,1
715,2M19180313+3928383,4357662,289.51306,39.477309999999996,-0.03319,0.026910000000000003,5.1507,3.6906,5.955,1.2725,1.1967,1.3626,972.51,959.7099,989.6532,0.1049,0.045,0.1933,1
716,2M19190059+3928288,4358564,289.75246,39.47469,0.37406,0.01519,8.2876,6.9984,9.7384,1.0939,1.0519,1.1676,2830.5046,2798.917,2860.7571,0.3,0.265,0.3404,2
717,2M19190233+3928107,4358581,289.75973999999997,39.46965,-0.0070599999999999994,0.014580000000000001,2.2848,2.1326,2.427,1.581,1.5475,1.6069,2581.1167,2563.3626,2597.0916,0.227,0.185,0.2539,2
718,2M19265646+3927123,4365609,291.73528999999996,39.45343,-0.29661,0.09506,6.0979,5.4325,7.1797,1.0979,1.0422,1.14,1958.3286,1938.6526,1974.8024,0.2384,0.1989,0.2748,2
719,2M19274660+3929236,4366351,291.9442,39.489909999999995,0.19527,0.02806,7.9938,6.9984,9.6135,1.1389,1.0814,1.1882,1856.6799,1838.6541,1876.5167,0.3117,0.265,0.3552,1
720,2M19282346+3924283,4366880,292.09778,39.40787,0.00545,0.0009699999999999999,1.3396,1.3044,1.3641,1.893,1.862,1.9263,1268.1076,1258.3456,1277.8791,0.3036,0.265,0.3377,2
721,2M19285461+3926493,4367337,292.22754,39.44704,-0.27476,0.044719999999999996,3.9858,3.2107,4.9524,1.2851,1.2077,1.367,1594.7199,1572.1718,1618.3423,0.305,0.245,0.3768,1
722,2M19322687+3926116,4370730,293.11197999999996,39.43658,-0.39444,0.19074000000000002,10.7999,8.6099,13.5848,0.9646,0.8994,1.019,1321.0627,1301.1879,1341.2369,0.2045,0.135,0.2784,1
723,2M19330806+3925557,4371406,293.28359,39.432159999999996,-0.16783,0.03696,8.1883,6.9984,9.8718,1.0785,1.0065,1.1167,1270.5565,1257.4765,1286.5625,0.1662,0.115,0.2101,1
724,2M19331671+3927586,4371562,293.31964,39.46629,0.14255,0.10999,5.6614,3.5892,9.1495,1.233,1.0892,1.4254,4056.9895,3949.1171,4230.5176,0.4123,0.2502,0.5548,1
725,2M19334998+3928559,4372082,293.45827,39.48222,-0.0384,-0.01617,0.4602,0.4416,0.5259,2.7259,2.6432,2.7793,1061.7283,1052.931,1070.2591,0.3099,0.285,0.3523,2
726,2M19354218+3927259,4374106,293.92579,39.4572,-0.31299,0.03306,4.3066,3.3497,5.6538,1.2554,1.1534,1.3458,837.9155,821.8639,854.0616,0.1546,0.0835,0.245,1
727,2M19374630+3926096,4376346,294.44293,39.436009999999996,0.06192999999999999,0.0012,1.4264,1.3186,1.4618,1.8823,1.8534,1.9784,2660.3909,2633.2979,2690.0548,0.4123,0.3476,0.4549,2
728,2M19381874+3926002,4376913,294.57809,39.4334,0.253,-0.00827,4.4418,3.5859,5.6862,1.3285,1.2613,1.432,1812.4629,1784.4317,1839.8771,0.414,0.3401,0.4848,1
729,2M19384737+3927281,4377436,294.69738,39.45783,0.36829,0.044289999999999996,10.7279,8.2775,13.6399,1.0664,0.9953,1.1466,2120.4639,2082.0921,2156.9268,0.5182,0.4425,0.5949,1
730,2M19394334+3929329,4378473,294.93061,39.492470000000004,-0.23338000000000003,0.11395,5.0275,4.0964,6.5287,1.2199,1.1271,1.284,1272.8425,1252.9969,1292.6516,0.2417,0.1564,0.305,1
731,2M19414307+3926358,4380775,295.42947999999996,39.4433,0.00267,0.02421,18.9638,12.4738,29.1672,0.8371,0.7655,0.9731,1419.8943,1373.4094,1463.8663,0.382,0.255,0.5372,1
732,2M19422949+3927501,4381719,295.62288,39.46394,0.12375,-0.00031,0.92,0.5626,1.0589,2.6731,2.2728,2.8441,2912.9994,2874.0882,3105.8511,0.4244,0.285,0.6085,2
733,2M19434719+3928255,4383388,295.94664,39.47376,0.10189,0.03586,5.4911,4.6238,6.4344,1.2378,1.1788,1.3,940.3528,931.1505,949.4767,0.2776,0.235,0.3204,1
734,2M19000722+3930320,4445549,285.03012,39.50892,-0.32611999999999997,0.05173,9.4084,7.4989,11.6747,0.9845,0.9332,1.0541,785.4331,774.658,797.0526,0.1726,0.115,0.2495,1
735,2M19002413+3933085,4445711,285.10055,39.55237,-0.21495,0.03313,4.393,3.9355,4.8576,1.228,1.1947,1.2763,1035.4549,1026.8334,1044.0346,0.2782,0.2536,0.3249,2
736,2M19011309+3930132,4446181,285.30457,39.50367,-0.40831999999999996,0.25190999999999997,16.2923,12.5314,20.6478,0.8413,0.7979,0.896,900.7881,888.7302,913.0293,0.2804,0.2326,0.335,2
737,2M19011664+3934549,4446215,285.31935,39.581920000000004,0.07356,-0.009640000000000001,3.5941,2.9174,4.5559,1.3829,1.2935,1.4587,1173.4322,1156.2451,1189.8235,0.341,0.2683,0.4049,1
738,2M19013780+3931538,4446405,285.40754,39.53161,-0.02986,-0.00449,3.0636,2.4266,3.8846,1.436,1.3365,1.5235,1357.7248,1336.1648,1378.7537,0.3804,0.305,0.4551,1
739,2M19042774+3935531,4447974,286.11557999999997,39.59811,-0.14862999999999998,0.05018,5.4065,4.2737,6.8367,1.1935,1.1226,1.2763,1596.3505,1572.1718,1621.3374,0.417,0.345,0.4937,1
740,2M19053720+3935214,4448636,286.405,39.5893,0.3508,0.00302,7.8615,7.1614,9.1815,1.1194,1.0764,1.1635,1401.4563,1389.185,1414.1769,0.416,0.384,0.4449,2
741,2M19155202+3931440,4455406,288.96679,39.5289,0.22746999999999998,0.00824,1.906,1.4622,1.9516,1.7541,1.7326,1.9767,1995.4463,1892.7794,2002.0976,0.1818,0.1207,0.3249,2
742,2M19160051+3931251,4455528,289.00212999999997,39.52364,-0.17915999999999999,0.12574000000000002,10.6973,7.6736,14.1382,0.9438,0.883,1.0289,2518.408,2477.2505,2561.4461,0.2331,0.1624,0.305,2
743,2M19161976+3935170,4455785,289.08234,39.58808,-0.13876,0.02425,1.7325,1.4464,2.0178,1.7309,1.6099,1.8195,2330.5158,2304.093,2355.442,0.2212,0.165,0.2676,2
744,2M19172708+3932421,4456739,289.36285,39.54505,0.36641999999999997,0.0395,4.9209,4.5134,5.1889,1.3103,1.2882,1.3437,1661.5621,1653.8646,1672.2989,0.3672,0.3384,0.375,2
745,2M19181631+3933038,4457395,289.56796,39.55106,0.027889999999999998,0.01325,7.6337,6.3826,9.1338,1.0793,1.0175,1.1375,1533.9845,1512.2029,1550.5649,0.2416,0.2096,0.3149,2
746,2M19183959+3935086,4457761,289.665,39.58574,0.35038,0.01457,1.6978,1.6788,1.7125,1.841,1.828,1.8601,1218.2148,1209.2049,1226.7821,0.44,0.4063,0.4651,2
747,2M19200298+3931222,4459025,290.01245,39.52285,-0.00572,0.0289,3.9926,3.4634,4.2158,1.3235,1.3001,1.3803,2512.4072,2495.8009,2532.147,0.2283,0.1872,0.2548,2
748,2M19204925+3930395,4459786,290.20522,39.511,-0.005379999999999999,-0.0037,2.3826,2.1737,2.5995,1.5589,1.5135,1.6013,953.7559,940.806,960.8933,0.1521,0.115,0.2028,2
749,2M19210378+3935345,4460015,290.26577000000003,39.59292,-0.26219000000000003,0.17117000000000002,15.2384,11.0918,22.6229,0.865,0.7979,0.9436,1002.0799,987.4156,1019.4618,0.2405,0.1863,0.3149,2
750,2M19272792+3935184,4465224,291.86634,39.58846,-0.36075999999999997,0.20297,15.4996,12.1619,20.6484,0.8621,0.807,0.9331,3117.9751,3063.7274,3173.1332,0.3485,0.2668,0.4249,1
751,2M19272885+3932227,4465237,291.87025,39.539640000000006,-0.26341,0.07173,5.7484,4.5186,7.5806,1.172,1.0711,1.2301,2439.8989,2399.7166,2480.1712,0.3425,0.265,0.4195,1
752,2M19290068+3930252,4466582,292.25285,39.50703,0.1696,0.07833,10.3329,8.2414,13.0284,1.0593,0.9883,1.1219,1104.1883,1087.6771,1122.0332,0.27,0.1864,0.3349,1
753,2M19321449+3931177,4469602,293.06039,39.5216,-0.06387999999999999,0.04724,1.8574,1.5664,2.3166,1.6491,1.5523,1.7457,1404.0727,1385.5748,1420.6366,0.222,0.165,0.2651,1
754,2M19323232+3930040,4469886,293.1347,39.50112,-0.05897,-2e-05,1.4478,1.3839,1.4958,1.8179,1.7946,1.8574,1714.4271,1702.3153,1727.7713,0.2787,0.245,0.3202,2
755,2M19325679+3931207,4470280,293.23666000000003,39.52243,0.15667,-0.00716,3.2413,2.541,4.0329,1.4665,1.3668,1.5557,1158.2343,1140.9064,1176.2179,0.1657,0.0904,0.2348,1
756,2M19335683+3930273,4471217,293.48679,39.50758,0.02008,0.0035,8.0518,6.3826,10.1529,1.0982,1.0279,1.1653,1503.1824,1480.9482,1525.7685,0.218,0.145,0.2917,1
757,2M19343323+3932164,4471811,293.63847999999996,39.53791,-0.07672000000000001,0.0116,2.418,1.9275,3.0402,1.5341,1.4279,1.6216,1856.8438,1829.4475,1885.7581,0.3721,0.295,0.4393,1
758,2M19370790+3934123,4474383,294.28292999999996,39.57008,0.053810000000000004,-0.0126,1.6033,1.4362,2.2639,1.8358,1.6068,1.9263,796.9094,782.5281,811.4638,0.1156,0.035,0.1914,2
759,2M19383947+3931439,4475934,294.66447,39.52887,0.09268,0.01037,3.4977,3.2734,3.9747,1.3977,1.3427,1.4338,1447.1428,1433.8373,1459.1594,0.2417,0.225,0.2979,2
760,2M19390766+3930360,4476422,294.78193999999996,39.51001,-0.01825,0.00387,0.9224,0.8404,1.1611,2.1808,2.0385,2.3224,1165.4105,1144.1946,1184.6579,0.2045,0.1229,0.2948,2
761,2M19405283+3931532,4478281,295.22013,39.531459999999996,0.23642,0.0138,10.8136,5.0699,32.0479,0.9709,0.7834,1.3309,1132.6657,1043.518,1220.3359,0.2392,-0.075,0.5841,0
762,2M19411061+3930534,4478615,295.29421,39.51484,-0.30691999999999997,0.10678,8.2795,6.6267,10.59,1.0547,0.9725,1.1065,2588.7194,2549.7644,2628.8584,0.4381,0.365,0.5027,1
763,2M19414841+3933201,4479314,295.45173,39.5556,0.041339999999999995,-0.013280000000000002,1.0947,1.0351,1.7225,2.0004,1.7251,2.0228,1670.0669,1634.9332,1710.8138,0.6458,0.545,0.7553,1
764,2M19434205+3930530,4481621,295.92521,39.51474,0.28763,0.09222000000000001,6.4404,5.0292,8.0326,1.2416,1.1587,1.3208,3543.2925,3487.3852,3598.8014,0.5367,0.465,0.6044,1
765,2M19434208+3934059,4481622,295.92535,39.56831,-0.20033,0.04344,3.5754,2.7296,4.6222,1.3257,1.2399,1.4452,4557.0738,4471.9826,4641.6493,0.4902,0.415,0.5805,1
766,2M19461859+3931558,4484996,296.5775,39.53217,0.42841999999999997,0.02715,1.275,0.8976,1.3641,2.1035,2.051,2.4441,2324.5226,2298.8461,2346.8529,0.6164,0.5719,0.6451,2
767,2M19010350+3939104,4543229,285.26461,39.6529,-0.15953,0.16032000000000002,9.2437,7.3282,11.8554,1.0367,0.9727,1.1103,1504.0382,1480.8122,1528.119,0.3802,0.3057,0.4548,1
768,2M19011769+3938293,4543371,285.32374,39.641490000000005,-0.15877,0.01001,0.8767,0.7674,1.0015,2.0946,2.0043,2.1999,1284.8155,1269.1121,1300.6965,0.3151,0.265,0.3679,2
769,2M19050807+3936007,4545474,286.28362999999996,39.6002,0.27104,-0.0028899999999999998,2.1684,1.8836,2.984,1.6736,1.5258,1.7457,985.9587,969.5048,998.8101,0.4158,0.3398,0.4749,1
770,2M19070489+3941133,4546625,286.77038,39.68705,0.129,0.023880000000000002,8.1393,6.8454,10.1171,1.0544,1.0038,1.1219,1227.769,1212.0483,1243.046,0.6288,0.575,0.6743,2
771,2M19102651+3938261,4548564,287.61048999999997,39.64059,-0.20346,0.18458,10.361,8.1115,13.9642,0.9928,0.9332,1.075,1041.5766,1019.7645,1061.9376,0.4964,0.385,0.5802,1
772,2M19173156+3938251,4553631,289.38151,39.64032,0.19082000000000002,0.07484,3.6919,2.7861,4.5891,1.4553,1.3427,1.5457,1674.2882,1649.9469,1700.1545,0.2463,0.175,0.3195,1
773,2M19173237+3941053,4553643,289.38491,39.68483,-0.188,0.0482,6.1193,5.0513,7.3258,1.1672,1.0975,1.2244,2662.3802,2633.055,2694.6556,0.2197,0.165,0.2606,1
774,2M19174913+3940269,4553892,289.45473,39.67415,-0.06947,0.013330000000000002,5.0183,4.3152,5.9238,1.2326,1.1786,1.3,1344.5633,1331.4042,1359.817,0.219,0.1671,0.2548,1
775,2M19175892+3939179,4554044,289.49554,39.654990000000005,0.2657,-4e-05,4.5759,3.7489,5.3074,1.3156,1.2588,1.4159,1960.8898,1943.3002,1974.6333,0.2123,0.185,0.2415,2
776,2M19194567+3941305,4555699,289.94032000000004,39.69181,-0.09994,0.058870000000000006,12.2672,9.938,16.0253,0.9189,0.8779,0.9816,2502.7588,2474.5712,2527.6316,0.2089,0.1621,0.2549,2
777,2M19194816+3938506,4555734,289.9507,39.647420000000004,-0.28718,0.045630000000000004,7.5928,6.0954,9.5198,1.0448,0.9953,1.1253,1434.9699,1414.1645,1454.4332,0.2263,0.155,0.2829,1
778,2M19204638+3941203,4556646,290.19327000000004,39.68898,0.24770999999999999,0.00825,6.6552,5.8479,8.0322,1.2032,1.1428,1.2536,1189.2437,1176.251,1205.7563,0.1923,0.1291,0.2249,1
779,2M19220588+3940299,4557817,290.52452999999997,39.675,0.016819999999999998,-0.009290000000000001,0.9504,0.861,1.0736,2.13,2.0136,2.2104,1103.6545,1091.5657,1115.5856,0.1745,0.135,0.2309,2
780,2M19330942+3939239,4567326,293.28927000000004,39.65665,0.4099,0.00702,5.6368,4.5646,7.1593,1.2793,1.1967,1.3585,1312.3988,1295.6867,1334.3832,0.2996,0.235,0.365,1
781,2M19350998+3940566,4569298,293.79159,39.68241,0.28989000000000004,0.007859999999999999,4.7146,4.3803,5.6868,1.2807,1.2416,1.349,1298.5755,1286.6783,1310.6967,0.3182,0.291,0.365,2
782,2M19353226+3938122,4569691,293.88442000000003,39.63673,-0.38602,0.09068999999999999,6.6511,5.4237,16.7903,0.9496,0.8165,1.1101,2603.4468,2526.3875,2653.5144,0.3446,0.259,0.4349,2
783,2M19355625+3939394,4570120,293.9844,39.66095,0.051539999999999996,-0.02456,0.761,0.6998,0.9786,2.2983,2.0739,2.3439,1428.1195,1397.6871,1447.0469,0.3751,0.305,0.4499,2
784,2M19370908+3940447,4571324,294.28786,39.679109999999994,0.10708,-0.01828,4.4829,3.7584,5.3358,1.3286,1.2531,1.3873,2513.9789,2485.9935,2539.0301,0.3777,0.325,0.4259,1
785,2M19372938+3939261,4571650,294.37246,39.65726,-0.08038,0.01587,2.5751,2.1135,3.2367,1.4621,1.3992,1.5702,607.7981,599.1009,615.9367,0.1011,0.0533,0.1849,1
786,2M19374872+3938481,4571962,294.453,39.64672,-0.012980000000000002,0.025910000000000002,2.8759,1.7989,4.864,1.4678,1.2516,1.6824,3049.5741,2928.7342,3165.9602,0.4801,0.3124,0.6449,1
787,2M19405985+3939150,4575396,295.24938,39.65418,-0.17273,0.05439,13.1806,9.4406,16.9567,0.9143,0.855,0.9778,2668.4791,2627.2413,2713.0938,0.5218,0.4661,0.6049,2
788,2M19410084+3938023,4575420,295.25352999999996,39.634,0.12005,-0.00701,3.5319,2.8523,4.5166,1.4134,1.3182,1.4987,2228.6659,2190.7353,2262.0694,0.3923,0.325,0.4733,1
789,2M19411276+3937217,4575645,295.3032,39.6227,0.26077,0.0068,3.4385,3.1261,3.7796,1.4436,1.4001,1.4926,849.4059,843.2181,856.0301,0.2009,0.1758,0.2348,2
790,2M19422273+3939054,4577048,295.59472999999997,39.65153,0.06871000000000001,0.022930000000000002,7.0522,5.9566,8.0576,1.1439,1.1065,1.2129,1121.0895,1110.4525,1133.5495,0.3018,0.265,0.3571,1
791,2M19432405+3941091,4578246,295.85022999999995,39.68587,0.14567,-0.03692,0.968,0.861,1.0209,2.1502,2.0892,2.2624,1011.8303,1002.5131,1022.0853,0.2715,0.226,0.3148,2
792,2M19433628+3939040,4578488,295.90121,39.65112,-0.11452000000000001,0.07547000000000001,11.6709,9.6605,13.4144,0.9791,0.9289,1.0263,1207.5167,1194.4555,1220.3986,0.2501,0.2124,0.3051,1
793,2M19440607+3938139,4579125,296.02533,39.63722,0.013019999999999999,0.07032999999999999,15.1798,9.8696,17.9824,0.944,0.8884,1.047,1986.0075,1947.6004,2031.8242,0.5169,0.4431,0.6548,1
794,2M19445284+3939408,4580159,296.22019,39.66134,-0.15377000000000002,0.01137,3.8218,3.0549,4.7771,1.3147,1.2302,1.3894,1422.1554,1401.1996,1442.218,0.4792,0.415,0.5515,1
795,2M19445427+3941586,4580189,296.22615,39.69962,0.03402,0.00963,2.6751,2.0654,3.2454,1.5279,1.4276,1.6217,1058.347,1042.2932,1075.189,0.4392,0.3556,0.5048,1
796,2M19490856+3940517,4585508,297.28569,39.68105,0.1217,0.02075,3.218,2.8967,3.9339,1.4673,1.3676,1.5064,1122.1914,1109.4303,1138.9009,0.4122,0.3571,0.4549,2
797,2M19500939+3940149,4586817,297.53915,39.67082,0.030989999999999997,-0.00483,4.8275,3.8459,6.069,1.2683,1.1912,1.3476,1286.0315,1266.1932,1304.7495,0.4956,0.415,0.5597,1
798,2M19501206+3940293,4586875,297.55029,39.67481,0.35427,0.04156,11.1232,9.8696,11.3471,0.9976,0.9953,1.0425,1070.5102,1060.7425,1080.1453,0.3731,0.355,0.4731,2
799,2M19501975+3938489,4587050,297.58231,39.64692,0.21677,-0.01227,5.1605,4.121,6.5048,1.2848,1.1975,1.355,1346.5216,1326.9356,1366.1207,0.4348,0.3559,0.495,1
800,2M18564805+3946115,4633907,284.20022,39.769890000000004,0.04877,0.027,12.369,10.1672,14.9626,0.9478,0.9036,0.9916,950.9895,941.8461,960.4752,0.2989,0.257,0.3349,2
801,2M18571089+3944193,4634108,284.2954,39.73871,0.03528,0.043269999999999996,9.4386,7.9177,11.6161,1.0588,0.9999,1.1143,2013.1075,1988.3822,2036.2452,0.2417,0.195,0.2993,1
802,2M18573123+3946293,4634310,284.38015,39.774809999999995,0.2098,0.01842,5.8316,5.3088,6.9375,1.2044,1.1428,1.2482,1631.8128,1616.2555,1646.22,0.3132,0.2864,0.3548,2
803,2M19015849+3947218,4636731,285.49374,39.7894,0.01913,0.14465999999999998,8.7769,6.9984,11.2393,1.0768,1.0185,1.1623,1741.5643,1715.3784,1768.0879,0.3571,0.2767,0.425,1
804,2M19035057+3946161,4637793,285.96074,39.771159999999995,-0.05703,0.0127,5.7203,4.4906,7.3251,1.1722,1.1159,1.2763,1889.5717,1859.9444,1919.7805,0.3749,0.2952,0.4448,1
805,2M19040518+3944258,4637939,286.02159,39.740520000000004,0.1934,0.02493,7.0613,5.6885,9.1453,1.1648,1.0964,1.25,1636.1659,1609.3113,1661.4242,0.4927,0.415,0.5664,1
806,2M19044459+3947192,4638317,286.1858,39.78868,-0.19401,0.08302000000000001,9.0418,7.117,11.6095,1.0232,0.9638,1.1017,1174.3778,1154.8616,1192.5727,0.3812,0.315,0.4696,1
807,2M19083362+3944043,4640537,287.1401,39.73455,0.21386999999999998,-0.00451,6.4037,5.6885,7.7628,1.1567,1.1036,1.2133,1387.0025,1372.3663,1401.2119,0.5873,0.5409,0.6249,2
808,2M19091350+3947572,4640930,287.30625,39.799240000000005,-0.00502,-0.00282,3.0427,2.5369,3.9344,1.4145,1.3374,1.5064,848.7511,836.5848,859.9818,0.481,0.4243,0.5548,1
809,2M19102230+3943330,4641634,287.59295,39.72583,-0.13101,0.038310000000000004,9.9814,7.2028,11.6108,1.0206,0.9772,1.1103,2416.2767,2381.2224,2451.8201,0.3696,0.305,0.438,1
810,2M19151456+3947520,4644949,288.81067,39.79779,-0.41184,0.20855,7.1361,5.821,9.1364,1.0711,1.0079,1.1427,1176.7878,1160.1123,1194.2352,0.2359,0.1721,0.3048,1
811,2M19155240+3947492,4645455,288.96834,39.797,-0.21608000000000002,0.044180000000000004,2.4206,2.0654,3.2215,1.5023,1.3803,1.5911,2213.9311,2182.3778,2241.2396,0.28,0.225,0.3536,2
812,2M19155363+3944549,4645474,288.9735,39.74861,-0.30108,0.04922,6.5355,5.1928,8.0362,1.1143,1.0375,1.1701,887.7339,875.8504,900.5089,0.1577,0.095,0.2209,1
813,2M19155613+3945174,4645513,288.98389,39.75484,0.15345,0.0113,2.3367,2.0003,3.1252,1.5659,1.4722,1.6718,1989.9512,1956.7261,2020.6419,0.2412,0.1829,0.3349,1
814,2M19160916+3944448,4645692,289.0382,39.7458,-0.01457,0.00969,5.409,4.7808,6.2354,1.2036,1.1417,1.2415,1181.6259,1169.499,1192.6183,0.2754,0.215,0.3051,2
