# Andrea 07-Jul-2020 15:51:38
APOGEE_ID, KIC, RA, DEC, FE_H, A_FE, age, age_68L, age_68U, mass, mass_68L, mass_68U, dist, dist_68L, dist_68U, Av, Av_68L, Av_68U, evstate 
  2M19340430+4516139        8957480  293.51793   45.27055   -0.11970    0.03067    9.25540    7.28280   11.08870    1.04940    0.99080    1.11230 1687.08660 1666.44100 1707.97450    0.27470    0.22500    0.32650    1
  2M19340922+4512090        8957543  293.53843   45.20250    0.28025    0.02519    5.01940    3.31440    5.68650    1.28390    1.24730    1.48910 1513.95650 1500.51370 1529.27450    0.26910    0.22500    0.30140    2
  2M19342237+4512325        8957693  293.59324   45.20903   -0.00393   -0.02060    2.31640    1.88360    2.86640    1.54860    1.45200    1.63040 1540.26810 1518.79810 1561.61840    0.35050    0.28500    0.42060    1
  2M19344209+4516571        8957928  293.67540   45.28255    0.13783    0.03434    6.47760    5.56930    7.85340    1.14080    1.08380    1.20770 2286.24140 2260.16370 2309.33050    0.44080    0.40560    0.49490    2
  2M19344386+4513241        8957944  293.68278   45.22337   -0.00831    0.02226    3.15010    2.48310    3.91780    1.42980    1.34710    1.52740 1173.20140 1155.28720 1189.83030    0.21530    0.13500    0.27550    1
  2M19345244+4512543        8958065  293.71853   45.21511   -0.18331    0.04471    4.97470    4.02250    6.38100    1.24340    1.13750    1.29150 1952.91940 1923.93320 1983.73400    0.33970    0.26500    0.41070    1
  2M19362258+4516594        8959259  294.09410   45.28317    0.29758    0.00446    4.22230    3.39160    5.30670    1.37300    1.29300    1.46530 1138.21140 1122.89740 1154.79920    0.30490    0.24500    0.37670    1
  2M19364273+4513537        8959538  294.17805   45.23161    0.33216    0.02532    8.31790    7.67360   10.54620    1.09380    1.02790    1.13690 1719.99140 1697.61770 1739.72890    0.37890    0.33500    0.41840    2
  2M19372162+4512001        8960083  294.34010   45.20005   -0.00453   -0.00177    2.37050    1.92890    2.98560    1.54660    1.44970    1.63660 1408.49980 1388.35310 1429.73170    0.26860    0.18500    0.32740    1
  2M19384090+4513508        8961152  294.67043   45.23080    0.14840    0.00291    9.23020    7.58580   11.88050    1.06670    1.00870    1.14270 1922.83170 1894.52330 1951.43700    0.47400    0.40610    0.54490    1
  2M19395489+4517599        8962109  294.97872   45.29999   -0.27924    0.04150    7.87170    6.30520    9.88220    1.04460    0.98620    1.11610 1240.98630 1223.20710 1257.92620    0.31160    0.25700    0.38490    1
  2M19405180+4513115        8962844  295.21584   45.21986    0.04784    0.00918    3.08980    2.85100    3.25350    1.44910    1.42550    1.48440 1573.41310 1564.94820 1582.45680    0.37940    0.34860    0.40490    2
  2M19405684+4516050        8962923  295.23687   45.26807   -0.05637   -0.01955    1.09090    0.89450    1.10890    2.06510    1.98600    2.17940 1182.28150 1170.60380 1198.06800    0.24070    0.19510    0.30480    2
  2M19421189+4516438        8963972  295.54956   45.27884    0.19290   -0.02356    9.97790    6.68340   11.21300    1.02870    0.98630    1.14280 1815.96870 1792.66850 1871.29160    0.39020    0.31500    0.53230    2
  2M19422862+4515280        8964218  295.61929   45.25778    0.32578    0.00620    7.75250    6.31100    9.88180    1.16500    1.09360    1.24150 1259.47620 1241.13780 1277.86280    0.31540    0.25010    0.38480    1
  2M19514537+4512351        8973228  297.93907   45.20977    0.00616    0.03720    8.94920    7.67360   10.52640    1.07000    1.01960    1.12190 1860.58170 1841.87410 1881.42010    0.66240    0.62500    0.71820    1
  2M19521098+4517296        8973815  298.04578   45.29157   -0.21101    0.02035    2.31890    1.91690    2.98400    1.48370    1.41210    1.59940  742.97920  731.98140  753.72370    0.22590    0.14920    0.28480    1
  2M19543393+4512304        8976283  298.64141   45.20845   -0.35730    0.01462    1.73680    0.97190    2.78530    1.62550    1.38670    1.93750 1748.24980 1669.16800 1831.11540    0.82150    0.62140    1.00480    1
  2M20003770+4513552        8981783  300.15709   45.23200    0.25140    0.02354    6.11600    4.84170    7.57140    1.24290    1.15870    1.30940 1196.54470 1178.96260 1213.75930    0.72770    0.66590    0.80480    1
  2M20030178+4516164        8984044  300.75745   45.27124    0.12133    0.00047    5.09770    4.62380    5.82390    1.24640    1.18940    1.28810  714.20660  707.60350  720.25230    0.37500    0.33650    0.40490    2
  2M20032129+4513187        8984355  300.83874   45.22187    0.29589    0.00844    6.52440    5.18800    8.06540    1.19690    1.14110    1.28810  905.17340  892.27740  918.82100    0.55170    0.47850    0.61490    1
  2M18532886+4518283        9002577  283.37029   45.30787   -0.64864    0.13125    8.79690    5.68850   15.22060    0.97760    0.85460    1.13220 3094.75270 2985.17550 3217.41960   -0.00530   -0.16500    0.14780    1
  2M18535741+4518282        9002805  283.48922   45.30786    0.04063    0.00897    1.37680    1.33350    1.42840    1.89430    1.86200    1.94980 1316.50560 1306.23110 1328.87240    0.01660   -0.03500    0.05250    2
  2M18554201+4518569        9003765  283.92508   45.31583    0.07106    0.08046   11.31130    7.94140   13.02830    1.02970    0.97440    1.11670  999.59120  985.14450 1018.38070    0.04770   -0.01990    0.14480    1
  2M18571301+4523074        9004448  284.30425   45.38541    0.12169    0.01368   10.64250    8.60990   12.97700    0.98870    0.94180    1.04920 1419.22720 1404.42980 1436.15710    0.12900    0.07580    0.16490    2
  2M18580232+4518280        9004818  284.50971   45.30780    0.10239    0.01482    2.74310    2.21310    3.47780    1.51250    1.41510    1.60680  980.04290  964.93920  994.66460    0.13660    0.06980    0.21500    1
  2M19023248+4521554        9007080  285.63537   45.36539    0.21372    0.00354    5.91070    5.33210    6.83950    1.20340    1.14600    1.24730  611.18200  604.75570  617.28720    0.10070    0.07310    0.14480    2
  2M19034395+4519023        9007718  285.93313   45.31732    0.30945    0.02184    6.01490    5.31010    6.99560    1.20700    1.15870    1.26680 2194.71150 2177.76000 2210.55780    0.16960    0.14990    0.21490    2
  2M19041981+4523391        9008090  286.08257   45.39420    0.03163    0.03828    4.92220    4.33710    5.43060    1.25080    1.20770    1.29660 2722.46600 2700.84630 2748.81590    0.09830    0.06500    0.14270    2
  2M19043851+4520013        9008236  286.16048   45.33370   -0.04749    0.03224    8.05740    6.38260   10.37700    1.06950    1.00920    1.15410 2748.53470 2707.07250 2795.37040    0.08040    0.00460    0.15490    1
  2M19044303+4523591        9008270  286.17929   45.39977    0.03968    0.05849    6.45930    4.06440    7.49700    1.14490    1.10150    1.34770  919.82430  910.85650  930.01110   -0.05700   -0.09930   -0.01510    2
  2M19062541+4519576        9009158  286.60590   45.33267    0.05365    0.01416    2.10430    1.72660    2.54010    1.67140    1.56050    1.78620 1180.24480 1163.24180 1198.07490    0.07110    0.00100    0.12490    2
  2M19062742+4522416        9009175  286.61428   45.37823    0.25239    0.04375    7.99220    6.57510    9.22360    1.10760    1.05890    1.17480 2553.50620 2526.38750 2582.77330    0.16620    0.12100    0.21500    2
  2M19065024+4520470        9009403  286.70937   45.34640   -0.14425    0.00855    9.09030    5.95660   14.51600    0.99930    0.89740    1.15340 3163.63620 3062.24490 3262.12780   -0.01840   -0.16060    0.11490    0
  2M19073187+4521011        9009805  286.88279   45.35033   -0.22679    0.06457    4.37600    3.51720    5.55730    1.24350    1.16940    1.32860 1543.92190 1522.29940 1568.36710    0.09800    0.02500    0.16320    1
  2M19074864+4521398        9009957  286.95268   45.36108   -0.04682    0.03529    7.85410    6.18870    9.88240    1.08760    1.02760    1.16400  453.61770  442.92470  465.03870    0.23890   -0.11500    0.55940    1
  2M19125716+4523446        9012783  288.23817   45.39573    0.24908    0.01459    7.74250    6.13050    9.65740    1.14650    1.08320    1.23010 1982.04890 1953.97890 2011.34000    0.22260    0.14500    0.28520    1
  2M19180368+4519591        9015765  289.51536   45.33308   -0.25129    0.06933    3.75820    3.21220    4.41400    1.31280    1.24220    1.37390 2402.49000 2377.93460 2429.30490    0.24150    0.20500    0.29200    1
  2M19190850+4521111        9016455  289.78544   45.35309    0.07615   -0.02561    0.96030    0.79210    1.08360    2.22180    2.07220    2.36580 2086.43380 2048.80190 2128.43940    0.26910    0.16500    0.35180    2
  2M19195179+4520180        9016901  289.96581   45.33835   -0.67017    0.25428   14.72730   10.11580   20.77750    0.84920    0.78370    0.93310 1746.58450 1688.49570 1817.38410    0.07160   -0.39200    0.53480    2
  2M19213304+4522372        9018004  290.38768   45.37703   -0.27182    0.05833   12.79760    9.44060   16.85790    0.89000    0.83870    0.95930 2659.83360 2616.13380 2700.76560    0.23130    0.16920    0.28480    2
  2M19224796+4522593        9018909  290.69984   45.38316    0.02378    0.02803    8.27250    6.66500   10.58950    1.08200    1.02110    1.15860 1361.59840 1341.21980 1381.46120    0.30490    0.23500    0.37820    1
  2M19241574+4522535        9019877  291.06560   45.38153   -0.02698    0.00357    2.04350    1.64400    2.65960    1.63100    1.48590    1.70600 1155.62770 1136.31840 1174.25240    0.21820    0.13170    0.28500    1
  2M19250616+4521202        9020419  291.27571   45.35563   -0.35954    0.06819    6.57060    5.68850    7.66090    1.06890    1.01360    1.11670 1739.36210 1720.24370 1755.82670    0.16260    0.12020    0.20510    2
  2M19254964+4522389        9020943  291.45685   45.37749   -0.22901    0.09116    8.57890    7.18290   11.88070    0.97930    0.91350    1.03740 2085.43610 2055.22760 2115.86470    0.18750    0.12500    0.23750    2
  2M19261473+4523302        9021204  291.56139   45.39173    0.25998    0.01628   19.40460    7.91770   38.46140    0.86420    0.73790    1.17030 1503.30650 1420.69210 1620.58350    0.19060   -0.07370    0.48480    1
  2M19265167+4521313        9021671  291.71532   45.35871   -0.22841    0.07767    8.80580    7.56140   10.56060    1.02240    0.97750    1.08130 2403.06720 2376.12860 2429.31980    0.19460    0.14950    0.24510    1
  2M19270142+4518086        9021799  291.75592   45.30240   -0.15744    0.03901    5.74460    5.18800    6.81550    1.13500    1.08500    1.18560 2589.38460 2567.43780 2610.57530    0.16970    0.14500    0.22350    2
  2M19305806+4522027        9024483  292.74193   45.36744    0.13606    0.03347    6.75480    6.09540    8.01680    1.13980    1.07990    1.18020 1660.38770 1646.26560 1675.42320    0.20830    0.17140    0.24480    2
  2M19311443+4521372        9024667  292.81014   45.36035    0.24525    0.02541   14.74770   11.97290   17.57370    0.91910    0.85080    0.96370 1617.02370 1599.59490 1638.66190    0.31590    0.27660    0.34500    2
  2M19314427+4521202        9025029  292.93449   45.35562   -0.09468    0.02455    3.21550    2.81000    3.67140    1.40080    1.34590    1.46540 1119.89020 1107.89850 1132.36980    0.09830    0.04500    0.15990    2
  2M19320082+4523095        9025216  293.00343   45.38600   -0.33012    0.08936   11.30710    8.80040   14.28320    0.91970    0.87490    0.97940 1901.95720 1878.27870 1925.26110    0.19840    0.15200    0.24500    2
  2M19322077+4520377        9025447  293.08658   45.34383    0.04890    0.02223    9.01290    7.55960   11.61070    1.02090    0.96380    1.08670 1716.93700 1700.19930 1735.96460    0.27000    0.22500    0.30050    2
  2M19322514+4523332        9025498  293.10478   45.39256    0.08875    0.00876   11.28000    9.03860   13.96040    1.01250    0.95490    1.07700 1288.87780 1272.24280 1307.63040    0.19920    0.13500    0.25010    1
  2M19330112+4522031        9025882  293.25470   45.36753    0.24120    0.02238    8.21680    6.99840    9.85300    1.07290    1.02790    1.14270 1105.42900 1095.21670 1117.95700    0.34920    0.30570    0.37490    2
  2M19332665+4519478        9026209  293.36106   45.32995    0.22736   -0.02781   17.30980   10.11580   25.42420    0.88930    0.81650    1.06000 1809.22840 1745.50020 1872.85860    0.27340    0.12180    0.43480    1
  2M19333627+4520047        9026308  293.40114   45.33466   -0.20756    0.04258    5.10320    4.51860    5.83740    1.16120    1.12190    1.21780 2272.11870 2248.33000 2293.44190    0.41950    0.37540    0.45490    2
  2M19345924+4518161        9027245  293.74686   45.30449   -0.17366    0.15071   10.76850    9.54330   13.33090    0.97760    0.93450    1.03260 1251.18490 1237.37100 1265.03370    0.20130    0.15500    0.25400    1
  2M19353078+4521083        9027635  293.87827   45.35233   -0.33877    0.20667    9.39770    7.36380   12.44160    0.99760    0.93750    1.07650 1313.94210 1290.47620 1335.07140    0.27570    0.18000    0.34480    1
  2M19355067+4523182        9027871  293.96115   45.38841    0.19321   -0.02545    2.97680    2.66070    3.46770    1.50160    1.43210    1.55280 1266.37330 1257.38980 1277.87630    0.24290    0.21950    0.28510    1
  2M19362667+4520385        9028321  294.11116   45.34405    0.14347    0.01364    4.05100    3.62740    4.73000    1.36340    1.30220    1.41240 1164.39390 1154.78200 1174.82810    0.29410    0.24720    0.32490    1
  2M19364114+4519386        9028511  294.17143   45.32740   -0.17033    0.17621   16.17490   12.87950   22.12520    0.86920    0.81280    0.92210 1420.07260 1399.23300 1437.10610    0.23560    0.17500    0.28680    2
  2M19365329+4520367        9028697  294.22205   45.34355    0.08133    0.00456    5.54990    4.51860    7.25190    1.23590    1.14150    1.30000 1260.21600 1240.22350 1280.01740    0.23010    0.15300    0.30480    1
  2M19370745+4519071        9028880  294.28106   45.31866   -0.01055    0.08693    9.31030    6.68340   11.58760    1.08350    1.00450    1.16210 1701.07390 1669.16800 1733.52970    0.24480    0.16500    0.36000    1
  2M19371458+4519101        9028967  294.31077   45.31947   -0.08774    0.03534    3.30650    2.98540    6.39330    1.37100    1.12990    1.44520 2576.86580 2543.90000 2611.49500    0.40100    0.33500    0.45460    2
  2M19373317+4520239        9029195  294.38823   45.34000    0.19977   -0.01043    3.06460    2.79900    3.34980    1.48550    1.43870    1.52880 1116.96470 1110.45250 1125.28680    0.22560    0.19500    0.25280    2
  2M19380328+4523077        9029603  294.51371   45.38549    0.34179   -0.01631    2.19840    1.75790    2.66120    1.66010    1.57210    1.77810 1003.62760  989.69180 1018.32390    0.07470    0.00500    0.13740    1
  2M19405908+4520142        9031798  295.24620   45.33728   -0.11153    0.00907    6.79820    5.38390    8.60690    1.11280    1.05670    1.19780 1290.79760 1272.03780 1309.86580    0.31250    0.23500    0.37860    1
  2M19420369+4521597        9032691  295.51540   45.36659   -0.07671    0.02586    5.69480    4.86070    6.99640    1.16110    1.09670    1.23580 1237.18890 1226.87420 1245.90990    0.27210    0.23500    0.30710    2
  2M19420573+4522302        9032713  295.52391   45.37506   -0.28810    0.06976    1.45400    1.37150    1.92770    1.79650    1.59280    1.82780 2509.32400 2479.07670 2537.98880    0.44900    0.39450    0.50490    2
  2M19441241+4523299        9034557  296.05171   45.39165    0.24346   -0.00019    3.13440    2.30410    3.50630    1.48890    1.43870    1.65890 1386.71990 1377.01940 1397.93270    0.26930    0.23500    0.29810    2
  2M19540918+4522230        9045025  298.53826   45.37306    0.23619    0.07882   10.91820    9.52360   12.73060    1.05270    1.01380    1.10330 1246.03190 1234.26910 1260.34220    0.62760    0.57500    0.67080    1
  2M19583815+4519019        9049147  299.65898   45.31720    0.09482   -0.03738    3.05220    2.44400    3.84450    1.45960    1.36760    1.55180 1070.36110 1053.17380 1085.92580    0.63110    0.56500    0.70400    1
  2M18520610+4528540        9071153  283.02544   45.48167    0.14291    0.00749    6.09780    4.84170    7.62130    1.20240    1.13750    1.28910 1422.06670 1401.36090 1443.71990    0.16900    0.10020    0.24490    1
  2M18521876+4525392        9071238  283.07820   45.42757    0.04591    0.06886    9.00530    7.69310   10.34700    1.08110    1.03270    1.12870 1665.68440 1650.06070 1684.36210    0.19100    0.14500    0.24060    1
  2M18525776+4524199        9071489  283.24070   45.40553   -0.38350    0.22127    8.97080    6.53130   10.54290    0.97970    0.93320    1.05950 3122.74550 3079.64050 3173.61400    0.12480    0.06250    0.18490    2
  2M18531698+4528498        9071650  283.32075   45.48052    0.19688    0.01641    2.01940    1.76520    2.11290    1.71170    1.67480    1.81460 2762.59590 2738.41840 2788.87370    0.10160    0.06500    0.16980    2
  2M18543255+4529377        9072262  283.63563   45.49382   -0.66778    0.21304   11.08730    9.44060   12.94030    0.93020    0.89530    0.98230 1551.79870 1536.38470 1568.38710   -0.01860   -0.05500    0.03140    1
  2M18583457+4527361        9074137  284.64404   45.46003   -0.01172    0.03326    6.66600    5.18800    8.26080    1.16610    1.08600    1.23010 1285.11740 1266.19320 1304.36620    0.14950    0.07500    0.22100    1
  2M19010645+4524187        9075225  285.27691   45.40520   -0.02113   -0.01181    2.47930    2.01840    3.19290    1.53070    1.43210    1.62880  712.24980  701.34240  723.58350    0.06820   -0.01500    0.13350    1
  2M19023941+4527381        9075872  285.66423   45.46061   -0.32609    0.09188    7.09070    5.68850    8.80820    1.09400    1.01380    1.14360  911.45870  898.46260  924.22760    0.00750   -0.06170    0.06510    1
  2M19031447+4527246        9076149  285.81030   45.45685   -0.16904    0.10891   14.37680    7.13180   16.40200    0.90080    0.85500    1.05000 2596.27960 2543.90000 2755.25080    0.09820    0.01500    0.30810    2
  2M19041176+4524471        9076584  286.04901   45.41310   -0.10074    0.01190    4.33620    3.45620    5.43270    1.26170    1.19940    1.35500  804.10460  792.24590  815.61770    0.02630   -0.03700    0.10480    1
  2M19060972+4527435        9077453  286.54054   45.46211   -0.15193    0.03518    5.32050    4.23060    6.68180    1.19050    1.12190    1.26770  947.04500  933.14670  960.47900    0.09830    0.02360    0.16490    1
  2M19061612+4529117        9077501  286.56718   45.48660   -0.06862    0.11825   14.45880   11.61450   18.67130    0.90510    0.85480    0.95490 2497.41380 2466.37950 2526.32310    0.12750    0.07500    0.17110    2
  2M19070193+4525075        9077844  286.75807   45.41876    0.45076    0.01227    2.29960    2.21260    2.42590    1.66320    1.63060    1.68250  789.08040  782.52810  794.80740    0.18770    0.15670    0.21490    2
  2M19113508+4527101        9079904  287.89620   45.45282    0.35022   -0.03223    8.55830    6.99840   10.91680    1.13250    1.04980    1.19110 1703.70350 1676.87190 1728.32380    0.19180    0.12500    0.26040    1
  2M19120815+4529360        9080175  288.03397   45.49336   -0.33688    0.16507   13.34790   10.55120   16.02860    0.93000    0.86690    0.97640  604.32560  596.03270  613.03530    0.02300   -0.03400    0.08500    1
  2M19123815+4529123        9080407  288.15898   45.48677   -0.09252    0.01673    4.92700    3.49860    5.68660    1.24450    1.20770    1.37740  782.53020  771.79150  797.67910   -0.02070   -0.08500    0.07090    1
  2M19124481+4524487        9080445  288.18673   45.41356   -0.10508    0.01126    3.79060    3.27340    4.03350    1.31730    1.28760    1.37390  999.22380  991.69890 1008.05530    0.08780    0.05230    0.12510    2
  2M19130613+4526287        9080606  288.27555   45.44132   -0.16507   -0.00341    4.17080    3.34970    5.23690    1.25620    1.19670    1.35320  709.51390  699.92270  720.25890    0.02310   -0.04200    0.09510    1
  2M19202242+4526098        9084314  290.09346   45.43608   -0.55894    0.08223   11.20140    8.75180   13.33100    0.94310    0.89190    1.00460 2256.94000 2229.97490 2288.16400    0.14990    0.09280    0.20480    1
  2M19231055+4527206        9086060  290.79398   45.45575    0.04368   -0.01556    2.27620    2.04270    2.48250    1.59540    1.55590    1.67110 1799.48060 1788.54540 1809.75610    0.27060    0.23090    0.30510    2
  2M19232302+4527108        9086187  290.84593   45.45301   -0.27717    0.04735    5.79210    4.67090    7.32630    1.15980    1.07550    1.21880 1133.77660 1116.27170 1149.43320    0.22800    0.15500    0.29010    1
  2M19232598+4527252        9086216  290.85825   45.45702   -0.01673    0.04520    4.29970    3.42770    5.42160    1.31210    1.23020    1.39430 1513.19540 1491.07700 1534.99470    0.35370    0.28570    0.42490    1
  2M19235187+4529083        9086505  290.96613   45.48566   -0.00977    0.04146    9.18950    7.85230   11.54270    0.99120    0.94620    1.04860 1868.31970 1849.14030 1890.10870    0.23920    0.19500    0.28930    2
  2M19240504+4529436        9086653  291.02102   45.49546    0.13979    0.07900    7.68390    6.26610   10.11260    1.07340    1.01380    1.16510 1711.49920 1684.61220 1738.46480    0.38340    0.33500    0.44830    2
  2M19255268+4528529        9087870  291.46953   45.48139    0.02624    0.09390    7.11740    6.38260    8.49510    1.10520    1.04240    1.14270 2581.64950 2555.64240 2605.50110    0.27290    0.22500    0.30340    2
  2M19333331+4526056        9093038  293.38881   45.43490    0.16382    0.07764   12.09760   10.13910   13.64630    0.97990    0.93280    1.01850 2394.40440 2371.81010 2418.17060    0.44740    0.41500    0.48770    2
  2M19383444+4529374        9096899  294.64354   45.49373   -0.16603    0.03674    2.90290    2.69280    3.19810    1.41840    1.38030    1.45400 1842.32390 1830.20610 1852.61130    0.31900    0.29500    0.36040    2
  2M19391311+4526367        9097394  294.80463   45.44353   -0.38681    0.09277   15.76130   11.61450   18.90780    0.84890    0.81280    0.91110 2389.24880 2363.19670 2423.75260    0.44750    0.40500    0.50370    2
  2M19420810+4526498        9099712  295.53377   45.44719   -0.10693    0.02938    7.96310    6.68340   11.26120    0.99260    0.93650    1.08130 1891.47300 1861.65820 1925.33630    0.45820    0.39500    0.52170    2
  2M19425253+4526471        9100325  295.71890   45.44643   -0.06665   -0.00215    9.10510    5.43250   14.65470    1.01190    0.90780    1.20400 2315.83980 2231.00250 2401.09440    0.44810    0.28730    0.60490    1
  2M19425994+4524156        9100438  295.74977   45.40435    0.16351    0.01132    2.14500    1.97110    2.26390    1.66710    1.63670    1.73600 2813.39290 2789.33060 2839.43800    0.46950    0.42500    0.51870    2
  2M19430010+4528367        9100444  295.75043   45.47687    0.30719    0.00746    1.81310    1.75910    1.84010    1.80140    1.77820    1.82280 1173.58630 1165.46680 1181.89790    0.22710    0.19240    0.25490    2
  2M19430735+4525349        9100548  295.78065   45.42638   -0.36350    0.12825    9.53170    7.55440   11.88090    0.99370    0.93320    1.05770 1248.99980 1230.21190 1266.21100    0.19750    0.12220    0.25500    1
  2M19510681+4526162        9108045  297.77841   45.43784   -0.03456   -0.03517    1.16740    1.01770    1.18820    1.98150    1.94080    2.11000 1062.82790 1051.74370 1075.19560    0.37780    0.31760    0.43490    2
  2M19521384+4526135        9109244  298.05768   45.43710    0.05724   -0.00974    4.14680    3.27340    5.09730    1.31850    1.25220    1.41250  665.16090  655.39010  674.11120    0.27970    0.21610    0.35480    1
  2M19524308+4527481        9109723  298.17952   45.46338    0.06657   -0.01786    1.55130    1.14030    1.60280    1.82490    1.80290    2.11320  704.38600  692.62800  721.69110    0.45160    0.38500    0.60360    2
  2M19530543+4525412        9110060  298.27265   45.42811    0.08277   -0.02586    8.49850    5.18800   14.28720    1.06260    0.93840    1.25300 1675.00830 1612.50130 1735.89450    0.71240    0.55550    0.87480    1
  2M19554378+4527330        9112472  298.93244   45.45918    0.00744   -0.00529    2.24900    2.01840    2.42690    1.59410    1.55590    1.66210 1340.34300 1331.77260 1350.47010    0.99210    0.94550    1.02490    2
  2M20040583+4524553        9119915  301.02430   45.41539   -0.23645    0.05933    7.62090    6.09540    9.62480    1.08950    1.00160    1.13220  838.92880  826.98940  851.55140    0.38340    0.32490    0.46490    1
  2M18575358+4531335        9139859  284.47325   45.52599    0.34197    0.01689    7.77850    6.23730    9.78370    1.15400    1.08860    1.23580 1006.64180  991.97340 1020.54590    0.13140    0.06500    0.19520    1
  2M18581111+4532476        9139970  284.54630   45.54657   -0.09526    0.06985   10.66310    8.41400   13.60070    0.97430    0.90360    1.01180 2479.32930 2446.30130 2508.89420    0.13230    0.08500    0.19430    2
  2M18593203+4533492        9140614  284.88346   45.56367    0.05616    0.05648    5.52210    4.41570    7.65690    1.23050    1.13230    1.31280 2204.11700 2165.20970 2238.10970    0.20220    0.12500    0.28260    1
  2M19035200+4532464        9142574  285.96667   45.54625   -0.33895    0.20008   15.74050   12.56030   19.27670    0.85320    0.81930    0.90350 1481.84080 1463.86110 1499.14950    0.15860    0.09810    0.19490    2
  2M19041802+4532280        9142768  286.07510   45.54112   -0.10878    0.05743   12.31630    9.16640   15.66220    0.93940    0.88710    0.99610 2722.72900 2688.43790 2758.87610    0.08660    0.02410    0.17490    2
  2M19060916+4534148        9143545  286.53821   45.57079    0.29240    0.01511    8.19310    7.01780    9.88300    1.10720    1.03750    1.15350 2914.59650 2872.30150 2940.92870    0.16070    0.11500    0.20560    2
  2M19064990+4532414        9143834  286.70793   45.54486   -0.43618    0.20749   13.49880   10.73990   17.17420    0.90060    0.84220    0.95930 1978.89590 1947.60130 2008.94230    0.07500    0.00500    0.14220    1
  2M19065473+4534017        9143868  286.72808   45.56716    0.17679   -0.00005    5.74100    5.06990    6.85790    1.20470    1.13750    1.25600 1130.89370 1118.14950 1142.11960    0.09860    0.05820    0.14490    2
  2M19112170+4535591        9145861  287.84042   45.59975    0.37340    0.00460    5.96170    4.84170    7.53110    1.25340    1.17360    1.32420  990.93360  978.18270 1005.74600    0.16210    0.08640    0.21500    1
  2M19113227+4535165        9145952  287.88450   45.58794   -0.00981    0.01684    7.47260    6.23730    8.76650    1.07950    1.02120    1.13740 1506.34000 1487.75010 1522.23520    0.16580    0.10940    0.20490    2
  2M19113253+4531225        9145955  287.88556   45.52293   -0.28058    0.04014    4.27510    3.44980    5.30680    1.25520    1.17480    1.32690  409.76940  404.11040  415.85970    0.02660   -0.04500    0.08240    1
  2M19120599+4531108        9146245  288.02496   45.51968    0.24463    0.01594    3.03020    2.34800    3.84470    1.49840    1.40870    1.62160 1433.36690 1411.91980 1457.08390    0.22170    0.14410    0.29480    1
  2M19122193+4533217        9146372  288.09138   45.55605    0.30608    0.00380    5.59070    4.44840    6.99550    1.25430    1.20220    1.36150 1559.36220 1539.92650 1583.09630    0.22910    0.16320    0.29480    1
  2M19122957+4533314        9146423  288.12324   45.55873    0.04958    0.07335    5.90060    4.48950    7.67460    1.22990    1.13230    1.31720 1346.02560 1322.81780 1372.24280    0.12810    0.03500    0.20800    1
  2M19142703+4535380        9147335  288.61263   45.59390    0.14548   -0.00129    1.98260    1.92750    2.05070    1.70100    1.67480    1.72910 1374.16600 1366.15490 1384.54070    0.16500    0.12500    0.19170    2
  2M19200965+4532449        9150223  290.04022   45.54583   -0.13718    0.03399    4.47300    4.12100    5.24080    1.21550    1.18020    1.27150 1989.40160 1970.78830 2006.78440    0.27580    0.23130    0.31480    2
  2M19222634+4532326        9151578  290.60977   45.54240    0.01420   -0.00369    3.12430    2.54100    4.06510    1.46180    1.33650    1.54860  700.92820  686.27780  714.18900    0.15490    0.05500    0.22180    2
  2M19224440+4534060        9151763  290.68503   45.56835    0.00114    0.10566   11.85540    9.01990   15.30580    0.98680    0.92460    1.07200 1741.06490 1711.27590 1772.09300    0.31650    0.23500    0.40200    1
  2M19232912+4533427        9152245  290.87134   45.56187    0.13675    0.03619    9.28610    7.38920   11.61570    1.07650    1.00900    1.14280 1167.66270 1149.47610 1185.45630    0.31660    0.24500    0.39040    1
  2M19330039+4533287        9158119  293.25164   45.55798   -0.47531    0.22023   12.17910   10.26830   14.28540    0.92320    0.88000    0.96810 2065.45440 2039.85770 2086.90940    0.30100    0.26500    0.35280    1
  2M19341885+4533028        9158981  293.57858   45.55079    0.03698    0.00092    5.07870    4.41570    5.95250    1.26240    1.20250    1.31810 2424.46590 2401.59640 2449.76000    0.24190    0.19930    0.28490    1
  2M19344047+4534146        9159227  293.66863   45.57074    0.32756    0.03967   11.13410    9.93800   11.34670    0.99770    0.99530    1.04100 1560.22260 1548.95930 1572.11730    0.24150    0.21500    0.28740    2
  2M19344358+4534352        9159263  293.68160   45.57647   -0.28932    0.19575   14.09170   11.18920   18.39950    0.88100    0.83420    0.93740 2401.86860 2368.75380 2429.34440    0.27080    0.21500    0.31360    2
  2M19345367+4535087        9159375  293.72363   45.58576    0.06268    0.01939    4.13690    3.67790    4.41420    1.32020    1.29410    1.37290 2426.92790 2412.68090 2444.71060    0.29530    0.26500    0.32520    2
  2M19364361+4532499        9160695  294.18172   45.54722    0.10408    0.01491    1.31920    0.93220    1.36470    1.89980    1.88790    2.13930 3030.63760 2987.16890 3093.77840    0.34990    0.26500    0.44180    1
  2M19370728+4530134        9160995  294.28036   45.50373   -0.17649    0.03189    5.35810    4.73150    6.19870    1.16090    1.10790    1.20770 1767.64770 1751.45910 1784.38000    0.21960    0.18500    0.26720    2
