# Andrea 07-Jul-2020 15:51:38
APOGEE_ID, KIC, RA, DEC, FE_H, A_FE, age, age_68L, age_68U, mass, mass_68L, mass_68U, dist, dist_68L, dist_68U, Av, Av_68L, Av_68U, evstate 
  2M19582620+4034116        5395887  299.60921   40.56989   -0.08608    0.06339    9.04140    7.67360   10.71730    1.03450    0.99080    1.09630 2308.84880 2282.96840 2334.78980    0.58200    0.54500    0.63740    1
  2M19583123+4032269        5395997  299.63014   40.54081   -0.13056    0.02495    7.75020    4.73910    9.01660    1.03490    0.98620    1.20880 2529.35730 2503.05230 2555.58170    0.53150    0.48500    0.59100    2
  2M18544441+4040306        5427229  283.68505   40.67518    0.13784    0.00972    2.72590    2.48310    2.81400    1.54230    1.50890    1.57740 1894.29290 1881.48120 1907.06610    0.31200    0.27880    0.33490    2
  2M18570660+4040280        5428360  284.27753   40.67445    0.22586    0.01330    7.34220    5.82100    9.10530    1.17000    1.10150    1.24690 1232.22180 1214.78640 1251.85220    0.37010    0.29500    0.43920    1
  2M19015505+4040564        5430779  285.47939   40.68234    0.22201   -0.00321    3.76230    3.01300    4.73020    1.40860    1.31130    1.48570  952.30900  938.64170  967.05570    0.31550    0.25500    0.39360    1
  2M19104428+4038387        5435961  287.68453   40.64410    0.23886    0.00880    6.87790    6.02700    8.80820    1.13070    1.06650    1.19860 1418.74980 1398.49210 1433.84920    0.21860    0.15820    0.25500    2
  2M19105612+4038321        5436082  287.73385   40.64227    0.07566    0.01372    3.73240    3.58920    4.43800    1.36230    1.29570    1.38670 1616.65090 1604.13180 1631.12990    0.21140    0.17200    0.24490    2
  2M19113355+4040127        5436490  287.88979   40.67020   -0.07408    0.06377   10.11600    8.60990   11.92380    1.02570    0.97270    1.07290 1492.17160 1475.97830 1508.30350    0.23880    0.18500    0.28030    1
  2M19120494+4038521        5436814  288.02059   40.64782   -0.36133    0.09393   11.82240    9.01570   15.70840    0.91770    0.85900    1.00320 1828.71010 1796.80110 1862.98890    0.10120    0.02500    0.18600    1
  2M19135045+4041260        5437909  288.46023   40.69056    0.04588   -0.01295    3.16010    2.60020    4.01910    1.42540    1.33910    1.50640  867.26560  855.95300  880.00180    0.07670    0.00610    0.13480    1
  2M19153085+4037028        5439087  288.87854   40.61746   -0.14768    0.02953    3.82120    2.91740    4.35380    1.31420    1.25880    1.43070 2927.29010 2896.54260 2954.54010    0.12990    0.08500    0.21480    2
  2M19155185+4040542        5439339  288.96606   40.68173    0.05905   -0.02515    0.61410    0.59620    0.62350    2.49030    2.46790    2.50000 1293.37450 1286.76700 1300.05810    0.19600    0.16900    0.20480    2
  2M19170097+4036282        5440198  289.25404   40.60785    0.24161    0.00444    7.26590    5.82100    9.17260    1.16020    1.09640    1.24220  938.18420  924.65550  951.67720    0.21430    0.14520    0.28480    1
  2M19172255+4040035        5440488  289.34397   40.66765   -0.04985    0.00473    4.19760    3.44430    4.95280    1.33400    1.25310    1.39420 2231.10050 2209.07290 2256.74270    0.16970    0.12550    0.21490    1
  2M19181381+4039419        5441150  289.55755   40.66166    0.04902    0.01196    5.82570    4.95450    6.45610    1.18330    1.13970    1.24150 2235.28450 2215.18480 2261.94420    0.34340    0.30500    0.39040    2
  2M19211245+4041159        5443651  290.30188   40.68778   -0.15383    0.04100    7.55640    5.90470    9.43690    1.10290    1.02150    1.15860 1895.13830 1868.52970 1924.62790    0.22320    0.15940    0.30490    1
  2M19211884+4037011        5443741  290.32853   40.61699    0.10530    0.00692    5.55860    4.82170    8.22290    1.24770    1.11680    1.29160 1346.98180 1320.62640 1372.41760    0.20380    0.08850    0.28490    1
  2M19235721+4040274        5445796  290.98838   40.67430   -0.26195    0.19621   12.93290    9.70290   19.26870    0.89720    0.82410    0.96620 2507.46110 2457.53700 2550.92590    0.29990    0.22500    0.36500    2
  2M19244093+4037109        5446355  291.17055   40.61971   -0.04162    0.04490    6.01480    3.84590    9.47580    1.14570    1.03530    1.34270 4166.98490 4031.80970 4309.28800    0.16120    0.01660    0.30490    1
  2M19291825+4041286        5450049  292.32605   40.69128   -0.05101    0.02559    6.78900    5.85060    8.03320    1.12990    1.08140    1.19190 1771.28380 1751.86220 1789.03640    0.17250    0.13500    0.22210    1
  2M19294801+4040210        5450439  292.45006   40.67251   -0.25727    0.00519    3.76990    3.05490    4.64800    1.28520    1.21640    1.36760  438.87060  433.01200  444.72810   -0.06010   -0.15500   -0.03410    1
  2M19302151+4041470        5450937  292.58966   40.69639   -0.13863    0.02100    7.20890    5.77560    9.22330    1.09200    1.02730    1.16410 1438.36770 1417.42450 1459.43440    0.28200    0.20500    0.34620    1
  2M19304500+4041194        5451290  292.68752   40.68875   -0.23422    0.05957    3.55370    3.12610    4.42710    1.32660    1.22940    1.38020 2800.44780 2776.51450 2824.03290    0.42880    0.38070    0.46490    2
  2M19360024+4037364        5455901  294.00102   40.62678   -0.18590    0.02694    5.40750    4.77750    6.38110    1.14960    1.09490    1.20210 2660.75540 2633.29790 2682.32170    0.30050    0.26420    0.34490    2
  2M19361271+4038134        5456086  294.05297   40.63707    0.18284    0.03649    3.75310    2.87810    4.73040    1.40890    1.31660    1.51350 1707.68050 1683.52640 1735.74200    0.32480    0.26070    0.40480    1
  2M19364551+4041149        5456612  294.18964   40.68748   -0.03170   -0.00395    7.60210    4.84060   13.33130    1.10320    0.93750    1.25390 2340.76630 2256.83590 2422.14800    0.37780    0.21130    0.52480    1
  2M19374102+4036318        5457518  294.42094   40.60885   -0.04705    0.01771    4.75400    3.77920    5.95490    1.25300    1.18020    1.33370  756.22240  745.58990  767.95460    0.17290    0.10410    0.24490    1
  2M19375823+4040256        5457811  294.49265   40.67380    0.40957    0.02535    8.34240    6.66190   10.34850    1.14800    1.03670    1.16170  824.96700  813.72920  838.45740    0.37950    0.31080    0.44510    1
  2M19393337+4037588        5459287  294.88905   40.63300    0.17243   -0.00208    1.00960    0.89990    1.05890    2.15140    2.09880    2.26800 1247.62490 1232.67870 1263.23270    0.37550    0.32540    0.44480    2
  2M19401013+4041589        5459855  295.04223   40.69971   -0.19648    0.02242    2.82440    2.24080    3.50650    1.43800    1.34270    1.52220  877.25860  864.48990  890.19980    0.12700    0.05500    0.18950    1
  2M19412794+4037568        5461146  295.36642   40.63245   -0.13059    0.02458    3.96500    3.12610    4.98160    1.31400    1.22450    1.39370 2310.49720 2274.73060 2346.85600    0.51760    0.43500    0.58660    1
  2M19414409+4041463        5461447  295.43372   40.69621   -0.08197    0.02390    6.40270    4.95450    8.15820    1.11390    1.04220    1.22620 1893.02540 1863.84570 1929.67560    0.47050    0.40500    0.53850    2
  2M19420831+4036157        5461921  295.53465   40.60438   -0.22495    0.18021   10.06880    7.89400   12.73550    1.00170    0.94620    1.07550 1817.99160 1788.54540 1845.13770    0.42010    0.34500    0.49820    1
  2M19425535+4038359        5462797  295.73063   40.64333   -0.25009    0.03719    1.89320    1.27350    2.86810    1.61020    1.41240    1.81270 2766.25520 2682.25450 2859.06770    0.51780    0.37500    0.64790    1
  2M19473472+4039461        5468123  296.89468   40.66283   -0.02523    0.03833    5.11380    4.11720    6.52910    1.24240    1.16400    1.32010 1759.66030 1731.80910 1785.05020    0.85450    0.77500    0.91970    1
  2M19473609+4039198        5468161  296.90040   40.65551    0.21222    0.00793    2.86430    2.26460    3.49240    1.51000    1.43540    1.62160 1459.17930 1437.14270 1480.93710    0.37500    0.30500    0.44530    1
  2M19492563+4037258        5470218  297.35683   40.62384   -0.01615    0.01874    6.96940    5.55900    8.83990    1.11470    1.06650    1.20680 1329.70490 1310.68980 1349.96250    0.32000    0.25500    0.40120    1
  2M19503307+4039296        5471396  297.63782   40.65823   -0.06376    0.03060    6.91320    3.08530   18.40080    1.15030    0.85500    1.42990 1423.68270 1334.81170 1518.74940    0.51440    0.23500    0.78840    0
  2M19515573+4040059        5472717  297.98224   40.66832    0.06810    0.01987    3.24910    2.60020    4.11420    1.42630    1.34890    1.53110 1279.33290 1260.37540 1298.75120    0.58080    0.50100    0.64490    1
  2M19520777+4038131        5472964  298.03240   40.63697   -0.00124    0.02902   10.86700    8.60990   13.77690    0.98380    0.94180    1.06890 1258.52520 1243.25400 1272.04560    0.83090    0.75210    0.88490    1
  2M19525213+4041387        5473840  298.21721   40.69409    0.30412    0.00411    0.67320    0.65310    0.71310    2.48220    2.43200    2.51070 1678.84680 1669.16720 1690.31500    0.58650    0.55500    0.60680    2
  2M19533396+4038372        5474712  298.39152   40.64368   -0.33251    0.05163   10.84410    8.21670   14.28930    0.91880    0.86970    0.99070 2663.45030 2625.54810 2700.77150    0.62710    0.57500    0.67420    2
  2M19535714+4040453        5475271  298.48810   40.67926   -0.09764    0.03360    5.36020    2.91740   12.94310    1.13470    0.92920    1.43200 3416.19780 3237.12800 3609.81710    0.46130    0.23500    0.70280    1
  2M19542809+4036452        5475952  298.61705   40.61257    0.05703   -0.01214    5.22620    3.93550    6.17790    1.26090    1.19670    1.35550 1820.03350 1798.08390 1842.89760    0.31920    0.27000    0.38490    1
  2M19543175+4038292        5476034  298.63232   40.64144    0.09958    0.02528   10.15160    8.39650   12.44050    0.98950    0.94510    1.04700 2484.34430 2457.53700 2513.37170    0.49290    0.44620    0.53480    2
  2M19555413+4036220        5477873  298.97558   40.60614    0.07561   -0.02234    2.17250    1.71790    2.36710    1.64810    1.57270    1.73760 2166.54520 2144.76590 2195.27360    0.56790    0.52500    0.62350    1
  2M19555831+4038509        5477973  298.99298   40.64750    0.04202    0.03479    8.16390    6.95660   10.58870    1.05460    0.97920    1.10650 2521.66300 2485.99350 2557.14570    0.59360    0.54500    0.65490    2
  2M19560001+4041041        5478010  299.00005   40.68450   -0.14973    0.06228    5.45320    4.84060    6.35530    1.16030    1.11440    1.21330 1396.65070 1381.97400 1412.24850    0.49940    0.45350    0.54500    2
  2M19564091+4040409        5478864  299.17047   40.67804   -0.15364    0.05225    5.70870    5.11560    6.68130    1.14900    1.09140    1.18890 1077.88820 1067.82480 1086.39140    0.53930    0.49500    0.57490    2
  2M19570851+4037099        5479483  299.28547   40.61942    0.20700   -0.01065    3.84880    3.05490    4.83100    1.37740    1.30610    1.48360 1726.58650 1700.20010 1752.90040    0.63210    0.54500    0.68550    1
  2M18525041+4046207        5511566  283.21008   40.77242   -0.79272    0.29440    8.66800    6.53130   17.89880    0.95990    0.79360    1.03260 2470.18880 2405.30350 2526.40750    0.12600    0.04500    0.18900    2
  2M18551741+4045480        5512777  283.82258   40.76336   -0.15584    0.14567   11.86230    6.09820   19.71810    0.95100    0.81650    1.11090 1176.83900 1156.75140 1200.85210    0.29160    0.21240    0.37490    2
  2M18553092+4042447        5512910  283.87885   40.71243   -0.30997    0.15889    3.82190    3.42770    4.41180    1.29030    1.24160    1.34730 2959.30210 2934.26900 2982.38430    0.34040    0.29500    0.36980    2
  2M18574575+4042531        5514024  284.44063   40.71478   -0.22609    0.07050   10.06300    7.85230   12.55890    1.00690    0.92890    1.05260  556.51430  547.73440  564.28830    0.05440   -0.01500    0.12770    1
  2M18575250+4044558        5514079  284.46875   40.74885    0.13761   -0.01202    4.60860    3.67280    5.77760    1.30620    1.22960    1.39310  950.46010  936.48330  964.84760    0.35410    0.29500    0.43970    1
  2M18594704+4045279        5514974  284.94602   40.75777    0.04873    0.04349    9.90180    8.41400   12.33140    0.98880    0.94180    1.04000 1197.42370 1184.40450 1209.69670    0.35160    0.30500    0.39110    2
  2M19003467+4045192        5515314  285.14447   40.75534    0.38895    0.00865    4.48730    3.55390    5.55990    1.36050    1.28820    1.45630  602.84990  593.85430  611.62880    0.13230    0.06890    0.20480    1
  2M19013224+4043503        5515794  285.38434   40.73066    0.06181    0.00534    1.78140    1.57940    1.88320    1.74440    1.70600    1.84600 2545.27570 2520.57680 2572.35990    0.25070    0.19700    0.31510    2
  2M19014463+4046373        5515939  285.43600   40.77705   -0.37056    0.19560   18.65950   14.62180   22.14800    0.81460    0.78770    0.86680 2088.97810 2067.75970 2114.44720    0.21720    0.17500    0.26010    2
  2M19035590+4044579        5517118  285.98296   40.74943    0.22211    0.00023    8.17930    7.16140    9.62950    1.09300    1.03750    1.14010 1575.15960 1561.34880 1589.16930    0.23780    0.19500    0.26440    2
  2M19041565+4047019        5517310  286.06521   40.78387   -0.24687    0.05146    4.96790    3.97830    6.38080    1.16770    1.12710    1.29090 2163.91300 2130.59050 2199.44060    0.24010    0.15950    0.30480    1
  2M19043096+4047278        5517442  286.12903   40.79107   -0.08991    0.06988    2.60780    2.16520    3.58800    1.49630    1.36470    1.59930 1870.60710 1847.01300 1894.44010    0.20300    0.14480    0.25510    2
  2M19105440+4047539        5521210  287.72670   40.79831   -0.02139    0.01425    5.26040    4.11340    6.68090    1.23570    1.15530    1.32410 1648.41070 1623.26680 1676.80200    0.15460    0.08240    0.23480    1
  2M19114178+4043134        5521718  287.92410   40.72041   -0.17360    0.18947   12.02980    8.95160   14.95680    0.99230    0.92460    1.05760 1360.20160 1338.72050 1385.17450    0.12610    0.04840    0.22480    1
  2M19121461+4045519        5522071  288.06088   40.76442    0.03893   -0.00884    3.87170    3.07110    4.84060    1.34910    1.27050    1.43910  614.23030  604.82530  622.99960    0.08030    0.01500    0.15420    1
  2M19125548+4044568        5522479  288.23117   40.74913   -0.13445    0.03313    1.68450    1.36460    2.08730    1.68590    1.57750    1.78360 2872.63450 2832.63110 2914.00260    0.17020    0.10500    0.24170    1
  2M19130385+4045596        5522575  288.26604   40.76657   -0.37839    0.08843    3.54930    2.88870    4.41430    1.32610    1.23310    1.39310  904.64920  892.27740  917.59180    0.10340    0.06050    0.18480    1
  2M19131397+4045463        5522686  288.30824   40.76287    0.05002    0.17177   12.16470    9.31110   14.61810    1.01510    0.95490    1.08200 1199.83990 1177.38900 1223.21630    0.58560    0.51500    0.67410    1
  2M19132615+4047571        5522822  288.35898   40.79921   -0.48954    0.24051   15.46970   12.12270   19.71950    0.83870    0.80530    0.90340 2558.85220 2526.96900 2591.11030    0.12370    0.07640    0.16480    2
  2M19152105+4047153        5524119  288.83774   40.78759    0.08214    0.02874    1.14870    0.96610    1.32310    2.15680    2.02320    2.30110 3383.82340 3338.18030 3431.50400    0.09820    0.04110    0.16500    2
  2M19152927+4046014        5524229  288.87199   40.76706   -0.30831    0.05839    7.12630    5.68850    8.84350    1.07720    1.00920    1.14020  719.28050  708.76120  728.68380    0.07270    0.00500    0.12940    1
  2M19160889+4044237        5524720  289.03704   40.73993    0.21253    0.00661    7.91430    6.38260   10.32730    1.14450    1.06410    1.21890 1536.04470 1511.81970 1560.60980    0.24140    0.17360    0.32490    1
  2M19170296+4043070        5525400  289.26235   40.71861   -0.14634    0.03568    5.00290    3.45540    5.68700    1.25030    1.18480    1.35510 2118.54730 2086.89200 2159.87770    0.08390    0.02500    0.21350    1
  2M19171081+4043002        5525484  289.29504   40.71675    0.15168   -0.03234    4.55120    3.67280    5.79650    1.30050    1.22450    1.38820 1623.79160 1601.40070 1649.40790    0.29950    0.21570    0.35490    1
  2M19173009+4047052        5525753  289.37541   40.78479   -0.07066   -0.00519    7.53510    6.83910    9.63720    1.05290    0.97720    1.08210 2727.36780 2696.00040 2757.30500    0.21860    0.17500    0.26960    2
  2M19175546+4047254        5526083  289.48109   40.79040   -0.11482    0.03002    2.83660    2.66070    2.99590    1.43650    1.41630    1.45860 1626.27810 1616.03190 1638.66270    0.19800    0.15900    0.22480    2
  2M19232229+4047361        5530664  290.84290   40.79339   -0.11762    0.04610   10.55580    8.97020   13.02850    1.00730    0.94330    1.05180 2048.70840 2025.34900 2073.62450    0.13320    0.08500    0.18760    1
  2M19234890+4044497        5530982  290.95378   40.74716   -0.25540    0.07209    9.46020    8.03530   11.15260    1.01980    0.95490    1.05430 1812.09280 1792.66850 1834.34390    0.22070    0.17900    0.27490    1
  2M19241268+4042088        5531278  291.05286   40.70247    0.27901    0.03355   11.12080    7.95980   11.34680    0.99770    0.99530    1.11640 1099.62860 1077.70500 1118.53060    0.30860    0.25500    0.39250    2
  2M19281062+4045393        5534253  292.04426   40.76092   -0.01219    0.00761    4.84580    4.17160    5.18670    1.23970    1.21330    1.29630 1119.16500 1110.45250 1129.30600    0.29800    0.25500    0.33330    2
  2M19281647+4047513        5534335  292.06866   40.79761   -0.10720    0.01417    6.08550    4.73150    7.30640    1.18790    1.11540    1.25880 1862.95780 1838.65410 1888.90380    0.13290    0.08500    0.19890    1
  2M19290307+4045358        5534973  292.26281   40.75995    0.31560   -0.04559    2.88660    2.21310    3.44170    1.52910    1.45200    1.64830 1551.43000 1529.32550 1578.82200    0.23140    0.16040    0.30490    1
  2M19290700+4044384        5535029  292.27918   40.74402   -0.17125    0.04752   14.44140   10.99000   18.82820    0.90540    0.83940    0.97090 2310.51550 2267.98420 2352.26520    0.22290    0.14330    0.31490    1
  2M19362730+4042163        5541499  294.11377   40.70453   -0.02748    0.03147    9.50140    7.14990   12.73210    1.05550    0.96340    1.13230 2276.89150 2231.00250 2322.97850    0.37660    0.28500    0.46890    1
  2M19371316+4047466        5542222  294.30487   40.79628    0.21359    0.00444    3.94950    3.42370    4.72940    1.39090    1.32660    1.45860 1156.39280 1146.48940 1168.11350    0.35060    0.30500    0.38210    1
  2M19382194+4044252        5543289  294.59142   40.74036   -0.38599    0.07573    8.45310    6.83910   10.73570    1.01780    0.95490    1.08410 1603.26620 1580.52030 1627.38410    0.31320    0.25500    0.38370    1
  2M19393498+4045056        5544444  294.89577   40.75158    0.29780    0.01850    3.90100    3.16230    4.95270    1.40080    1.31210    1.48780 1855.34960 1826.16430 1881.48540    0.43820    0.36900    0.50490    1
  2M19393524+4045378        5544447  294.89687   40.76050    0.05638    0.04966    7.62520    6.38260   10.92510    1.12720    1.03010    1.19110 1587.59690 1554.17490 1612.94970    0.41220    0.31500    0.49250    1
  2M19394480+4044184        5544606  294.93667   40.73845    0.12314    0.00661    5.03350    3.96920    6.23560    1.28680    1.19640    1.35510  982.59430  968.45620  996.55440    0.20150    0.13670    0.27490    1
  2M19395553+4042529        5544763  294.98139   40.71471    0.21585   -0.01713    1.28900    0.98760    1.33320    2.21400    1.96780    2.24910 1122.21260 1090.03370 1138.94040    0.34780    0.21500    0.41950    2
  2M19402919+4043314        5545303  295.12166   40.72540    0.08973    0.02025    3.08120    2.88540    3.19810    1.45420    1.43860    1.49260 3294.13930 3271.07140 3315.02810    0.51700    0.48060    0.53490    2
  2M19403122+4046286        5545340  295.13008   40.77463    0.07592   -0.01016    3.10920    2.85230    3.42670    1.44740    1.40340    1.49260  633.99280  628.78190  639.09310    0.07580    0.04500    0.11270    2
  2M19405620+4046340        5545719  295.23417   40.77613    0.12862    0.00983    3.06800    2.43610    3.84470    1.46370    1.38030    1.56700 1917.27380 1889.16510 1947.54990    0.56300    0.49270    0.63490    1
  2M19412186+4044586        5546141  295.34112   40.74963    0.20248    0.01047    6.01560    4.78300    7.49710    1.23280    1.15870    1.31250  569.54700  561.61670  578.73860    0.17000    0.11500    0.25750    1
  2M19421132+4045130        5547077  295.54718   40.75361    0.07349    0.00169    1.86050    1.43050    1.88310    1.72850    1.71380    1.94510 1535.95630 1488.98360 1554.12370    0.34990    0.25630    0.43490    2
  2M19465238+4042207        5552283  296.71828   40.70576    0.29976    0.00002    3.42350    2.72020    4.21730    1.46430    1.37390    1.55310 1413.08670 1392.32270 1433.78250    0.35220    0.28500    0.41800    1
  2M19472867+4043289        5553045  296.86949   40.72470    0.10370    0.01900    9.29470    7.85230   11.53270    1.01990    0.96380    1.06960 1706.80700 1688.49570 1727.47850    0.64010    0.59340    0.68500    2
  2M19481244+4046338        5553963  297.05187   40.77606    0.14068    0.00629    6.47290    4.73150    8.97880    1.20250    1.08740    1.30600 2095.12850 2048.80190 2141.09350    0.94370    0.83500    1.03890    1
  2M19502622+4043336        5556683  297.60926   40.72600   -0.44733    0.07764   15.82510    9.22570   20.04620    0.84200    0.79790    0.96040 2757.28560 2709.19310 2821.53980    0.73100    0.67500    0.80060    2
  2M19502947+4043097        5556743  297.62280   40.71938   -0.23832    0.04058    1.65930    1.30230    1.97250    1.64790    1.57610    1.78620 1720.81270 1696.36790 1743.82210    0.69750    0.62660    0.75480    1
  2M19511818+4044170        5557807  297.82579   40.73808   -0.05965    0.00208    1.07830    0.86400    1.30280    2.15220    1.98360    2.33310 1357.44450 1336.07210 1378.75920    0.34550    0.26500    0.40930    2
  2M19511822+4045463        5557808  297.82593   40.76288   -0.09794    0.01819    4.16080    3.74280    4.62270    1.27370    1.24160    1.32360 1405.66210 1388.35310 1421.85560    0.51600    0.46500    0.55580    2
  2M19513352+4045361        5558110  297.88969   40.76005    0.03321   -0.07083    0.97550    0.81130    1.05880    2.12470    2.05100    2.28710 1949.32810 1920.87860 1975.04440    0.57290    0.53500    0.64030    2
  2M19515371+4047081        5558488  297.97380   40.78559   -0.12135    0.03946    5.94800    5.30880    7.03680    1.13580    1.07640    1.17580 1165.61470 1153.55940 1176.22050    0.34980    0.30500    0.39200    2
  2M19540709+4046539        5560983  298.52957   40.78166    0.14391    0.02357    7.74720    5.93740   10.11320    1.13660    1.05670    1.22870 2095.48280 2056.78970 2135.50590    0.41850    0.33500    0.50730    1
  2M19553408+4043538        5562913  298.89200   40.73161   -0.03796    0.16148    1.30120    0.96830    1.36460    2.03700    1.98430    2.29060 2327.59650 2294.35160 2374.04140    0.57560    0.48500    0.65650    2
  2M19561956+4044269        5563915  299.08150   40.74081    0.22798   -0.00014    0.74120    0.51880    0.81730    2.77360    2.53500    2.89360 2000.61130 1946.30070 2029.96180    0.58670    0.46920    0.66480    2
  2M19570428+4043126        5564915  299.26785   40.72018   -0.04725    0.00909    3.69970    2.92480    4.62410    1.34930    1.26460    1.43470 1300.63710 1281.06120 1319.72890    0.53570    0.46500    0.60470    1
  2M19570452+4044117        5564922  299.26887   40.73660    0.24058    0.00247    3.74620    2.98540    4.82740    1.38950    1.31820    1.50570 1346.16690 1322.81780 1366.89670    0.53470    0.46500    0.61380    1
  2M19571127+4044440        5565067  299.29699   40.74557   -0.29469    0.06698    8.15850    6.53130   10.24770    1.04420    0.97270    1.10120  975.88060  962.32120  989.66450    0.35260    0.29500    0.42260    1
  2M19573860+4046098        5565654  299.41084   40.76940    0.10456   -0.01672    2.66600    2.10180    3.27210    1.53580    1.43960    1.62910 1736.54790 1704.11950 1756.54100    0.56550    0.49220    0.63480    1
  2M19575542+4045236        5566037  299.48094   40.75656    0.05568    0.02326    8.68160    7.85230   11.00350    1.02130    0.97600    1.07140 1236.70110 1224.10890 1248.77660    0.43640    0.37500    0.45940    2
  2M19575721+4047262        5566078  299.48841   40.79062    0.28363    0.00779    3.15870    2.37140    4.15570    1.48840    1.38340    1.62910 1762.90610 1728.02480 1796.74270    0.57850    0.48770    0.66490    1
  2M19580029+4042030        5566146  299.50122   40.70085   -0.00507   -0.00449    2.08840    1.71790    2.65280    1.60910    1.50190    1.69820 2017.39830 1988.38220 2047.78360    0.57400    0.50500    0.64350    1
  2M19580667+4044162        5566273  299.52782   40.73786    0.00366   -0.00559    3.65220    2.91540    4.21560    1.36030    1.30610    1.47240 1251.65210 1240.22350 1267.96780    0.43010    0.37500    0.47270    2
  2M19582321+4042575        5566644  299.59675   40.71600    0.14578    0.00293    2.88990    2.17070    3.42690    1.50390    1.43640    1.63660 1923.79630 1894.52330 1956.56020    0.58960    0.51620    0.66490    1
  2M18504274+4053023        5596344  282.67809   40.88398   -0.22191    0.07379    3.36820    2.45130    4.12000    1.35310    1.27640    1.51410 2437.83590 2416.35100 2463.12990    0.27580    0.21950    0.31490    2
  2M18523609+4052091        5597397  283.15041   40.86921   -0.27550    0.18255   11.19630    9.37990   13.02650    0.95270    0.92460    1.02260 1481.51150 1464.70420 1497.90040    0.31400    0.27240    0.36490    1
  2M18534504+4051534        5597965  283.43768   40.86484   -0.09646    0.01761    3.99450    3.12970    4.95470    1.31270    1.23020    1.39680  934.64580  921.29750  949.46960    0.23900    0.16500    0.31140    1
  2M18572259+4053167        5599763  284.34416   40.88797    0.28518    0.00173    8.94500    8.03530   10.24500    1.08190    1.02680    1.11170 1410.27630 1397.97690 1423.65140    0.31570    0.29500    0.36440    2
  2M18592373+4048582        5600739  284.84889   40.81618    0.16343    0.00932    6.17500    4.97160    7.85050    1.20930    1.13230    1.28170 1085.60060 1070.08900 1102.78040    0.45190    0.38510    0.52490    1
  2M19012860+4050124        5601827  285.36919   40.83680   -0.01548    0.02573    4.10090    3.22180    5.07060    1.32110    1.24670    1.41250 1276.10290 1257.47650 1295.29700    0.26970    0.19040    0.33490    1
  2M19015687+4048241        5602062  285.48700   40.80671   -0.05423    0.10334   10.15090    8.16390   13.03270    1.01960    0.95930    1.08810 1090.17350 1072.75370 1106.42320    0.23760    0.16330    0.31480    1
  2M19024885+4050039        5602545  285.70358   40.83443   -0.20555    0.04103    4.43500    3.99940    5.07010    1.22920    1.18300    1.27630 1429.96530 1417.42450 1442.13000    0.27120    0.22630    0.30490    2
  2M19030546+4049524        5602690  285.77279   40.83122   -0.57647    0.22976   12.24750    9.71630   15.31260    0.91240    0.86070    0.97710 2389.76510 2355.69960 2423.73140    0.19660    0.12500    0.25370    1
  2M19150200+4051584        5610212  288.75835   40.86624    0.01209    0.01652    6.75250    5.30880    8.44260    1.14490    1.08460    1.23010 1264.70430 1246.40740 1283.75730    0.15820    0.08500    0.22970    1
  2M19161923+4053434        5611192  289.08016   40.89542    0.06004   -0.00157    1.01380    0.99040    1.03480    2.00580    1.98600    2.02030 1477.24940 1470.61820 1487.14910    0.30000    0.28130    0.31490    2
  2M19170497+4051285        5611769  289.27073   40.85794   -0.02183    0.03660    4.49190    3.71020    5.30950    1.29880    1.23780    1.37390 2468.76370 2444.44330 2497.36990    0.23250    0.19300    0.28490    1
  2M19184717+4052099        5613099  289.69656   40.86942    0.36551    0.00869    7.65040    6.09680    9.44140    1.15920    1.10150    1.24430 1170.20390 1152.70960 1187.10160    0.32200    0.25500    0.39000    1
  2M19185877+4048238        5613241  289.74489   40.80662    0.08090    0.00392    6.74800    5.35060    8.41180    1.15910    1.10090    1.24720 1604.97680 1579.42810 1629.26200    0.24300    0.18500    0.33330    1
  2M19225487+4051594        5616489  290.72863   40.86650   -0.34225    0.25557   13.99430   10.36570   18.83920    0.89320    0.82350    0.94620 2832.93470 2788.81740 2880.64300    0.23590    0.17190    0.29500    2
  2M19235532+4049256        5617324  290.98054   40.82380   -0.03305   -0.01416    2.36870    1.92750    2.90800    1.52200    1.44810    1.62160 1578.98010 1557.75780 1601.13910    0.22880    0.16230    0.29490    1
  2M19280102+4050138        5620596  292.00428   40.83717   -0.17756    0.01150    3.49490    2.50270    3.75740    1.36210    1.30610    1.49130 1453.35280 1430.53950 1482.00610    0.13060    0.07820    0.28480    2
  2M19280384+4051558        5620636  292.01600   40.86551    0.35580    0.00052    5.63710    4.46480    6.99920    1.27680    1.19350    1.34880 1123.98090 1107.89850 1139.34370    0.27520    0.21450    0.34500    1
  2M19295292+4053046        5622103  292.47050   40.88462   -0.36816    0.23647   14.60460   10.59250   20.35670    0.87700    0.80530    0.93960 2719.34830 2669.93040 2771.51700    0.27800    0.22210    0.35480    2
  2M19303904+4051184        5622780  292.66269   40.85512    0.24394    0.01741    7.84260    6.99840    9.38640    1.13460    1.10070    1.20210 1571.43180 1555.28450 1586.66700    0.30450    0.26500    0.35160    1
  2M19312356+4050563        5623391  292.84821   40.84898   -0.14154    0.03249    2.42200    1.92750    2.97570    1.51330    1.41900    1.59710  847.96200  836.56570  860.34250   -0.01860   -0.07730    0.05480    1
  2M19312747+4050082        5623444  292.86448   40.83561    0.00599    0.12564   10.16620    8.20540   13.02750    1.03540    0.97160    1.10140 1238.30110 1220.39380 1257.17340    0.29910    0.22500    0.36890    1
